scenario,nb_cars,method,seed,world_seed,grid_seed,nb_stations,nb_societies,total_time,wall_time_s,method_label,method_family,broadcast,reputation,adaptation,offer_choice,alpha_mode,reputation_scope,score_weighting,exact_satisfaction,needs_satisfaction,nb_cars_evaluated,mean_travel_distance_km,mean_waiting_time_min,nb_demands,nb_demands_answered,nb_demands_confirmed,answer_rate,confirm_rate,mean_offers_per_demand,first_offer_ms_mean,last_offer_ms_mean,last_offer_ms_p95,selection_ms_mean,confirmation_ms_mean,total_ms_mean,total_ms_p95,mean_confirm_attempts,mean_processing_ms,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,rate_pres,rate_abs,rate_early,rate_late,intent_pres,intent_abs,intent_early,intent_late,early_intent_realized_late,mean_lead_slots,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_rejected_request,nb_station_requests,mean_occupancy_rate,mean_service_rate,nb_slots_reserved,nb_slots_served,slot_waste_rate,total_station_demand_kwh,nb_breakdowns,nb_diagnostics,invariant_ok
pessimistic,100,multistation_rep,42,42,42,40,4,1440,427.975,Multi-Station + Reputation,ablation,True,True,False,utility,sampled,society,duration,0.6988,0.7113,100,0.4326,0.222,2472,1129,1129,0.4567,0.4567,1.604,161.009,772.05,1206.877,236.657,0.019,1008.726,1440.324,1.0,35.352,1129,474,247,1,394,12,1,0.4198,0.2188,0.0009,0.349,0.4207,0.2294,0.147,0.2028,165,0.144,3964,2835,0,0,10097,14061,0.1556,0.0625,42583,16995,0.6009,1573.116,33,1,True
pessimistic,100,bramev,42,42,42,40,4,1440,415.568,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6967,0.7088,100,0.4371,0.132,2530,1107,1107,0.4375,0.4375,1.509,162.262,762.677,1201.654,238.437,0.017,1001.131,1395.375,1.0,33.843,1107,468,241,1,384,12,1,0.4228,0.2177,0.0009,0.3469,0.4237,0.2285,0.1463,0.2014,161,0.136,3818,2711,0,0,10425,14243,0.1538,0.0615,41978,16839,0.5989,1551.381,34,1,True
pessimistic,150,greedy,42,42,42,40,4,1440,84.365,Nearest,ablation,False,False,False,utility,sampled,society,duration,0.6875,0.7016,150,0.2842,15.738,2090,2016,2016,0.9646,0.9646,0.965,80.759,80.759,231.286,34.182,0.009,114.95,306.755,1.0,49.503,2016,832,447,69,634,30,4,0.4127,0.2217,0.0342,0.3145,0.4142,0.2366,0.1463,0.2029,226,3.551,2016,0,0,1,68,2084,0.2519,0.0986,68756,27026,0.6069,2581.593,32,0,True
pessimistic,150,multistation,42,42,42,40,4,1440,847.057,Multi-Station Only,ablation,True,False,False,utility,sampled,society,duration,0.7489,0.7619,150,0.3141,1.182,1923,1917,1917,0.9969,0.9969,5.97,340.469,2526.621,2415.117,457.0,0.013,2983.634,2509.776,1.0,77.069,1917,805,412,12,662,26,0,0.4199,0.2149,0.0063,0.3453,0.4199,0.2285,0.1471,0.2045,270,0.472,11480,9563,0,0,5,11485,0.2557,0.1006,70739,28121,0.6025,2674.675,27,1,True
pessimistic,150,multistation_rep,42,42,42,40,4,1440,770.281,Multi-Station + Reputation,ablation,True,True,False,utility,sampled,society,duration,0.6701,0.6816,150,0.4306,0.474,3930,1632,1632,0.4153,0.4153,1.449,455.888,2602.029,1510.934,595.209,0.015,3197.254,1741.217,1.0,42.195,1632,680,370,2,557,21,2,0.4167,0.2267,0.0012,0.3413,0.4179,0.2396,0.1446,0.1979,234,0.238,5696,4064,0,0,16667,22363,0.2185,0.0859,59799,23371,0.6092,2225.693,58,1,True
pessimistic,150,bramev,42,42,42,40,4,1440,763.014,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6718,0.6837,150,0.4331,0.516,3943,1635,1635,0.4147,0.4147,1.429,452.268,2578.692,1423.631,593.492,0.016,3172.199,1655.831,1.0,41.91,1635,679,369,3,560,21,3,0.4153,0.2257,0.0018,0.3425,0.4171,0.2385,0.145,0.1994,234,0.256,5634,3999,0,0,16711,22345,0.2192,0.0864,59967,23460,0.6088,2241.16,59,1,True
pessimistic,200,greedy,42,42,42,40,4,1440,114.724,Nearest,ablation,False,False,False,utility,sampled,society,duration,0.6483,0.6626,200,0.2828,26.73,2903,2779,2779,0.9573,0.9573,0.957,140.332,140.332,210.151,72.308,0.008,212.648,278.843,1.0,52.694,2779,1153,620,139,823,40,4,0.4149,0.2231,0.05,0.2961,0.4156,0.2375,0.145,0.2019,263,5.728,2779,0,0,7,107,2886,0.3261,0.1295,88835,35303,0.6026,3364.284,41,0,True
pessimistic,200,multistation,42,42,42,40,4,1440,2308.017,Multi-Station Only,ablation,True,False,False,utility,sampled,society,duration,0.7479,0.7603,200,0.3231,1.398,2575,2564,2564,0.9957,0.9957,5.958,3249.913,12527.207,3019.619,2073.921,0.012,14601.139,3174.051,1.0,185.69,2564,1056,562,16,889,38,3,0.4119,0.2192,0.0062,0.3467,0.413,0.234,0.1463,0.2067,359,0.559,15343,12779,0,2,22,15365,0.3414,0.1333,94234,36925,0.6082,3588.656,38,1,True
pessimistic,200,multistation_rep,42,42,42,40,4,1440,2189.729,Multi-Station + Reputation,ablation,True,True,False,utility,sampled,society,duration,0.6711,0.6832,200,0.4341,0.966,5708,2186,2186,0.383,0.383,1.367,3866.688,14221.22,1908.258,2498.486,0.015,16719.721,2110.366,1.0,101.813,2186,894,495,7,764,25,1,0.409,0.2264,0.0032,0.3495,0.4094,0.2379,0.1478,0.2049,316,0.353,7800,5614,0,0,24892,32692,0.2898,0.1116,79951,30725,0.6157,3040.69,76,1,True
pessimistic,200,bramev,42,42,42,40,4,1440,2193.32,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6712,0.684,200,0.441,0.984,5746,2184,2184,0.3801,0.3801,1.337,3869.965,14236.239,1856.259,2502.76,0.015,16739.014,2043.329,1.0,102.483,2184,897,495,7,762,22,1,0.4107,0.2266,0.0032,0.3489,0.4107,0.2367,0.147,0.2056,314,0.362,7684,5500,0,0,25419,33103,0.2919,0.1128,79946,30870,0.6139,3050.008,73,1,True
pessimistic,250,greedy,42,42,42,40,4,1440,136.013,Nearest,ablation,False,False,False,utility,sampled,society,duration,0.6012,0.615,250,0.2808,40.368,4092,3703,3703,0.9049,0.9049,0.905,140.613,140.613,212.561,89.546,0.008,230.167,271.626,1.0,47.995,3703,1545,830,248,1022,52,6,0.4172,0.2241,0.067,0.276,0.4188,0.2382,0.1453,0.1977,290,8.445,3703,0,0,18,370,4073,0.3943,0.1589,107506,43266,0.5975,4061.015,54,0,True
pessimistic,250,multistation,42,42,42,40,4,1440,5342.565,Multi-Station Only,ablation,True,False,False,utility,sampled,society,duration,0.7519,0.7649,250,0.3445,2.556,3226,3207,3207,0.9941,0.9941,5.984,8097.978,39265.691,3241.709,4164.062,0.011,43429.763,3351.216,1.0,322.041,3207,1341,701,46,1074,42,3,0.4181,0.2186,0.0143,0.3349,0.4191,0.2317,0.1478,0.2014,428,0.831,19305,16098,0,2,70,19375,0.4223,0.1672,117345,46678,0.6022,4467.728,46,1,True
pessimistic,250,multistation_rep,42,42,42,40,4,1440,5102.108,Multi-Station + Reputation,ablation,True,True,False,utility,sampled,society,duration,0.6752,0.6892,250,0.4371,2.166,6716,2687,2687,0.4001,0.4001,1.435,9700.008,46181.407,2298.602,5034.529,0.013,51215.949,2628.059,1.0,194.901,2687,1122,607,21,903,33,1,0.4176,0.2259,0.0078,0.3361,0.4179,0.2382,0.1466,0.1972,373,0.618,9638,6951,0,1,28531,38169,0.3598,0.1411,98201,38614,0.6068,3716.665,90,1,True
pessimistic,250,bramev,42,42,42,40,4,1440,5108.488,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6712,0.686,250,0.4434,2.76,6826,2681,2681,0.3928,0.3928,1.393,9728.958,46271.524,2355.67,5046.53,0.013,51318.067,2670.38,1.0,191.664,2681,1116,606,26,900,32,1,0.4163,0.226,0.0097,0.3357,0.4166,0.238,0.1466,0.1988,367,0.757,9511,6830,0,2,29172,38683,0.358,0.141,98334,38806,0.6054,3719.866,92,1,True
