scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,50,bramev,42,42,42,0,1,5,0.3595,97,24,73,29,0,0,44,30,3,0,11,0,0,0.0,70.092
optimistic,50,bramev,42,42,42,1,2,5,0.441,118,38,80,76,0,0,4,3,1,0,0,0,0,0.0,5.2
optimistic,50,bramev,42,42,42,2,1,5,0.5332,40,13,27,21,0,0,6,5,1,0,0,0,0,0.0,7.8
optimistic,50,bramev,42,42,42,3,1,5,0.5916,122,49,73,56,0,0,17,12,3,0,2,0,0,0.0,23.292
optimistic,50,bramev,42,42,42,4,3,5,0.181,102,34,68,37,0,0,31,24,5,0,2,0,0,0.0,43.142
optimistic,50,bramev,42,42,42,5,1,4,0.332,57,20,37,34,0,0,3,2,1,0,0,0,0,0.0,2.817
optimistic,50,bramev,42,42,42,6,0,6,0.5377,57,16,41,38,0,0,3,3,0,0,0,0,0,0.0,2.833
optimistic,50,bramev,42,42,42,7,1,6,0.4679,38,13,25,21,0,0,4,2,0,0,2,0,0,0.0,7.65
optimistic,50,bramev,42,42,42,8,0,5,0.5762,59,17,42,37,0,0,5,4,0,0,1,0,0,0.0,7.8
optimistic,50,bramev,42,42,42,9,2,4,0.5287,106,38,68,60,0,0,8,6,0,0,2,0,0,0.0,12.7
optimistic,50,bramev,42,42,42,10,0,5,0.3815,69,19,50,34,0,0,16,13,1,0,2,0,0,0.0,25.683
optimistic,50,bramev,42,42,42,11,0,4,0.3601,112,37,75,35,0,0,40,28,8,0,4,0,0,0.0,54.967
optimistic,50,bramev,42,42,42,12,3,6,0.2484,123,39,84,82,0,0,2,2,0,0,0,0,0,0.0,3.55
optimistic,50,bramev,42,42,42,13,3,4,0.4391,54,15,39,33,0,0,6,5,1,0,0,0,0,0.0,8.492
optimistic,50,bramev,42,42,42,14,3,4,0.3647,108,36,72,61,0,0,11,9,1,0,1,0,0,0.0,18.592
optimistic,50,bramev,42,42,42,15,0,5,0.4605,49,10,39,23,0,0,16,12,1,0,3,0,0,0.0,25.533
optimistic,50,bramev,42,42,42,16,2,6,0.5425,48,8,40,39,0,0,1,0,0,0,1,0,0,0.0,2.208
optimistic,50,bramev,42,42,42,17,2,4,0.6595,77,24,53,50,0,0,3,3,0,0,0,0,0,0.0,5.867
optimistic,50,bramev,42,42,42,18,2,5,0.6705,85,30,55,43,0,0,12,9,0,0,3,0,0,0.0,19.25
optimistic,50,bramev,42,42,42,19,3,6,0.4192,51,9,42,39,0,0,3,1,0,0,2,0,0,0.0,3.183
optimistic,50,bramev,42,42,42,20,2,4,0.5328,78,22,56,52,0,0,4,3,0,0,1,0,0,0.0,6.858
optimistic,50,bramev,42,42,42,21,2,6,0.6508,37,6,31,28,0,0,3,3,0,0,0,0,0,0.0,4.925
optimistic,50,bramev,42,42,42,22,2,4,0.5525,103,37,66,48,0,0,18,14,2,0,2,0,0,0.0,29.517
optimistic,50,bramev,42,42,42,23,0,4,0.3334,44,10,34,28,0,0,6,4,0,0,2,0,0,0.0,9.175
optimistic,50,bramev,42,42,42,24,1,4,0.5951,121,36,85,84,0,0,1,1,0,0,0,0,0,0.0,1.667
optimistic,50,bramev,42,42,42,25,2,6,0.5881,109,30,79,61,0,0,18,12,4,0,2,0,0,0.0,26.4
optimistic,50,bramev,42,42,42,26,3,5,0.1882,115,36,79,23,0,0,56,44,3,0,9,0,0,0.0,90.333
optimistic,50,bramev,42,42,42,27,2,4,0.4944,60,18,42,38,0,0,4,3,0,0,1,0,0,0.0,6.55
optimistic,50,bramev,42,42,42,28,3,4,0.4729,104,33,71,61,0,0,10,7,0,0,3,0,0,0.0,17.758
optimistic,50,bramev,42,42,42,29,3,5,0.2108,88,24,64,54,0,0,10,6,1,0,3,0,0,0.0,14.692
optimistic,50,bramev,42,42,42,30,1,6,0.287,114,49,65,53,0,0,12,7,3,0,2,0,0,0.0,15.308
optimistic,50,bramev,42,42,42,31,2,5,0.5255,64,18,46,41,0,0,5,3,1,0,1,0,0,0.0,5.625
optimistic,50,bramev,42,42,42,32,0,5,0.37,33,9,24,18,0,0,6,4,1,0,1,0,0,0.0,8.708
optimistic,50,bramev,42,42,42,33,1,4,0.5065,32,5,27,24,0,0,3,3,0,0,0,0,0,0.0,5.233
optimistic,50,bramev,42,42,42,34,0,5,0.4008,28,4,24,22,0,0,2,2,0,0,0,0,0,0.0,3.183
optimistic,50,bramev,42,42,42,35,0,6,0.5006,59,8,51,34,0,0,17,12,0,0,5,0,0,0.0,33.15
optimistic,50,bramev,42,42,42,36,3,6,0.2869,51,11,40,35,0,0,5,5,0,0,0,0,0,0.0,8.3
optimistic,50,bramev,42,42,42,37,0,4,0.5077,116,24,92,84,0,0,8,6,1,0,1,0,0,0.0,15.15
optimistic,50,bramev,42,42,42,38,3,6,0.4319,145,45,100,95,0,0,5,4,1,0,0,0,0,0.0,5.967
optimistic,50,bramev,42,42,42,39,1,6,0.4969,59,10,49,43,0,0,6,4,1,0,1,0,0,0.0,8.925
