scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
balance,100,bramev,42,42,42,0,1,5,0.3791,220,111,109,36,0,0,73,39,11,0,23,0,0,0.0,112.975
balance,100,bramev,42,42,42,1,2,5,0.4917,264,88,176,164,0,0,12,7,3,0,1,1,0,0.0,13.417
balance,100,bramev,42,42,42,2,1,5,0.5528,112,51,61,56,0,0,5,4,1,0,0,0,0,0.0,6.308
balance,100,bramev,42,42,42,3,1,5,0.6112,240,105,135,95,0,0,40,25,5,0,10,0,0,0.0,62.633
balance,100,bramev,42,42,42,4,3,5,0.2167,231,88,143,80,0,0,63,43,10,0,10,0,0,0.0,93.583
balance,100,bramev,42,42,42,5,1,4,0.3516,109,48,61,51,0,0,10,3,2,0,5,0,0,0.0,13.9
balance,100,bramev,42,42,42,6,0,6,0.4561,95,22,73,70,0,0,3,2,0,0,1,0,0,0.0,3.792
balance,100,bramev,42,42,42,7,1,6,0.4875,109,53,56,48,0,0,8,5,0,0,3,0,0,0.0,15.208
balance,100,bramev,42,42,42,8,0,5,0.4946,118,25,93,89,0,0,4,3,0,0,1,0,0,0.0,7.333
balance,100,bramev,42,42,42,9,2,4,0.5794,240,79,161,132,0,0,29,17,4,0,8,0,0,0.0,43.325
balance,100,bramev,42,42,42,10,0,5,0.2998,123,27,96,61,0,0,35,18,5,0,11,1,0,0.0,51.217
balance,100,bramev,42,42,42,11,0,4,0.2785,238,71,167,67,0,0,100,62,21,0,15,2,0,0.0,133.017
balance,100,bramev,42,42,42,12,3,6,0.2841,250,86,164,151,0,0,13,6,4,0,3,0,0,0.0,15.575
balance,100,bramev,42,42,42,13,3,4,0.4748,112,31,81,60,0,0,21,17,3,0,1,0,0,0.0,30.133
balance,100,bramev,42,42,42,14,3,4,0.4004,233,85,148,120,0,0,28,20,1,0,7,0,0,0.0,46.2
balance,100,bramev,42,42,42,15,0,5,0.3788,114,35,79,52,0,0,27,16,5,0,6,0,0,0.0,38.808
balance,100,bramev,42,42,42,16,2,6,0.5932,112,38,74,71,0,0,3,1,1,0,1,0,0,0.0,2.117
balance,100,bramev,42,42,42,17,2,4,0.7102,152,43,109,92,0,0,17,8,5,0,4,0,0,0.0,21.067
balance,100,bramev,42,42,42,18,2,5,0.7212,155,46,109,79,0,0,30,16,6,0,8,0,0,0.0,42.717
balance,100,bramev,42,42,42,19,3,6,0.4549,108,36,72,62,0,0,10,6,3,0,1,0,0,0.0,11.892
balance,100,bramev,42,42,42,20,2,4,0.5835,177,53,124,120,0,0,4,2,1,0,1,0,0,0.0,5.292
balance,100,bramev,42,42,42,21,2,6,0.7015,72,19,53,48,0,0,5,2,2,0,1,0,0,0.0,3.992
balance,100,bramev,42,42,42,22,2,4,0.6032,224,74,150,96,0,0,54,25,13,0,14,2,0,0.0,70.858
balance,100,bramev,42,42,42,23,0,4,0.2517,114,35,79,57,0,0,22,16,4,0,2,0,0,0.0,32.8
balance,100,bramev,42,42,42,24,1,4,0.6147,273,113,160,155,0,0,5,1,2,0,2,0,0,0.0,5.258
balance,100,bramev,42,42,42,25,2,6,0.6388,225,96,129,97,0,0,32,21,5,0,6,0,0,0.0,47.275
balance,100,bramev,42,42,42,26,3,5,0.2239,222,79,143,53,0,0,90,60,20,0,10,0,0,0.0,119.867
balance,100,bramev,42,42,42,27,2,4,0.5451,114,39,75,66,0,0,9,7,1,0,1,0,0,0.0,12.933
balance,100,bramev,42,42,42,28,3,4,0.5086,226,94,132,114,0,0,18,10,2,0,6,0,0,0.0,28.442
balance,100,bramev,42,42,42,29,3,5,0.2464,218,84,134,80,0,0,54,31,14,0,9,0,0,0.0,67.1
balance,100,bramev,42,42,42,30,1,6,0.3066,240,108,132,103,0,0,29,16,6,0,7,0,0,0.0,44.458
balance,100,bramev,42,42,42,31,2,5,0.5762,112,30,82,64,0,0,18,11,2,0,5,0,0,0.0,28.0
balance,100,bramev,42,42,42,32,0,5,0.2883,60,17,43,32,0,0,11,9,1,0,1,0,0,0.0,18.883
balance,100,bramev,42,42,42,33,1,4,0.5261,58,17,41,38,0,0,3,3,0,0,0,0,0,0.0,7.175
balance,100,bramev,42,42,42,34,0,5,0.3192,62,14,48,44,0,0,4,3,0,0,1,0,0,0.0,9.667
balance,100,bramev,42,42,42,35,0,6,0.419,110,24,86,60,0,0,26,20,3,0,3,0,0,0.0,39.7
balance,100,bramev,42,42,42,36,3,6,0.3225,129,47,82,72,0,0,10,6,1,0,2,0,1,0.0,13.625
balance,100,bramev,42,42,42,37,0,4,0.4261,263,79,184,158,0,0,26,14,7,0,4,1,0,0.0,33.05
balance,100,bramev,42,42,42,38,3,6,0.4675,271,95,176,167,0,0,9,8,1,0,0,0,0,0.0,16.667
balance,100,bramev,42,42,42,39,1,6,0.5165,122,42,80,68,0,0,12,6,4,0,2,0,0,0.0,14.583
