scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,nb_offers,confirmed,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,50,greedy,42,42,42,t00000-c00008,8,0,1,1,True,1,252.0289160311222,252.0289160311222,108.07074996409938,0.01487502595409751,360.1145410211757
pessimistic,50,greedy,42,42,42,t00000-c00020,20,0,1,1,True,1,159.93420797167346,159.93420797167346,200.21483302116394,0.006209011189639568,360.15525000402704
pessimistic,50,greedy,42,42,42,t00000-c00024,24,0,1,1,True,1,360.0183749804273,360.0183749804273,0.12733298353850842,0.004167028237134218,360.14987499220297
pessimistic,50,greedy,42,42,42,t00000-c00025,25,0,1,1,True,1,93.92587497131899,93.92587497131899,266.21141703799367,0.003915978595614433,360.1412079879083
pessimistic,50,greedy,42,42,42,t00000-c00033,33,0,1,1,True,1,45.39062496041879,45.39062496041879,314.7507920511998,0.0037499703466892242,360.1451669819653
pessimistic,50,greedy,42,42,42,t00000-c00034,34,0,1,1,True,1,128.3427919843234,128.3427919843234,231.78879101760685,0.003374996595084667,360.13495799852535
pessimistic,50,greedy,42,42,42,t00000-c00048,48,0,1,1,True,1,300.09341600816697,300.09341600816697,60.02841703593731,0.00304199056699872,360.1248750346713
pessimistic,50,greedy,42,42,42,t00001-c00025,25,1,1,1,True,1,57.71291704149917,57.71291704149917,0.009707990102469921,0.010999967344105244,57.73362499894574
pessimistic,50,greedy,42,42,42,t00009-c00047,47,9,1,1,True,1,59.17495797621086,59.17495797621086,0.014208024367690086,0.01233397051692009,59.20149997109547
pessimistic,50,greedy,42,42,42,t00010-c00047,47,10,1,1,True,1,32.47416694648564,32.47416694648564,0.011916039511561394,0.009749957825988531,32.49583294382319
pessimistic,50,greedy,42,42,42,t00011-c00019,19,11,1,1,True,1,66.26387499272823,66.26387499272823,0.012749980669468641,0.010957999620586634,66.28758297301829
pessimistic,50,greedy,42,42,42,t00011-c00047,47,11,1,1,True,1,29.964667046442628,29.964667046442628,36.35912499157712,0.005125009920448065,66.3289170479402
pessimistic,50,greedy,42,42,42,t00012-c00019,19,12,1,1,True,1,54.46037504589185,54.46037504589185,0.011249969247728586,0.01066701952368021,54.48229203466326
pessimistic,50,greedy,42,42,42,t00021-c00005,5,21,1,1,True,1,19.267208001110703,19.267208001110703,0.006166985258460045,0.007207971066236496,19.2805829574354
pessimistic,50,greedy,42,42,42,t00022-c00031,31,22,1,1,True,1,31.980041007045656,31.980041007045656,0.009125040378421545,0.01270900247618556,32.00187504990026
pessimistic,50,greedy,42,42,42,t00025-c00037,37,25,1,1,True,1,41.87366698170081,41.87366698170081,0.011791009455919266,0.009874987881630659,41.89533297903836
pessimistic,50,greedy,42,42,42,t00026-c00037,37,26,1,1,True,1,28.791583026759326,28.791583026759326,0.008124974556267262,0.009000010322779417,28.808708011638373
