scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,200,bramev,42,42,42,observed,abs,160,0.0947
optimistic,200,bramev,42,42,42,observed,breakdown,1,0.0006
optimistic,200,bramev,42,42,42,observed,early,7,0.0041
optimistic,200,bramev,42,42,42,observed,late,255,0.151
optimistic,200,bramev,42,42,42,observed,pres,1262,0.7472
optimistic,200,bramev,42,42,42,observed,unresolved,4,0.0024
optimistic,200,bramev,42,42,42,intent,abs,161,0.0953
optimistic,200,bramev,42,42,42,intent,early,153,0.0906
optimistic,200,bramev,42,42,42,intent,late,109,0.0645
optimistic,200,bramev,42,42,42,intent,pres,1266,0.7496
optimistic,200,bramev,42,42,42,reclassified,early->late,146,
