scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
pessimistic,250,greedy,42,42,42,0,1,5,0.291,564,77,487,0,0,6,487,214,88,69,111,4,1,0.0,425.642
pessimistic,250,greedy,42,42,42,1,2,5,0.2613,14,0,14,0,0,0,14,5,4,0,5,0,0,0.0,19.2
pessimistic,250,greedy,42,42,42,2,1,5,0.7392,19,0,19,0,0,0,19,7,7,0,5,0,0,0.0,17.683
pessimistic,250,greedy,42,42,42,3,1,5,0.8901,150,0,150,0,0,0,150,46,36,1,64,3,0,0.0,203.742
pessimistic,250,greedy,42,42,42,4,3,5,0.1427,444,47,397,0,0,1,397,170,97,34,88,8,0,0.0,379.85
pessimistic,250,greedy,42,42,42,5,1,4,0.2198,63,0,63,0,0,0,63,31,15,1,16,0,0,0.0,89.058
pessimistic,250,greedy,42,42,42,6,0,6,0.7086,16,0,16,0,0,0,16,8,1,0,7,0,0,0.0,25.942
pessimistic,250,greedy,42,42,42,7,1,6,0.5708,31,0,31,0,0,0,31,9,11,0,9,2,0,0.0,33.6
pessimistic,250,greedy,42,42,42,8,0,5,0.808,6,0,6,0,0,0,6,2,2,0,2,0,0,0.0,8.733
pessimistic,250,greedy,42,42,42,9,2,4,0.4875,76,0,76,0,0,0,76,31,15,0,29,1,0,0.0,107.683
pessimistic,250,greedy,42,42,42,10,0,5,0.3053,96,0,96,0,0,0,96,39,24,0,32,0,1,0.0,132.475
pessimistic,250,greedy,42,42,42,11,0,4,0.2502,614,146,468,0,0,5,468,198,98,65,96,11,0,0.0,324.608
pessimistic,250,greedy,42,42,42,12,3,6,0.3167,17,0,17,0,0,0,17,8,4,0,5,0,0,0.0,22.408
pessimistic,250,greedy,42,42,42,13,3,4,0.8089,108,0,108,0,0,1,108,39,27,0,41,1,0,0.0,137.075
pessimistic,250,greedy,42,42,42,14,3,4,0.6168,89,0,89,0,0,0,89,40,19,1,28,1,0,0.0,124.858
pessimistic,250,greedy,42,42,42,15,0,5,0.5092,143,0,143,0,0,0,143,63,31,3,46,0,0,0.0,203.008
pessimistic,250,greedy,42,42,42,16,2,6,0.5233,10,0,10,0,0,0,10,5,3,0,2,0,0,0.0,12.808
pessimistic,250,greedy,42,42,42,17,2,4,0.8252,15,0,15,0,0,0,15,5,3,0,7,0,0,0.0,20.633
pessimistic,250,greedy,42,42,42,18,2,5,0.8535,124,0,124,0,0,0,124,57,26,0,40,1,0,0.0,169.358
pessimistic,250,greedy,42,42,42,19,3,6,0.7576,20,0,20,0,0,0,20,3,7,0,10,0,0,0.0,24.533
pessimistic,250,greedy,42,42,42,20,2,4,0.4983,9,0,9,0,0,0,9,3,3,0,2,1,0,0.0,8.408
pessimistic,250,greedy,42,42,42,21,2,6,0.8027,11,0,11,0,0,0,11,5,2,0,4,0,0,0.0,15.35
pessimistic,250,greedy,42,42,42,22,2,4,0.549,131,3,128,0,0,0,128,53,22,1,49,3,0,0.0,183.942
pessimistic,250,greedy,42,42,42,23,0,4,0.1812,56,0,56,0,0,0,56,24,11,0,19,2,0,0.0,77.55
pessimistic,250,greedy,42,42,42,24,1,4,0.899,5,0,5,0,0,0,5,3,2,0,0,0,0,0.0,3.617
pessimistic,250,greedy,42,42,42,25,2,6,0.6409,89,0,89,0,0,0,89,35,25,0,27,2,0,0.0,110.883
pessimistic,250,greedy,42,42,42,26,3,5,0.1612,570,97,473,0,0,5,473,202,105,72,88,6,0,0.0,391.425
pessimistic,250,greedy,42,42,42,27,2,4,0.399,35,0,35,0,0,0,35,14,8,0,12,1,0,0.0,41.15
pessimistic,250,greedy,42,42,42,28,3,4,0.8962,86,0,86,0,0,0,86,37,22,0,27,0,0,0.0,119.367
pessimistic,250,greedy,42,42,42,29,3,5,0.2195,94,0,94,0,0,0,94,40,21,1,32,0,0,0.0,132.742
pessimistic,250,greedy,42,42,42,30,1,6,0.1037,68,0,68,0,0,0,68,24,13,0,28,2,1,0.0,99.55
pessimistic,250,greedy,42,42,42,31,2,5,0.4794,74,0,74,0,0,0,74,35,14,0,24,0,1,0.0,113.05
pessimistic,250,greedy,42,42,42,32,0,5,0.2756,38,0,38,0,0,0,38,18,13,0,7,0,0,0.0,43.3
pessimistic,250,greedy,42,42,42,33,1,4,0.6703,9,0,9,0,0,0,9,7,0,0,1,1,0,0.0,14.175
pessimistic,250,greedy,42,42,42,34,0,5,0.3553,11,0,11,0,0,0,11,3,4,0,4,0,0,0.0,16.042
pessimistic,250,greedy,42,42,42,35,0,6,0.6129,36,0,36,0,0,0,36,13,7,0,16,0,0,0.0,49.333
pessimistic,250,greedy,42,42,42,36,3,6,0.4159,38,0,38,0,0,0,38,19,8,0,10,0,1,0.0,54.875
pessimistic,250,greedy,42,42,42,37,0,4,0.6312,21,0,21,0,0,0,21,8,8,0,5,0,0,0.0,20.65
pessimistic,250,greedy,42,42,42,38,3,6,0.7902,30,0,30,0,0,0,30,10,11,0,7,1,1,0.0,27.442
pessimistic,250,greedy,42,42,42,39,1,6,0.6455,43,0,43,0,0,0,43,12,13,0,17,1,0,0.0,55.267
