scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
balance,50,greedy,42,42,42,0,1,5,0.291,78,0,78,0,0,0,78,50,9,0,18,1,0,0.0,117.708
balance,50,greedy,42,42,42,1,2,5,0.2613,3,0,3,0,0,0,3,1,2,0,0,0,0,0.0,1.9
balance,50,greedy,42,42,42,2,1,5,0.7392,3,0,3,0,0,0,3,2,1,0,0,0,0,0.0,2.692
balance,50,greedy,42,42,42,3,1,5,0.8901,6,0,6,0,0,0,6,2,2,0,2,0,0,0.0,6.325
balance,50,greedy,42,42,42,4,3,5,0.1427,53,0,53,0,0,0,53,30,9,0,11,3,0,0.0,77.225
balance,50,greedy,42,42,42,5,1,4,0.2198,12,0,12,0,0,0,12,8,2,0,2,0,0,0.0,16.283
balance,50,greedy,42,42,42,6,0,6,0.7086,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.967
balance,50,greedy,42,42,42,7,1,6,0.5708,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1.867
balance,50,greedy,42,42,42,8,0,5,0.808,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,1.9
balance,50,greedy,42,42,42,9,2,4,0.4875,11,0,11,0,0,0,11,8,1,0,2,0,0,0.0,17.717
balance,50,greedy,42,42,42,10,0,5,0.3053,10,0,10,0,0,0,10,6,0,0,3,1,0,0.0,14.975
balance,50,greedy,42,42,42,11,0,4,0.2502,77,0,77,0,0,0,77,43,15,0,17,1,1,0.0,104.375
balance,50,greedy,42,42,42,12,3,6,0.3167,3,0,3,0,0,0,3,2,1,0,0,0,0,0.0,2.2
balance,50,greedy,42,42,42,13,3,4,0.8089,9,0,9,0,0,0,9,4,2,0,3,0,0,0.0,11.775
balance,50,greedy,42,42,42,14,3,4,0.6168,12,0,12,0,0,0,12,8,2,0,2,0,0,0.0,15.908
balance,50,greedy,42,42,42,15,0,5,0.5092,16,0,16,0,0,0,16,8,3,0,5,0,0,0.0,19.475
balance,50,greedy,42,42,42,16,2,6,0.5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
balance,50,greedy,42,42,42,17,2,4,0.8252,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1.367
balance,50,greedy,42,42,42,18,2,5,0.8535,18,0,18,0,0,0,18,8,3,0,7,0,0,0.0,24.925
balance,50,greedy,42,42,42,19,3,6,0.7576,4,0,4,0,0,0,4,2,2,0,0,0,0,0.0,3.4
balance,50,greedy,42,42,42,20,2,4,0.4983,3,0,3,0,0,0,3,2,0,0,1,0,0,0.0,5.292
balance,50,greedy,42,42,42,21,2,6,0.8027,1,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0
balance,50,greedy,42,42,42,22,2,4,0.549,9,0,9,0,0,0,9,7,2,0,0,0,0,0.0,10.4
balance,50,greedy,42,42,42,23,0,4,0.1812,14,0,14,0,0,0,14,7,5,0,2,0,0,0.0,16.5
balance,50,greedy,42,42,42,24,1,4,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
balance,50,greedy,42,42,42,25,2,6,0.6409,8,0,8,0,0,0,8,4,2,0,2,0,0,0.0,11.475
balance,50,greedy,42,42,42,26,3,5,0.1612,54,0,54,0,0,0,54,40,9,0,5,0,0,0.0,79.233
balance,50,greedy,42,42,42,27,2,4,0.399,4,0,4,0,0,0,4,3,1,0,0,0,0,0.0,5.65
balance,50,greedy,42,42,42,28,3,4,0.8962,15,0,15,0,0,0,15,6,4,0,5,0,0,0.0,20.183
balance,50,greedy,42,42,42,29,3,5,0.2195,11,0,11,0,0,0,11,8,3,0,0,0,0,0.0,12.475
balance,50,greedy,42,42,42,30,1,6,0.1037,6,0,6,0,0,0,6,1,2,0,3,0,0,0.0,6.258
balance,50,greedy,42,42,42,31,2,5,0.4794,6,0,6,0,0,0,6,4,1,0,1,0,0,0.0,7.783
balance,50,greedy,42,42,42,32,0,5,0.2756,5,0,5,0,0,0,5,4,1,0,0,0,0,0.0,6.892
balance,50,greedy,42,42,42,33,1,4,0.6703,2,0,2,0,0,0,2,2,0,0,0,0,0,0.0,4.475
balance,50,greedy,42,42,42,34,0,5,0.3553,3,0,3,0,0,0,3,2,0,0,1,0,0,0.0,5.708
balance,50,greedy,42,42,42,35,0,6,0.6129,6,0,6,0,0,0,6,6,0,0,0,0,0,0.0,12.492
balance,50,greedy,42,42,42,36,3,6,0.4159,7,0,7,0,0,0,7,5,1,0,1,0,0,0.0,10.067
balance,50,greedy,42,42,42,37,0,4,0.6312,2,0,2,0,0,0,2,1,0,0,1,0,0,0.0,3.642
balance,50,greedy,42,42,42,38,3,6,0.7902,2,0,2,0,0,0,2,1,1,0,0,0,0,0.0,1.5
balance,50,greedy,42,42,42,39,1,6,0.6455,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1.533
