scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,150,greedy,42,42,42,0,1,5,0.291,178,1,177,0,0,0,177,135,13,2,27,0,0,0.0,275.067
optimistic,150,greedy,42,42,42,1,2,5,0.2613,5,0,5,0,0,0,5,4,0,0,1,0,0,0.0,8.583
optimistic,150,greedy,42,42,42,2,1,5,0.7392,5,0,5,0,0,0,5,5,0,0,0,0,0,0.0,7.35
optimistic,150,greedy,42,42,42,3,1,5,0.8901,45,0,45,0,0,0,45,32,7,0,6,0,0,0.0,63.758
optimistic,150,greedy,42,42,42,4,3,5,0.1427,155,3,152,0,0,0,152,117,14,7,14,0,0,0.0,228.675
optimistic,150,greedy,42,42,42,5,1,4,0.2198,22,0,22,0,0,0,22,15,4,0,3,0,0,0.0,30.617
optimistic,150,greedy,42,42,42,6,0,6,0.7086,5,0,5,0,0,0,5,5,0,0,0,0,0,0.0,7.3
optimistic,150,greedy,42,42,42,7,1,6,0.5708,6,0,6,0,0,0,6,4,0,0,2,0,0,0.0,11.458
optimistic,150,greedy,42,42,42,8,0,5,0.808,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,1.9
optimistic,150,greedy,42,42,42,9,2,4,0.4875,34,0,34,0,0,0,34,25,1,0,8,0,0,0.0,57.317
optimistic,150,greedy,42,42,42,10,0,5,0.3053,27,0,27,0,0,0,27,21,3,0,3,0,0,0.0,43.133
optimistic,150,greedy,42,42,42,11,0,4,0.2502,170,3,167,0,0,2,167,125,21,8,13,0,0,0.0,213.15
optimistic,150,greedy,42,42,42,12,3,6,0.3167,5,0,5,0,0,0,5,5,0,0,0,0,0,0.0,7.042
optimistic,150,greedy,42,42,42,13,3,4,0.8089,32,0,32,0,0,0,32,24,6,0,2,0,0,0.0,48.008
optimistic,150,greedy,42,42,42,14,3,4,0.6168,37,0,37,0,0,0,37,30,1,0,6,0,0,0.0,59.817
optimistic,150,greedy,42,42,42,15,0,5,0.5092,51,0,51,0,0,0,51,35,7,0,9,0,0,0.0,75.233
optimistic,150,greedy,42,42,42,16,2,6,0.5233,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,1.7
optimistic,150,greedy,42,42,42,17,2,4,0.8252,4,0,4,0,0,0,4,3,0,0,1,0,0,0.0,7.9
optimistic,150,greedy,42,42,42,18,2,5,0.8535,39,0,39,0,0,0,39,25,5,0,9,0,0,0.0,54.558
optimistic,150,greedy,42,42,42,19,3,6,0.7576,10,0,10,0,0,0,10,10,0,0,0,0,0,0.0,16.45
optimistic,150,greedy,42,42,42,20,2,4,0.4983,6,0,6,0,0,0,6,5,0,0,1,0,0,0.0,10.792
optimistic,150,greedy,42,42,42,21,2,6,0.8027,4,0,4,0,0,0,4,4,0,0,0,0,0,0.0,6.533
optimistic,150,greedy,42,42,42,22,2,4,0.549,42,0,42,0,0,0,42,31,2,0,9,0,0,0.0,66.875
optimistic,150,greedy,42,42,42,23,0,4,0.1812,15,0,15,0,0,0,15,12,0,0,3,0,0,0.0,26.35
optimistic,150,greedy,42,42,42,24,1,4,0.899,2,0,2,0,0,0,2,0,1,0,1,0,0,0.0,1.467
optimistic,150,greedy,42,42,42,25,2,6,0.6409,33,0,33,0,0,0,33,26,3,0,4,0,0,0.0,55.842
optimistic,150,greedy,42,42,42,26,3,5,0.1612,170,5,165,0,0,0,165,128,10,2,25,0,0,0.0,252.192
optimistic,150,greedy,42,42,42,27,2,4,0.399,13,0,13,0,0,0,13,9,2,0,2,0,0,0.0,20.667
optimistic,150,greedy,42,42,42,28,3,4,0.8962,29,0,29,0,0,0,29,24,2,0,3,0,0,0.0,51.483
optimistic,150,greedy,42,42,42,29,3,5,0.2195,42,0,42,0,0,0,42,30,3,0,9,0,0,0.0,69.9
optimistic,150,greedy,42,42,42,30,1,6,0.1037,23,0,23,0,0,0,23,14,5,0,4,0,0,0.0,31.642
optimistic,150,greedy,42,42,42,31,2,5,0.4794,20,0,20,0,0,0,20,15,2,0,3,0,0,0.0,31.608
optimistic,150,greedy,42,42,42,32,0,5,0.2756,11,0,11,0,0,0,11,8,1,0,2,0,0,0.0,17.558
optimistic,150,greedy,42,42,42,33,1,4,0.6703,3,0,3,0,0,0,3,3,0,0,0,0,0,0.0,5.033
optimistic,150,greedy,42,42,42,34,0,5,0.3553,6,0,6,0,0,0,6,5,0,0,1,0,0,0.0,10.325
optimistic,150,greedy,42,42,42,35,0,6,0.6129,20,0,20,0,0,0,20,13,3,0,4,0,0,0.0,26.542
optimistic,150,greedy,42,42,42,36,3,6,0.4159,5,0,5,0,0,0,5,5,0,0,0,0,0,0.0,9.833
optimistic,150,greedy,42,42,42,37,0,4,0.6312,8,0,8,0,0,0,8,6,2,0,0,0,0,0.0,12.308
optimistic,150,greedy,42,42,42,38,3,6,0.7902,17,0,17,0,0,0,17,11,4,0,2,0,0,0.0,23.075
optimistic,150,greedy,42,42,42,39,1,6,0.6455,13,0,13,0,0,0,13,10,1,0,2,0,0,0.0,20.125
