scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
balance,150,bramev,42,42,42,0,1,5,0.4162,336,151,185,69,0,0,116,71,15,0,30,0,0,0.0,182.7
balance,150,bramev,42,42,42,1,2,5,0.5004,358,117,241,231,0,0,10,6,4,0,0,0,0,0.0,9.9
balance,150,bramev,42,42,42,2,1,5,0.5899,177,64,113,102,0,0,11,9,1,0,1,0,0,0.0,17.183
balance,150,bramev,42,42,42,3,1,5,0.6484,378,151,227,153,0,0,74,44,12,0,18,0,0,0.0,109.525
balance,150,bramev,42,42,42,4,3,5,0.1826,326,116,210,119,0,0,91,55,18,0,17,1,0,0.0,129.358
balance,150,bramev,42,42,42,5,1,4,0.3887,167,74,93,75,0,0,18,8,6,0,4,0,0,0.0,22.05
balance,150,bramev,42,42,42,6,0,6,0.4743,131,31,100,96,0,0,4,4,0,0,0,0,0,0.0,5.092
balance,150,bramev,42,42,42,7,1,6,0.5246,178,67,111,94,0,0,17,9,3,0,5,0,0,0.0,29.417
balance,150,bramev,42,42,42,8,0,5,0.5129,176,42,134,124,0,0,10,7,0,0,3,0,0,0.0,17.975
balance,150,bramev,42,42,42,9,2,4,0.588,340,109,231,196,0,0,35,20,8,0,7,0,0,0.0,48.942
balance,150,bramev,42,42,42,10,0,5,0.3181,174,39,135,88,0,0,47,29,7,0,10,1,0,0.0,74.383
balance,150,bramev,42,42,42,11,0,4,0.2968,345,98,247,113,0,0,134,88,25,2,18,1,0,0.0,190.883
balance,150,bramev,42,42,42,12,3,6,0.25,392,144,248,223,0,0,25,17,4,0,4,0,0,0.0,33.875
balance,150,bramev,42,42,42,13,3,4,0.4406,159,43,116,73,0,0,43,27,8,0,8,0,0,0.0,61.242
balance,150,bramev,42,42,42,14,3,4,0.3662,332,124,208,166,0,0,42,27,4,0,11,0,0,0.0,69.892
balance,150,bramev,42,42,42,15,0,5,0.3971,161,40,121,83,0,0,38,24,6,0,7,1,0,0.0,50.725
balance,150,bramev,42,42,42,16,2,6,0.6019,149,54,95,91,0,0,4,1,2,0,1,0,0,0.0,2.117
balance,150,bramev,42,42,42,17,2,4,0.7189,213,58,155,144,0,0,11,6,3,0,2,0,0,0.0,16.008
balance,150,bramev,42,42,42,18,2,5,0.7299,223,73,150,106,0,0,44,25,10,0,9,0,0,0.0,58.033
balance,150,bramev,42,42,42,19,3,6,0.4208,151,51,100,89,0,0,11,8,3,0,0,0,0,0.0,13.417
balance,150,bramev,42,42,42,20,2,4,0.5922,247,73,174,171,0,0,3,1,1,0,1,0,0,0.0,3.292
balance,150,bramev,42,42,42,21,2,6,0.7102,104,29,75,69,0,0,6,3,3,0,0,0,0,0.0,5.017
balance,150,bramev,42,42,42,22,2,4,0.6119,310,104,206,131,0,0,75,37,18,0,17,3,0,0.0,92.508
balance,150,bramev,42,42,42,23,0,4,0.27,182,48,134,97,0,0,37,22,11,0,4,0,0,0.0,46.892
balance,150,bramev,42,42,42,24,1,4,0.6518,368,132,236,224,0,0,12,8,3,0,1,0,0,0.0,16.725
balance,150,bramev,42,42,42,25,2,6,0.6475,319,118,201,140,0,0,61,30,13,0,17,1,0,0.0,81.567
balance,150,bramev,42,42,42,26,3,5,0.1897,353,140,213,87,0,0,126,77,27,0,22,0,0,0.0,176.125
balance,150,bramev,42,42,42,27,2,4,0.5537,171,58,113,102,0,0,11,5,4,0,2,0,0,0.0,12.667
balance,150,bramev,42,42,42,28,3,4,0.4744,317,121,196,164,0,0,32,19,3,0,10,0,0,0.0,50.042
balance,150,bramev,42,42,42,29,3,5,0.2123,328,127,201,130,0,0,71,40,13,1,17,0,0,0.0,95.8
balance,150,bramev,42,42,42,30,1,6,0.3437,349,120,229,151,0,0,78,44,17,0,16,1,0,0.0,108.467
balance,150,bramev,42,42,42,31,2,5,0.5849,182,54,128,101,0,0,27,18,3,0,6,0,0,0.0,43.158
balance,150,bramev,42,42,42,32,0,5,0.3066,72,16,56,46,0,0,10,9,1,0,0,0,0,0.0,15.258
balance,150,bramev,42,42,42,33,1,4,0.5632,78,31,47,41,0,0,6,4,1,0,1,0,0,0.0,10.15
balance,150,bramev,42,42,42,34,0,5,0.3375,82,22,60,57,0,0,3,2,0,0,1,0,0,0.0,8.1
balance,150,bramev,42,42,42,35,0,6,0.4372,169,42,127,91,0,0,36,27,7,0,2,0,0,0.0,53.008
balance,150,bramev,42,42,42,36,3,6,0.2884,198,76,122,112,0,0,10,8,1,0,0,1,0,0.0,14.933
balance,150,bramev,42,42,42,37,0,4,0.4443,367,97,270,236,0,0,34,19,9,0,5,1,0,0.0,41.025
balance,150,bramev,42,42,42,38,3,6,0.4334,419,157,262,246,0,0,16,9,5,0,2,0,0,0.0,20.183
balance,150,bramev,42,42,42,39,1,6,0.5536,168,59,109,83,0,0,26,18,3,0,5,0,0,0.0,42.3
