scenario,nb_cars,method,seed,world_seed,grid_seed,society_id,station_id,update_step,alpha
optimistic,150,bramev,42,42,42,0,6,0,0.708626
optimistic,150,bramev,42,42,42,0,6,1,0.662787
optimistic,150,bramev,42,42,42,0,6,2,0.654168
optimistic,150,bramev,42,42,42,0,6,3,0.617039
optimistic,150,bramev,42,42,42,0,6,4,0.610057
optimistic,150,bramev,42,42,42,0,6,5,0.596974
optimistic,150,bramev,42,42,42,0,6,6,0.569907
optimistic,150,bramev,42,42,42,0,6,7,0.545547
optimistic,150,bramev,42,42,42,0,6,8,0.523623
optimistic,150,bramev,42,42,42,0,6,9,0.503891
optimistic,150,bramev,42,42,42,0,8,0,0.80801
optimistic,150,bramev,42,42,42,0,8,1,0.752233
optimistic,150,bramev,42,42,42,0,8,2,0.734669
optimistic,150,bramev,42,42,42,0,8,3,0.68949
optimistic,150,bramev,42,42,42,0,8,4,0.675263
optimistic,150,bramev,42,42,42,0,8,5,0.65566
optimistic,150,bramev,42,42,42,0,8,6,0.622724
optimistic,150,bramev,42,42,42,0,8,7,0.593082
optimistic,150,bramev,42,42,42,0,8,8,0.566404
optimistic,150,bramev,42,42,42,0,8,9,0.542394
optimistic,150,bramev,42,42,42,0,10,0,0.305265
optimistic,150,bramev,42,42,42,0,10,1,0.299763
optimistic,150,bramev,42,42,42,0,10,2,0.327446
optimistic,150,bramev,42,42,42,0,10,3,0.322989
optimistic,150,bramev,42,42,42,0,10,4,0.345412
optimistic,150,bramev,42,42,42,0,10,5,0.358794
optimistic,150,bramev,42,42,42,0,10,6,0.355545
optimistic,150,bramev,42,42,42,0,10,7,0.352621
optimistic,150,bramev,42,42,42,0,10,8,0.349989
optimistic,150,bramev,42,42,42,0,10,9,0.34762
optimistic,150,bramev,42,42,42,0,11,0,0.250242
optimistic,150,bramev,42,42,42,0,11,1,0.250242
optimistic,150,bramev,42,42,42,0,11,2,0.282877
optimistic,150,bramev,42,42,42,0,11,3,0.282877
optimistic,150,bramev,42,42,42,0,11,4,0.309311
optimistic,150,bramev,42,42,42,0,11,5,0.326303
optimistic,150,bramev,42,42,42,0,11,6,0.326303
optimistic,150,bramev,42,42,42,0,11,7,0.326303
optimistic,150,bramev,42,42,42,0,11,8,0.326303
optimistic,150,bramev,42,42,42,0,11,9,0.326303
optimistic,150,bramev,42,42,42,0,15,0,0.509227
optimistic,150,bramev,42,42,42,0,15,1,0.483328
optimistic,150,bramev,42,42,42,0,15,2,0.492655
optimistic,150,bramev,42,42,42,0,15,3,0.471677
optimistic,150,bramev,42,42,42,0,15,4,0.479231
optimistic,150,bramev,42,42,42,0,15,5,0.479231
optimistic,150,bramev,42,42,42,0,15,6,0.463939
