scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
balance,200,bramev,42,42,42,0,1,5,0.2581,482,213,269,103,0,0,166,95,30,1,38,2,0,0.0,249.608
balance,200,bramev,42,42,42,1,2,5,0.4986,492,173,319,294,0,0,25,13,7,0,5,0,0,0.0,32.417
balance,200,bramev,42,42,42,2,1,5,0.4317,238,105,133,126,0,0,7,6,1,0,0,0,0,0.0,10.783
balance,200,bramev,42,42,42,3,1,5,0.4902,587,264,323,216,0,0,107,70,14,0,23,0,0,0.0,151.192
balance,200,bramev,42,42,42,4,3,5,0.2034,413,149,264,137,0,0,127,82,24,0,20,1,0,0.0,189.242
balance,200,bramev,42,42,42,5,1,4,0.2305,254,103,151,119,0,0,32,18,7,0,6,0,1,0.0,44.458
balance,200,bramev,42,42,42,6,0,6,0.47,175,43,132,126,0,0,6,2,1,0,3,0,0,0.0,6.4
balance,200,bramev,42,42,42,7,1,6,0.3665,246,109,137,120,0,0,17,9,2,0,5,1,0,0.0,27.642
balance,200,bramev,42,42,42,8,0,5,0.5085,222,52,170,156,0,0,14,7,3,0,4,0,0,0.0,20.167
balance,200,bramev,42,42,42,9,2,4,0.5863,430,149,281,237,0,0,44,23,10,0,11,0,0,0.0,65.167
balance,200,bramev,42,42,42,10,0,5,0.3137,238,55,183,120,0,0,63,40,12,0,11,0,0,0.0,95.383
balance,200,bramev,42,42,42,11,0,4,0.2924,462,132,330,188,0,0,142,84,35,2,19,2,0,0.0,190.908
balance,200,bramev,42,42,42,12,3,6,0.2709,612,285,327,294,0,0,33,17,9,0,7,0,0,0.0,40.25
balance,200,bramev,42,42,42,13,3,4,0.4615,221,74,147,110,0,0,37,23,8,0,6,0,0,0.0,50.1
balance,200,bramev,42,42,42,14,3,4,0.3871,434,175,259,204,0,0,55,33,8,0,14,0,0,0.0,81.483
balance,200,bramev,42,42,42,15,0,5,0.3928,225,59,166,99,0,0,67,40,10,0,15,2,0,0.0,96.4
balance,200,bramev,42,42,42,16,2,6,0.6001,219,78,141,135,0,0,6,2,1,0,3,0,0,0.0,9.392
balance,200,bramev,42,42,42,17,2,4,0.7171,296,109,187,171,0,0,16,8,3,0,5,0,0,0.0,23.817
balance,200,bramev,42,42,42,18,2,5,0.7281,353,124,229,165,0,0,64,41,10,0,13,0,0,0.0,91.283
balance,200,bramev,42,42,42,19,3,6,0.4416,220,82,138,125,0,0,13,8,4,0,1,0,0,0.0,15.85
balance,200,bramev,42,42,42,20,2,4,0.5905,347,123,224,219,0,0,5,2,2,0,1,0,0,0.0,4.308
balance,200,bramev,42,42,42,21,2,6,0.7084,135,45,90,80,0,0,10,6,1,0,3,0,0,0.0,15.517
balance,200,bramev,42,42,42,22,2,4,0.6101,413,150,263,182,0,0,81,48,19,1,11,1,1,0.0,105.575
balance,200,bramev,42,42,42,23,0,4,0.2657,233,69,164,122,0,0,42,27,9,0,5,1,0,0.0,57.533
balance,200,bramev,42,42,42,24,1,4,0.4937,503,206,297,279,0,0,18,12,3,0,3,0,0,0.0,25.233
balance,200,bramev,42,42,42,25,2,6,0.6457,487,178,309,219,0,0,90,46,21,0,22,1,0,0.0,118.783
balance,200,bramev,42,42,42,26,3,5,0.2106,541,258,283,121,0,0,162,99,29,2,32,0,0,0.0,231.642
balance,200,bramev,42,42,42,27,2,4,0.552,246,83,163,146,0,0,17,8,7,0,2,0,0,0.0,17.233
balance,200,bramev,42,42,42,28,3,4,0.4953,411,156,255,226,0,0,29,20,3,0,6,0,0,0.0,45.383
balance,200,bramev,42,42,42,29,3,5,0.2332,480,208,272,171,0,0,101,53,20,0,28,0,0,0.0,137.225
balance,200,bramev,42,42,42,30,1,6,0.1856,464,193,271,162,0,0,109,60,22,0,24,3,0,0.0,143.983
balance,200,bramev,42,42,42,31,2,5,0.5831,274,94,180,133,0,0,47,28,7,0,11,1,0,0.0,70.183
balance,200,bramev,42,42,42,32,0,5,0.3022,112,26,86,72,0,0,14,10,2,0,2,0,0,0.0,21.925
balance,200,bramev,42,42,42,33,1,4,0.4051,116,41,75,64,0,0,11,8,1,0,2,0,0,0.0,20.825
balance,200,bramev,42,42,42,34,0,5,0.3331,99,28,71,63,0,0,8,5,2,0,1,0,0,0.0,10.583
balance,200,bramev,42,42,42,35,0,6,0.4329,250,76,174,121,0,0,53,36,10,0,7,0,0,0.0,79.633
balance,200,bramev,42,42,42,36,3,6,0.3093,256,96,160,135,0,0,25,17,4,0,3,1,0,0.0,38.167
balance,200,bramev,42,42,42,37,0,4,0.44,476,129,347,302,0,0,45,27,8,0,10,0,0,0.0,67.708
balance,200,bramev,42,42,42,38,3,6,0.4543,638,288,350,322,0,0,28,15,7,0,6,0,0,0.0,39.133
balance,200,bramev,42,42,42,39,1,6,0.3955,238,92,146,121,0,0,25,16,6,0,3,0,0,0.0,33.267
