scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,50,greedy,42,42,42,0,1,5,0.291,65,0,65,0,0,0,65,44,7,0,14,0,0,0.0,101.542
optimistic,50,greedy,42,42,42,1,2,5,0.2613,2,0,2,0,0,0,2,1,1,0,0,0,0,0.0,1.9
optimistic,50,greedy,42,42,42,2,1,5,0.7392,6,0,6,0,0,0,6,5,1,0,0,0,0,0.0,8.575
optimistic,50,greedy,42,42,42,3,1,5,0.8901,15,0,15,0,0,0,15,11,2,0,2,0,0,0.0,20.1
optimistic,50,greedy,42,42,42,4,3,5,0.1427,45,0,45,0,0,0,45,37,4,0,4,0,0,0.0,69.592
optimistic,50,greedy,42,42,42,5,1,4,0.2198,7,0,7,0,0,0,7,5,1,0,1,0,0,0.0,11.1
optimistic,50,greedy,42,42,42,6,0,6,0.7086,3,0,3,0,0,0,3,2,0,0,1,0,0,0.0,2.733
optimistic,50,greedy,42,42,42,7,1,6,0.5708,2,0,2,0,0,0,2,1,0,0,1,0,0,0.0,3.117
optimistic,50,greedy,42,42,42,8,0,5,0.808,2,0,2,0,0,0,2,1,1,0,0,0,0,0.0,1.9
optimistic,50,greedy,42,42,42,9,2,4,0.4875,8,0,8,0,0,0,8,7,0,0,1,0,0,0.0,12.025
optimistic,50,greedy,42,42,42,10,0,5,0.3053,13,0,13,0,0,0,13,11,0,0,2,0,0,0.0,22.05
optimistic,50,greedy,42,42,42,11,0,4,0.2502,57,0,57,0,0,0,57,38,7,0,12,0,0,0.0,84.342
optimistic,50,greedy,42,42,42,12,3,6,0.3167,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,2.217
optimistic,50,greedy,42,42,42,13,3,4,0.8089,6,0,6,0,0,0,6,4,2,0,0,0,0,0.0,7.158
optimistic,50,greedy,42,42,42,14,3,4,0.6168,11,0,11,0,0,0,11,9,2,0,0,0,0,0.0,12.333
optimistic,50,greedy,42,42,42,15,0,5,0.5092,19,0,19,0,0,0,19,12,3,0,4,0,0,0.0,28.925
optimistic,50,greedy,42,42,42,16,2,6,0.5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
optimistic,50,greedy,42,42,42,17,2,4,0.8252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
optimistic,50,greedy,42,42,42,18,2,5,0.8535,12,0,12,0,0,0,12,7,1,0,4,0,0,0.0,17.592
optimistic,50,greedy,42,42,42,19,3,6,0.7576,2,0,2,0,0,0,2,2,0,0,0,0,0,0.0,3.542
optimistic,50,greedy,42,42,42,20,2,4,0.4983,4,0,4,0,0,0,4,3,0,0,1,0,0,0.0,6.858
optimistic,50,greedy,42,42,42,21,2,6,0.8027,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,1.983
optimistic,50,greedy,42,42,42,22,2,4,0.549,9,0,9,0,0,0,9,9,0,0,0,0,0,0.0,16.442
optimistic,50,greedy,42,42,42,23,0,4,0.1812,16,0,16,0,0,0,16,11,1,0,4,0,0,0.0,24.3
optimistic,50,greedy,42,42,42,24,1,4,0.899,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.967
optimistic,50,greedy,42,42,42,25,2,6,0.6409,19,0,19,0,0,0,19,16,1,0,2,0,0,0.0,33.367
optimistic,50,greedy,42,42,42,26,3,5,0.1612,56,0,56,0,0,0,56,45,3,0,8,0,0,0.0,92.158
optimistic,50,greedy,42,42,42,27,2,4,0.399,5,0,5,0,0,0,5,4,0,0,1,0,0,0.0,8.383
optimistic,50,greedy,42,42,42,28,3,4,0.8962,11,0,11,0,0,0,11,7,0,0,4,0,0,0.0,20.858
optimistic,50,greedy,42,42,42,29,3,5,0.2195,4,0,4,0,0,0,4,1,3,0,0,0,0,0.0,2.333
optimistic,50,greedy,42,42,42,30,1,6,0.1037,5,0,5,0,0,0,5,1,3,0,1,0,0,0.0,3.1
optimistic,50,greedy,42,42,42,31,2,5,0.4794,3,0,3,0,0,0,3,2,0,0,1,0,0,0.0,4.575
optimistic,50,greedy,42,42,42,32,0,5,0.2756,5,0,5,0,0,0,5,3,1,0,1,0,0,0.0,6.625
optimistic,50,greedy,42,42,42,33,1,4,0.6703,3,0,3,0,0,0,3,3,0,0,0,0,0,0.0,4.533
optimistic,50,greedy,42,42,42,34,0,5,0.3553,2,0,2,0,0,0,2,1,0,0,1,0,0,0.0,3.417
optimistic,50,greedy,42,42,42,35,0,6,0.6129,6,0,6,0,0,0,6,5,0,0,1,0,0,0.0,9.992
optimistic,50,greedy,42,42,42,36,3,6,0.4159,7,0,7,0,0,0,7,7,0,0,0,0,0,0.0,12.658
optimistic,50,greedy,42,42,42,37,0,4,0.6312,3,0,3,0,0,0,3,3,0,0,0,0,0,0.0,7.117
optimistic,50,greedy,42,42,42,38,3,6,0.7902,3,0,3,0,0,0,3,2,1,0,0,0,0,0.0,3.233
optimistic,50,greedy,42,42,42,39,1,6,0.6455,3,0,3,0,0,0,3,2,0,0,1,0,0,0.0,5.242
