scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,250,bramev,42,42,42,0,1,5,0.3496,414,79,335,146,0,1,189,134,16,1,37,0,1,0.0,295.133
optimistic,250,bramev,42,42,42,1,2,5,0.5148,513,103,410,395,0,0,15,12,0,0,3,0,0,0.0,27.308
optimistic,250,bramev,42,42,42,2,1,5,0.5232,249,37,212,200,0,0,12,12,0,0,0,0,0,0.0,21.792
optimistic,250,bramev,42,42,42,3,1,5,0.5817,502,135,367,246,0,0,121,100,11,1,9,0,0,0.0,187.35
optimistic,250,bramev,42,42,42,4,3,5,0.1765,454,98,356,203,0,0,153,117,15,1,20,0,0,0.0,236.892
optimistic,250,bramev,42,42,42,5,1,4,0.322,216,43,173,147,0,0,26,21,4,0,1,0,0,0.0,40.875
optimistic,250,bramev,42,42,42,6,0,6,0.4477,193,39,154,145,0,0,9,9,0,0,0,0,0,0.0,11.517
optimistic,250,bramev,42,42,42,7,1,6,0.458,247,39,208,185,0,0,23,14,3,0,6,0,0,0.0,39.133
optimistic,250,bramev,42,42,42,8,0,5,0.4862,256,58,198,185,0,0,13,5,2,0,6,0,0,0.0,19.258
optimistic,250,bramev,42,42,42,9,2,4,0.6024,472,97,375,326,0,0,49,35,7,0,7,0,0,0.0,73.067
optimistic,250,bramev,42,42,42,10,0,5,0.2915,258,57,201,149,0,1,52,33,7,0,11,1,0,0.0,77.5
optimistic,250,bramev,42,42,42,11,0,4,0.2702,527,104,423,258,0,0,165,119,16,1,27,0,2,0.0,259.883
optimistic,250,bramev,42,42,42,12,3,6,0.2439,521,131,390,344,0,0,46,37,4,0,5,0,0,0.0,76.267
optimistic,250,bramev,42,42,42,13,3,4,0.4346,255,41,214,155,0,0,59,39,12,0,8,0,0,0.0,81.833
optimistic,250,bramev,42,42,42,14,3,4,0.3601,497,102,395,320,0,0,75,59,2,1,13,0,0,0.0,123.75
optimistic,250,bramev,42,42,42,15,0,5,0.3705,250,31,219,140,0,0,79,62,8,0,8,1,0,0.0,120.983
optimistic,250,bramev,42,42,42,16,2,6,0.6163,193,32,161,160,0,0,1,1,0,0,0,0,0,0.0,2.0
optimistic,250,bramev,42,42,42,17,2,4,0.7332,317,46,271,254,0,0,17,16,0,0,1,0,0,0.0,30.467
optimistic,250,bramev,42,42,42,18,2,5,0.7442,331,54,277,214,0,0,63,52,2,0,8,0,1,0.0,104.292
optimistic,250,bramev,42,42,42,19,3,6,0.4147,202,38,164,154,0,0,10,9,1,0,0,0,0,0.0,16.717
optimistic,250,bramev,42,42,42,20,2,4,0.6066,341,64,277,273,0,0,4,3,0,0,1,0,0,0.0,7.225
optimistic,250,bramev,42,42,42,21,2,6,0.7245,130,17,113,103,0,0,10,10,0,0,0,0,0,0.0,16.9
optimistic,250,bramev,42,42,42,22,2,4,0.6262,453,99,354,248,0,0,106,78,11,0,16,0,1,0.0,158.05
optimistic,250,bramev,42,42,42,23,0,4,0.2434,227,36,191,145,0,0,46,26,6,0,14,0,0,0.0,64.75
optimistic,250,bramev,42,42,42,24,1,4,0.5851,528,97,431,420,0,0,11,10,1,0,0,0,0,0.0,18.892
optimistic,250,bramev,42,42,42,25,2,6,0.6618,419,53,366,303,0,0,63,52,6,0,5,0,0,0.0,105.95
optimistic,250,bramev,42,42,42,26,3,5,0.1836,470,123,347,172,0,0,175,136,12,3,24,0,0,0.0,280.383
optimistic,250,bramev,42,42,42,27,2,4,0.5681,209,27,182,161,0,0,21,17,1,0,2,0,1,0.0,34.15
optimistic,250,bramev,42,42,42,28,3,4,0.4684,441,101,340,300,0,0,40,31,3,0,6,0,0,0.0,68.508
optimistic,250,bramev,42,42,42,29,3,5,0.2062,449,86,363,262,0,0,101,79,10,0,12,0,0,0.0,163.492
optimistic,250,bramev,42,42,42,30,1,6,0.277,522,145,377,235,0,0,142,97,21,0,24,0,0,0.0,214.208
optimistic,250,bramev,42,42,42,31,2,5,0.5993,245,27,218,181,0,0,37,26,5,0,6,0,0,0.0,52.808
optimistic,250,bramev,42,42,42,32,0,5,0.28,108,15,93,79,0,0,14,13,0,0,1,0,0,0.0,25.642
optimistic,250,bramev,42,42,42,33,1,4,0.4965,101,14,87,83,0,0,4,3,0,0,1,0,0,0.0,6.642
optimistic,250,bramev,42,42,42,34,0,5,0.3109,103,12,91,82,0,0,9,8,0,0,1,0,0,0.0,17.333
optimistic,250,bramev,42,42,42,35,0,6,0.4106,212,30,182,146,0,0,36,29,2,0,5,0,0,0.0,59.942
optimistic,250,bramev,42,42,42,36,3,6,0.2823,237,47,190,164,0,0,26,21,2,0,3,0,0,0.0,41.175
optimistic,250,bramev,42,42,42,37,0,4,0.4177,516,87,429,406,0,0,23,18,2,0,3,0,0,0.0,38.708
optimistic,250,bramev,42,42,42,38,3,6,0.4273,576,138,438,417,0,0,21,14,4,0,3,0,0,0.0,27.925
optimistic,250,bramev,42,42,42,39,1,6,0.4869,261,52,209,174,0,0,35,27,4,0,4,0,0,0.0,54.642
