scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,150,bramev,42,42,42,0,1,5,0.3765,250,55,195,73,0,0,122,92,5,1,24,0,0,0.0,207.058
optimistic,150,bramev,42,42,42,1,2,5,0.4294,323,62,261,249,0,0,12,9,0,0,3,0,0,0.0,20.175
optimistic,150,bramev,42,42,42,2,1,5,0.5502,156,35,121,112,0,0,9,8,0,0,1,0,0,0.0,13.925
optimistic,150,bramev,42,42,42,3,1,5,0.6086,314,90,224,166,0,0,58,41,8,0,9,0,0,0.0,85.45
optimistic,150,bramev,42,42,42,4,3,5,0.1974,288,68,220,113,0,0,107,79,12,0,16,0,0,0.0,163.217
optimistic,150,bramev,42,42,42,5,1,4,0.349,134,30,104,90,0,0,14,8,6,0,0,0,0,0.0,14.175
optimistic,150,bramev,42,42,42,6,0,6,0.5039,138,31,107,100,0,0,7,7,0,0,0,0,0,0.0,12.158
optimistic,150,bramev,42,42,42,7,1,6,0.4849,153,35,118,104,0,0,14,9,1,0,4,0,0,0.0,25.458
optimistic,150,bramev,42,42,42,8,0,5,0.5424,159,40,119,109,0,0,10,8,0,0,2,0,0,0.0,17.275
optimistic,150,bramev,42,42,42,9,2,4,0.517,297,56,241,212,0,0,29,20,2,0,7,0,0,0.0,47.575
optimistic,150,bramev,42,42,42,10,0,5,0.3476,155,37,118,91,0,0,27,23,1,0,3,0,0,0.0,46.15
optimistic,150,bramev,42,42,42,11,0,4,0.3263,319,81,238,126,0,0,112,83,15,1,13,0,0,0.0,169.475
optimistic,150,bramev,42,42,42,12,3,6,0.2648,324,87,237,221,0,0,16,13,1,0,2,0,0,0.0,24.708
optimistic,150,bramev,42,42,42,13,3,4,0.4555,152,26,126,96,0,0,30,25,5,0,0,0,0,0.0,44.383
optimistic,150,bramev,42,42,42,14,3,4,0.381,289,81,208,169,0,0,39,30,2,0,7,0,0,0.0,67.208
optimistic,150,bramev,42,42,42,15,0,5,0.4266,163,24,139,80,0,0,59,42,7,0,10,0,0,0.0,95.158
optimistic,150,bramev,42,42,42,16,2,6,0.5309,131,19,112,109,0,0,3,0,0,0,3,0,0,0.0,6.967
optimistic,150,bramev,42,42,42,17,2,4,0.6478,211,42,169,162,0,0,7,6,1,0,0,0,0,0.0,10.458
optimistic,150,bramev,42,42,42,18,2,5,0.6588,189,43,146,118,0,0,28,21,1,0,5,0,1,0.0,44.65
optimistic,150,bramev,42,42,42,19,3,6,0.4356,129,37,92,81,0,0,11,10,0,0,1,0,0,0.0,18.425
optimistic,150,bramev,42,42,42,20,2,4,0.5212,223,31,192,187,0,0,5,4,0,0,1,0,0,0.0,8.958
optimistic,150,bramev,42,42,42,21,2,6,0.6391,90,9,81,75,0,0,6,5,1,0,0,0,0,0.0,8.142
optimistic,150,bramev,42,42,42,22,2,4,0.5408,281,58,223,163,0,0,60,47,6,0,7,0,0,0.0,90.958
optimistic,150,bramev,42,42,42,23,0,4,0.2995,148,19,129,103,0,0,26,21,3,0,2,0,0,0.0,39.433
optimistic,150,bramev,42,42,42,24,1,4,0.6121,329,75,254,248,0,0,6,4,2,0,0,0,0,0.0,6.583
optimistic,150,bramev,42,42,42,25,2,6,0.5764,252,40,212,168,0,0,44,37,3,0,4,0,0,0.0,73.617
optimistic,150,bramev,42,42,42,26,3,5,0.2045,295,80,215,83,0,0,132,108,12,1,11,0,0,0.0,205.567
optimistic,150,bramev,42,42,42,27,2,4,0.4827,134,23,111,103,0,0,8,5,2,0,1,0,0,0.0,9.942
optimistic,150,bramev,42,42,42,28,3,4,0.4893,288,79,209,181,0,0,28,20,1,0,7,0,0,0.0,47.35
optimistic,150,bramev,42,42,42,29,3,5,0.2271,264,68,196,147,0,0,49,34,3,0,12,0,0,0.0,79.125
optimistic,150,bramev,42,42,42,30,1,6,0.304,321,79,242,178,0,0,64,43,9,0,12,0,0,0.0,98.117
optimistic,150,bramev,42,42,42,31,2,5,0.5139,155,23,132,109,0,0,23,15,2,0,6,0,0,0.0,36.158
optimistic,150,bramev,42,42,42,32,0,5,0.3361,76,11,65,55,0,0,10,6,1,0,3,0,0,0.0,17.758
optimistic,150,bramev,42,42,42,33,1,4,0.5235,70,13,57,49,0,0,8,6,0,0,2,0,0,0.0,15.242
optimistic,150,bramev,42,42,42,34,0,5,0.367,72,7,65,61,0,0,4,1,1,0,2,0,0,0.0,5.367
optimistic,150,bramev,42,42,42,35,0,6,0.4668,134,16,118,93,0,0,25,21,2,0,2,0,0,0.0,38.917
optimistic,150,bramev,42,42,42,36,3,6,0.3032,159,44,115,104,0,0,11,10,0,0,1,0,0,0.0,19.858
optimistic,150,bramev,42,42,42,37,0,4,0.4739,321,47,274,267,0,0,7,7,0,0,0,0,0,0.0,12.692
optimistic,150,bramev,42,42,42,38,3,6,0.4482,358,98,260,246,0,0,14,11,2,0,1,0,0,0.0,20.492
optimistic,150,bramev,42,42,42,39,1,6,0.5139,165,35,130,112,0,0,18,14,1,0,3,0,0,0.0,29.042
