scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
pessimistic,150,greedy,42,42,42,0,1,5,0.291,279,3,276,0,0,0,276,127,45,16,85,2,1,0.0,362.483
pessimistic,150,greedy,42,42,42,1,2,5,0.2613,5,0,5,0,0,0,5,2,1,0,2,0,0,0.0,7.033
pessimistic,150,greedy,42,42,42,2,1,5,0.7392,13,0,13,0,0,0,13,8,3,0,1,1,0,0.0,14.4
pessimistic,150,greedy,42,42,42,3,1,5,0.8901,76,0,76,0,0,0,76,28,21,0,25,1,1,0.0,95.1
pessimistic,150,greedy,42,42,42,4,3,5,0.1427,248,11,237,0,0,0,237,107,41,18,67,4,0,0.0,327.45
pessimistic,150,greedy,42,42,42,5,1,4,0.2198,25,0,25,0,0,0,25,11,6,0,8,0,0,0.0,34.9
pessimistic,150,greedy,42,42,42,6,0,6,0.7086,5,0,5,0,0,0,5,2,2,0,1,0,0,0.0,3.758
pessimistic,150,greedy,42,42,42,7,1,6,0.5708,7,0,7,0,0,0,7,4,1,0,2,0,0,0.0,8.75
pessimistic,150,greedy,42,42,42,8,0,5,0.808,8,0,8,0,0,0,8,1,3,0,4,0,0,0.0,10.383
pessimistic,150,greedy,42,42,42,9,2,4,0.4875,51,0,51,0,0,0,51,25,9,0,17,0,0,0.0,78.017
pessimistic,150,greedy,42,42,42,10,0,5,0.3053,46,0,46,0,0,0,46,19,11,0,15,1,0,0.0,60.483
pessimistic,150,greedy,42,42,42,11,0,4,0.2502,293,39,254,0,0,1,254,94,64,24,68,4,0,0.0,273.992
pessimistic,150,greedy,42,42,42,12,3,6,0.3167,12,0,12,0,0,0,12,5,3,0,4,0,0,0.0,15.242
pessimistic,150,greedy,42,42,42,13,3,4,0.8089,50,0,50,0,0,0,50,20,10,0,18,1,1,0.0,63.908
pessimistic,150,greedy,42,42,42,14,3,4,0.6168,48,0,48,0,0,0,48,25,7,0,15,1,0,0.0,74.3
pessimistic,150,greedy,42,42,42,15,0,5,0.5092,79,0,79,0,0,0,79,29,16,0,32,2,0,0.0,114.433
pessimistic,150,greedy,42,42,42,16,2,6,0.5233,9,0,9,0,0,0,9,4,3,0,2,0,0,0.0,12.442
pessimistic,150,greedy,42,42,42,17,2,4,0.8252,8,0,8,0,0,0,8,3,3,0,2,0,0,0.0,9.092
pessimistic,150,greedy,42,42,42,18,2,5,0.8535,66,0,66,0,0,0,66,22,18,0,26,0,0,0.0,85.042
pessimistic,150,greedy,42,42,42,19,3,6,0.7576,10,0,10,0,0,0,10,4,2,0,3,1,0,0.0,12.792
pessimistic,150,greedy,42,42,42,20,2,4,0.4983,4,0,4,0,0,0,4,1,1,0,2,0,0,0.0,5.267
pessimistic,150,greedy,42,42,42,21,2,6,0.8027,7,0,7,0,0,0,7,2,2,0,3,0,0,0.0,8.042
pessimistic,150,greedy,42,42,42,22,2,4,0.549,49,0,49,0,0,0,49,16,13,0,17,3,0,0.0,57.617
pessimistic,150,greedy,42,42,42,23,0,4,0.1812,34,0,34,0,0,0,34,13,7,0,13,1,0,0.0,43.975
pessimistic,150,greedy,42,42,42,24,1,4,0.899,1,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0
pessimistic,150,greedy,42,42,42,25,2,6,0.6409,53,0,53,0,0,0,53,23,10,0,20,0,0,0.0,80.425
pessimistic,150,greedy,42,42,42,26,3,5,0.1612,286,15,271,0,0,0,271,119,66,11,70,5,0,0.0,297.492
pessimistic,150,greedy,42,42,42,27,2,4,0.399,18,0,18,0,0,0,18,5,6,0,7,0,0,0.0,21.25
pessimistic,150,greedy,42,42,42,28,3,4,0.8962,43,0,43,0,0,0,43,14,10,0,17,1,1,0.0,60.25
pessimistic,150,greedy,42,42,42,29,3,5,0.2195,53,0,53,0,0,0,53,17,14,0,22,0,0,0.0,73.292
pessimistic,150,greedy,42,42,42,30,1,6,0.1037,37,0,37,0,0,0,37,13,14,0,10,0,0,0.0,40.333
pessimistic,150,greedy,42,42,42,31,2,5,0.4794,41,0,41,0,0,0,41,17,8,0,16,0,0,0.0,63.058
pessimistic,150,greedy,42,42,42,32,0,5,0.2756,21,0,21,0,0,0,21,9,4,0,8,0,0,0.0,31.283
pessimistic,150,greedy,42,42,42,33,1,4,0.6703,6,0,6,0,0,0,6,4,0,0,2,0,0,0.0,10.075
pessimistic,150,greedy,42,42,42,34,0,5,0.3553,5,0,5,0,0,0,5,4,1,0,0,0,0,0.0,6.242
pessimistic,150,greedy,42,42,42,35,0,6,0.6129,23,0,23,0,0,0,23,11,7,0,5,0,0,0.0,30.05
pessimistic,150,greedy,42,42,42,36,3,6,0.4159,20,0,20,0,0,0,20,11,3,0,6,0,0,0.0,31.908
pessimistic,150,greedy,42,42,42,37,0,4,0.6312,12,0,12,0,0,0,12,3,5,0,3,1,0,0.0,11.267
pessimistic,150,greedy,42,42,42,38,3,6,0.7902,14,0,14,0,0,0,14,5,1,0,8,0,0,0.0,22.875
pessimistic,150,greedy,42,42,42,39,1,6,0.6455,19,0,19,0,0,0,19,5,6,0,8,0,0,0.0,22.892
