scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,250,greedy,42,42,42,0,1,5,0.291,328,28,300,0,0,0,300,219,22,25,33,1,0,0.0,352.608
optimistic,250,greedy,42,42,42,1,2,5,0.2613,10,0,10,0,0,0,10,9,0,0,1,0,0,0.0,15.908
optimistic,250,greedy,42,42,42,2,1,5,0.7392,18,0,18,0,0,0,18,12,1,0,5,0,0,0.0,29.117
optimistic,250,greedy,42,42,42,3,1,5,0.8901,78,0,78,0,0,0,78,59,9,0,10,0,0,0.0,109.517
optimistic,250,greedy,42,42,42,4,3,5,0.1427,279,24,255,0,0,0,255,194,24,9,27,1,0,0.0,320.658
optimistic,250,greedy,42,42,42,5,1,4,0.2198,26,0,26,0,0,0,26,20,4,0,2,0,0,0.0,38.767
optimistic,250,greedy,42,42,42,6,0,6,0.7086,8,0,8,0,0,0,8,6,1,0,1,0,0,0.0,10.383
optimistic,250,greedy,42,42,42,7,1,6,0.5708,13,0,13,0,0,0,13,10,1,0,2,0,0,0.0,19.633
optimistic,250,greedy,42,42,42,8,0,5,0.808,2,0,2,0,0,0,2,1,1,0,0,0,0,0.0,1.917
optimistic,250,greedy,42,42,42,9,2,4,0.4875,60,0,60,0,0,0,60,50,4,0,6,0,0,0.0,98.983
optimistic,250,greedy,42,42,42,10,0,5,0.3053,72,0,72,0,0,0,72,52,10,0,9,1,0,0.0,104.242
optimistic,250,greedy,42,42,42,11,0,4,0.2502,373,86,287,0,0,3,287,211,33,30,13,0,0,0.0,270.042
optimistic,250,greedy,42,42,42,12,3,6,0.3167,11,0,11,0,0,0,11,8,2,0,1,0,0,0.0,13.575
optimistic,250,greedy,42,42,42,13,3,4,0.8089,71,0,71,0,0,1,71,55,5,0,11,0,0,0.0,110.733
optimistic,250,greedy,42,42,42,14,3,4,0.6168,48,0,48,0,0,0,48,42,1,0,5,0,0,0.0,83.883
optimistic,250,greedy,42,42,42,15,0,5,0.5092,100,0,100,0,0,0,100,69,14,1,15,0,1,0.0,150.458
optimistic,250,greedy,42,42,42,16,2,6,0.5233,2,0,2,0,0,0,2,0,0,0,2,0,0,0.0,3.9
optimistic,250,greedy,42,42,42,17,2,4,0.8252,8,0,8,0,0,0,8,6,1,0,1,0,0,0.0,13.267
optimistic,250,greedy,42,42,42,18,2,5,0.8535,68,0,68,0,0,0,68,53,4,0,11,0,0,0.0,108.25
optimistic,250,greedy,42,42,42,19,3,6,0.7576,16,0,16,0,0,0,16,12,1,0,3,0,0,0.0,24.975
optimistic,250,greedy,42,42,42,20,2,4,0.4983,4,0,4,0,0,0,4,3,0,0,1,0,0,0.0,6.867
optimistic,250,greedy,42,42,42,21,2,6,0.8027,9,0,9,0,0,0,9,8,1,0,0,0,0,0.0,11.6
optimistic,250,greedy,42,42,42,22,2,4,0.549,67,0,67,0,0,0,67,54,4,1,8,0,0,0.0,98.525
optimistic,250,greedy,42,42,42,23,0,4,0.1812,51,0,51,0,0,0,51,35,5,0,11,0,0,0.0,79.833
optimistic,250,greedy,42,42,42,24,1,4,0.899,3,0,3,0,0,0,3,2,1,0,0,0,0,0.0,3.575
optimistic,250,greedy,42,42,42,25,2,6,0.6409,58,0,58,0,0,0,58,48,6,0,4,0,0,0.0,92.492
optimistic,250,greedy,42,42,42,26,3,5,0.1612,368,54,314,0,0,2,314,242,29,17,26,0,0,0.0,350.458
optimistic,250,greedy,42,42,42,27,2,4,0.399,26,0,26,0,0,0,26,20,2,0,4,0,0,0.0,42.2
optimistic,250,greedy,42,42,42,28,3,4,0.8962,69,0,69,0,0,0,69,50,8,0,11,0,0,0.0,104.733
optimistic,250,greedy,42,42,42,29,3,5,0.2195,71,0,71,0,0,0,71,47,6,0,18,0,0,0.0,115.417
optimistic,250,greedy,42,42,42,30,1,6,0.1037,30,0,30,0,0,0,30,20,5,0,4,0,1,0.0,39.958
optimistic,250,greedy,42,42,42,31,2,5,0.4794,50,0,50,0,0,0,50,41,4,0,5,0,0,0.0,79.4
optimistic,250,greedy,42,42,42,32,0,5,0.2756,21,0,21,0,0,0,21,13,5,0,3,0,0,0.0,26.267
optimistic,250,greedy,42,42,42,33,1,4,0.6703,13,0,13,0,0,0,13,12,1,0,0,0,0,0.0,23.317
optimistic,250,greedy,42,42,42,34,0,5,0.3553,12,0,12,0,0,0,12,9,0,0,3,0,0,0.0,21.117
optimistic,250,greedy,42,42,42,35,0,6,0.6129,32,0,32,0,0,0,32,24,0,0,8,0,0,0.0,58.15
optimistic,250,greedy,42,42,42,36,3,6,0.4159,21,0,21,0,0,0,21,17,4,0,0,0,0,0.0,31.325
optimistic,250,greedy,42,42,42,37,0,4,0.6312,13,0,13,0,0,0,13,9,0,0,3,0,1,0.0,21.033
optimistic,250,greedy,42,42,42,38,3,6,0.7902,13,0,13,0,0,0,13,9,1,0,3,0,0,0.0,20.25
optimistic,250,greedy,42,42,42,39,1,6,0.6455,19,0,19,0,0,0,19,17,1,0,1,0,0,0.0,33.183
