scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
pessimistic,200,bramev,42,42,42,0,1,5,0.5859,1104,868,236,81,0,0,155,75,26,0,53,1,0,0.0,237.0
pessimistic,200,bramev,42,42,42,1,2,5,0.5145,1327,1002,325,306,0,0,19,8,4,0,7,0,0,0.0,28.542
pessimistic,200,bramev,42,42,42,2,1,5,0.7596,523,389,134,115,0,0,19,5,6,0,8,0,0,0.0,25.758
pessimistic,200,bramev,42,42,42,3,1,5,0.8181,1221,957,264,128,0,0,136,61,29,0,45,1,0,0.0,183.9
pessimistic,200,bramev,42,42,42,4,3,5,0.1992,1226,975,251,128,0,0,123,55,26,1,38,3,0,0.0,171.117
pessimistic,200,bramev,42,42,42,5,1,4,0.5584,580,454,126,97,0,0,29,12,9,0,7,0,1,0.0,32.583
pessimistic,200,bramev,42,42,42,6,0,6,0.5296,461,338,123,121,0,0,2,0,0,0,2,0,0,0.0,3.583
pessimistic,200,bramev,42,42,42,7,1,6,0.6944,526,394,132,110,0,0,22,8,6,0,8,0,0,0.0,31.875
pessimistic,200,bramev,42,42,42,8,0,5,0.5681,575,420,155,134,0,0,21,11,1,0,9,0,0,0.0,41.217
pessimistic,200,bramev,42,42,42,9,2,4,0.6021,1247,940,307,248,0,0,59,23,9,0,27,0,0,0.0,92.133
pessimistic,200,bramev,42,42,42,10,0,5,0.3733,553,398,155,103,0,0,52,22,13,0,16,1,0,0.0,73.542
pessimistic,200,bramev,42,42,42,11,0,4,0.352,1327,994,333,185,0,0,148,61,35,3,48,1,0,0.0,207.108
pessimistic,200,bramev,42,42,42,12,3,6,0.2666,1267,1033,234,209,0,0,25,6,8,0,10,1,0,0.0,31.858
pessimistic,200,bramev,42,42,42,13,3,4,0.4573,575,442,133,91,0,0,42,11,11,0,18,2,0,0.0,56.967
pessimistic,200,bramev,42,42,42,14,3,4,0.3829,1245,1002,243,168,0,0,75,29,24,2,20,0,0,0.0,86.108
pessimistic,200,bramev,42,42,42,15,0,5,0.4524,593,455,138,76,0,0,62,21,17,0,22,2,0,0.0,83.467
pessimistic,200,bramev,42,42,42,16,2,6,0.616,456,329,127,122,0,0,5,3,2,0,0,0,0,0.0,4.317
pessimistic,200,bramev,42,42,42,17,2,4,0.733,748,544,204,146,0,0,58,27,13,0,17,1,0,0.0,80.75
pessimistic,200,bramev,42,42,42,18,2,5,0.7439,668,491,177,112,0,0,65,27,14,0,23,1,0,0.0,90.008
pessimistic,200,bramev,42,42,42,19,3,6,0.4374,473,376,97,87,0,0,10,4,2,0,4,0,0,0.0,17.025
pessimistic,200,bramev,42,42,42,20,2,4,0.6063,806,584,222,215,0,0,7,3,1,0,3,0,0,0.0,10.642
pessimistic,200,bramev,42,42,42,21,2,6,0.7242,309,218,91,79,0,0,12,9,2,0,1,0,0,0.0,18.308
pessimistic,200,bramev,42,42,42,22,2,4,0.6259,1213,932,281,166,0,0,115,46,22,0,47,0,0,0.0,173.125
pessimistic,200,bramev,42,42,42,23,0,4,0.3253,523,387,136,92,0,0,44,18,8,0,18,0,0,0.0,65.217
pessimistic,200,bramev,42,42,42,24,1,4,0.8215,1351,1019,332,271,0,0,61,25,16,0,19,1,0,0.0,83.483
pessimistic,200,bramev,42,42,42,25,2,6,0.6615,1117,819,298,192,0,0,106,40,22,0,43,1,0,0.0,147.142
pessimistic,200,bramev,42,42,42,26,3,5,0.2064,1172,957,215,98,0,0,117,47,27,1,41,1,0,0.0,153.05
pessimistic,200,bramev,42,42,42,27,2,4,0.5678,571,417,154,137,0,0,17,6,7,0,4,0,0,0.0,15.383
pessimistic,200,bramev,42,42,42,28,3,4,0.4911,1148,934,214,181,0,0,33,10,9,0,14,0,0,0.0,49.233
pessimistic,200,bramev,42,42,42,29,3,5,0.2289,1111,894,217,108,0,0,109,51,19,0,39,0,0,0.0,156.617
pessimistic,200,bramev,42,42,42,30,1,6,0.5134,1347,1060,287,148,0,0,139,59,27,0,52,1,0,0.0,207.667
pessimistic,200,bramev,42,42,42,31,2,5,0.599,578,412,166,118,0,0,48,19,13,0,16,0,0,0.0,62.408
pessimistic,200,bramev,42,42,42,32,0,5,0.3618,225,177,48,37,0,0,11,3,5,0,3,0,0,0.0,11.217
pessimistic,200,bramev,42,42,42,33,1,4,0.7329,245,194,51,45,0,0,6,3,1,0,2,0,0,0.0,9.492
pessimistic,200,bramev,42,42,42,34,0,5,0.3927,258,205,53,50,0,0,3,0,1,0,2,0,0,0.0,4.625
pessimistic,200,bramev,42,42,42,35,0,6,0.4925,579,400,179,98,0,0,81,30,24,0,26,1,0,0.0,99.983
pessimistic,200,bramev,42,42,42,36,3,6,0.305,555,434,121,109,0,0,12,8,3,0,1,0,0,0.0,18.583
pessimistic,200,bramev,42,42,42,37,0,4,0.4996,1353,1031,322,251,0,0,71,31,14,0,24,2,0,0.0,105.508
pessimistic,200,bramev,42,42,42,38,3,6,0.4501,1361,1106,255,231,0,0,24,8,4,0,11,1,0,0.0,34.4
pessimistic,200,bramev,42,42,42,39,1,6,0.7233,586,438,148,107,0,0,41,12,15,0,14,0,0,0.0,45.067
