scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
pessimistic,250,bramev,42,42,42,0,1,5,0.294,1342,1046,296,125,0,0,171,84,43,4,40,0,0,0.0,218.7
pessimistic,250,bramev,42,42,42,1,2,5,0.4676,1405,1085,320,296,0,0,24,12,4,0,8,0,0,0.0,34.533
pessimistic,250,bramev,42,42,42,2,1,5,0.4677,619,473,146,129,0,0,17,4,6,0,7,0,0,0.0,20.925
pessimistic,250,bramev,42,42,42,3,1,5,0.5262,1531,1202,329,168,0,0,161,66,38,4,51,2,0,0.0,217.067
pessimistic,250,bramev,42,42,42,4,3,5,0.2328,1283,978,305,150,0,0,155,74,32,2,45,2,0,0.0,222.458
pessimistic,250,bramev,42,42,42,5,1,4,0.2665,676,530,146,113,0,0,33,14,9,0,10,0,0,0.0,41.4
pessimistic,250,bramev,42,42,42,6,0,6,0.5118,558,393,165,152,0,0,13,6,2,0,5,0,0,0.0,20.833
pessimistic,250,bramev,42,42,42,7,1,6,0.4025,618,475,143,117,0,0,26,9,8,0,8,1,0,0.0,33.608
pessimistic,250,bramev,42,42,42,8,0,5,0.5503,735,522,213,191,0,0,22,7,5,0,10,0,0,0.0,33.35
pessimistic,250,bramev,42,42,42,9,2,4,0.5552,1323,1014,309,250,0,0,59,17,11,0,29,2,0,0.0,80.275
pessimistic,250,bramev,42,42,42,10,0,5,0.3556,688,490,198,126,0,1,72,32,12,1,24,3,0,0.0,106.733
pessimistic,250,bramev,42,42,42,11,0,4,0.3342,1612,1186,426,230,0,0,196,90,31,9,66,0,0,0.0,302.108
pessimistic,250,bramev,42,42,42,12,3,6,0.3002,1591,1221,370,325,0,0,45,14,18,0,12,1,0,0.0,45.483
pessimistic,250,bramev,42,42,42,13,3,4,0.4909,614,458,156,100,0,0,56,19,11,0,25,1,0,0.0,85.092
pessimistic,250,bramev,42,42,42,14,3,4,0.4165,1581,1228,353,241,0,1,112,46,25,2,37,2,0,0.0,152.992
pessimistic,250,bramev,42,42,42,15,0,5,0.4346,686,479,207,126,0,0,81,33,17,0,28,3,0,0.0,112.975
pessimistic,250,bramev,42,42,42,16,2,6,0.5691,522,401,121,116,0,0,5,2,0,0,2,1,0,0.0,7.175
pessimistic,250,bramev,42,42,42,17,2,4,0.6861,953,689,264,211,0,0,53,22,9,1,21,0,0,0.0,79.183
pessimistic,250,bramev,42,42,42,18,2,5,0.697,864,606,258,165,0,0,93,42,22,0,27,2,0,0.0,122.175
pessimistic,250,bramev,42,42,42,19,3,6,0.471,539,404,135,118,0,0,17,9,4,0,4,0,0,0.0,25.192
pessimistic,250,bramev,42,42,42,20,2,4,0.5594,872,660,212,206,0,0,6,2,1,0,3,0,0,0.0,7.825
pessimistic,250,bramev,42,42,42,21,2,6,0.6774,364,261,103,91,0,0,12,7,3,0,2,0,0,0.0,16.883
pessimistic,250,bramev,42,42,42,22,2,4,0.579,1275,997,278,167,0,0,111,42,28,0,41,0,0,0.0,154.742
pessimistic,250,bramev,42,42,42,23,0,4,0.3075,606,439,167,107,0,0,60,23,15,0,22,0,0,0.0,82.933
pessimistic,250,bramev,42,42,42,24,1,4,0.5296,1436,1084,352,300,0,0,52,23,11,0,17,1,0,0.0,75.383
pessimistic,250,bramev,42,42,42,25,2,6,0.6147,1353,1004,349,234,0,0,115,37,27,0,48,3,0,0.0,161.842
pessimistic,250,bramev,42,42,42,26,3,5,0.24,1487,1145,342,154,0,0,188,82,40,1,64,1,0,0.0,259.667
pessimistic,250,bramev,42,42,42,27,2,4,0.5209,667,512,155,139,0,0,16,7,4,0,5,0,0,0.0,21.75
pessimistic,250,bramev,42,42,42,28,3,4,0.5247,1217,926,291,254,0,0,37,9,9,0,17,2,0,0.0,47.242
pessimistic,250,bramev,42,42,42,29,3,5,0.2625,1339,1029,310,162,0,0,148,64,28,1,54,1,0,0.0,216.167
pessimistic,250,bramev,42,42,42,30,1,6,0.2215,1630,1266,364,185,0,0,179,76,41,1,60,0,1,0.0,244.517
pessimistic,250,bramev,42,42,42,31,2,5,0.5521,701,521,180,128,0,0,52,24,16,0,12,0,0,0.0,67.625
pessimistic,250,bramev,42,42,42,32,0,5,0.3441,279,201,78,62,0,0,16,5,8,0,3,0,0,0.0,14.675
pessimistic,250,bramev,42,42,42,33,1,4,0.441,294,224,70,56,0,0,14,4,5,0,5,0,0,0.0,14.942
pessimistic,250,bramev,42,42,42,34,0,5,0.3749,307,220,87,79,0,0,8,3,3,0,2,0,0,0.0,10.025
pessimistic,250,bramev,42,42,42,35,0,6,0.4747,669,491,178,100,0,0,78,33,17,0,27,1,0,0.0,105.133
pessimistic,250,bramev,42,42,42,36,3,6,0.3386,628,461,167,146,0,0,21,11,5,0,5,0,0,0.0,31.375
pessimistic,250,bramev,42,42,42,37,0,4,0.4818,1447,1054,393,305,0,0,88,35,24,0,26,3,0,0.0,120.208
pessimistic,250,bramev,42,42,42,38,3,6,0.4837,1731,1313,418,387,0,0,31,13,3,0,15,0,0,0.0,54.308
pessimistic,250,bramev,42,42,42,39,1,6,0.4314,641,484,157,119,0,0,38,14,11,0,13,0,0,0.0,50.367
