scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
optimistic,200,bramev,42,42,42,0,1,5,0.279,358,96,262,116,0,0,146,101,13,1,31,0,0,0.0,237.642
optimistic,200,bramev,42,42,42,1,2,5,0.5127,409,73,336,319,0,0,17,13,1,0,3,0,0,0.0,27.417
optimistic,200,bramev,42,42,42,2,1,5,0.4526,195,53,142,135,0,0,7,6,1,0,0,0,0,0.0,11.808
optimistic,200,bramev,42,42,42,3,1,5,0.5111,430,122,308,206,0,0,102,76,10,1,13,0,2,0.0,150.617
optimistic,200,bramev,42,42,42,4,3,5,0.1542,373,86,287,157,0,0,130,101,7,2,18,0,2,0.0,208.583
optimistic,200,bramev,42,42,42,5,1,4,0.2514,190,51,139,128,0,0,11,8,3,0,0,0,0,0.0,14.983
optimistic,200,bramev,42,42,42,6,0,6,0.4515,165,23,142,134,0,0,8,8,0,0,0,0,0,0.0,10.717
optimistic,200,bramev,42,42,42,7,1,6,0.3874,198,55,143,123,0,0,20,14,1,0,5,0,0,0.0,35.842
optimistic,200,bramev,42,42,42,8,0,5,0.49,203,34,169,154,0,0,15,13,0,0,2,0,0,0.0,27.383
optimistic,200,bramev,42,42,42,9,2,4,0.6003,384,72,312,271,0,0,41,28,7,0,6,0,0,0.0,62.158
optimistic,200,bramev,42,42,42,10,0,5,0.2952,210,32,178,135,0,0,43,36,2,0,5,0,0,0.0,67.358
optimistic,200,bramev,42,42,42,11,0,4,0.2739,389,69,320,184,0,0,136,99,18,2,17,0,0,0.0,209.867
optimistic,200,bramev,42,42,42,12,3,6,0.2216,452,124,328,297,0,0,31,21,4,0,6,0,0,0.0,45.625
optimistic,200,bramev,42,42,42,13,3,4,0.4123,179,44,135,105,0,0,30,25,5,0,0,0,0,0.0,45.867
optimistic,200,bramev,42,42,42,14,3,4,0.3379,379,94,285,229,0,0,56,41,3,0,12,0,0,0.0,88.258
optimistic,200,bramev,42,42,42,15,0,5,0.3742,182,24,158,102,0,0,56,40,9,0,6,1,0,0.0,79.492
optimistic,200,bramev,42,42,42,16,2,6,0.6142,163,21,142,140,0,0,2,2,0,0,0,0,0,0.0,3.733
optimistic,200,bramev,42,42,42,17,2,4,0.7311,255,46,209,201,0,0,8,8,0,0,0,0,0,0.0,15.425
optimistic,200,bramev,42,42,42,18,2,5,0.7421,268,54,214,157,0,0,57,43,4,0,10,0,0,0.0,84.658
optimistic,200,bramev,42,42,42,19,3,6,0.3924,164,41,123,115,0,0,8,6,1,0,1,0,0,0.0,11.108
optimistic,200,bramev,42,42,42,20,2,4,0.6045,285,43,242,236,0,0,6,5,0,0,1,0,0,0.0,10.933
optimistic,200,bramev,42,42,42,21,2,6,0.7224,108,16,92,88,0,0,4,4,0,0,0,0,0,0.0,7.367
optimistic,200,bramev,42,42,42,22,2,4,0.6241,365,71,294,215,0,0,79,63,6,1,9,0,0,0.0,129.033
optimistic,200,bramev,42,42,42,23,0,4,0.2471,195,26,169,131,0,0,38,25,6,0,7,0,0,0.0,58.267
optimistic,200,bramev,42,42,42,24,1,4,0.5145,416,106,310,302,0,0,8,4,3,0,1,0,0,0.0,9.117
optimistic,200,bramev,42,42,42,25,2,6,0.6597,336,51,285,207,0,0,78,63,6,0,9,0,0,0.0,124.067
optimistic,200,bramev,42,42,42,26,3,5,0.1614,420,121,299,135,0,0,164,123,17,0,24,0,0,0.0,251.592
optimistic,200,bramev,42,42,42,27,2,4,0.566,178,28,150,137,0,0,13,9,2,0,2,0,0,0.0,16.708
optimistic,200,bramev,42,42,42,28,3,4,0.4461,365,83,282,245,0,0,37,23,3,0,11,0,0,0.0,65.342
optimistic,200,bramev,42,42,42,29,3,5,0.184,350,81,269,192,0,0,77,52,10,0,15,0,0,0.0,119.858
optimistic,200,bramev,42,42,42,30,1,6,0.2064,392,91,301,205,0,0,96,71,8,0,17,0,0,0.0,161.3
optimistic,200,bramev,42,42,42,31,2,5,0.5972,204,37,167,139,0,0,28,23,2,0,3,0,0,0.0,44.958
optimistic,200,bramev,42,42,42,32,0,5,0.2837,83,12,71,58,0,0,13,12,0,0,1,0,0,0.0,21.65
optimistic,200,bramev,42,42,42,33,1,4,0.426,83,16,67,61,0,0,6,5,0,0,1,0,0,0.0,12.125
optimistic,200,bramev,42,42,42,34,0,5,0.3146,83,10,73,68,0,0,5,3,0,0,2,0,0,0.0,8.2
optimistic,200,bramev,42,42,42,35,0,6,0.4144,184,26,158,123,0,0,35,29,1,0,5,0,0,0.0,60.142
optimistic,200,bramev,42,42,42,36,3,6,0.26,210,52,158,139,0,0,19,14,1,0,4,0,0,0.0,31.95
optimistic,200,bramev,42,42,42,37,0,4,0.4215,411,57,354,338,0,0,16,14,1,0,1,0,0,0.0,28.142
optimistic,200,bramev,42,42,42,38,3,6,0.4051,502,140,362,345,0,0,17,12,3,0,2,0,0,0.0,22.283
optimistic,200,bramev,42,42,42,39,1,6,0.4164,180,32,148,122,0,0,26,19,2,0,5,0,0,0.0,42.125
