scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,occupancy_rate,demand_kwh
balance,200,greedy,42,42,42,0,1,5,0.291,324,42,282,0,0,0,282,174,51,24,28,5,0,0.0,297.142
balance,200,greedy,42,42,42,1,2,5,0.2613,12,0,12,0,0,0,12,6,3,0,3,0,0,0.0,19.383
balance,200,greedy,42,42,42,2,1,5,0.7392,10,0,10,0,0,0,10,6,4,0,0,0,0,0.0,9.3
balance,200,greedy,42,42,42,3,1,5,0.8901,63,0,63,0,0,0,63,38,14,0,10,0,1,0.0,79.758
balance,200,greedy,42,42,42,4,3,5,0.1427,239,9,230,0,0,1,230,123,50,12,41,4,0,0.0,276.725
balance,200,greedy,42,42,42,5,1,4,0.2198,31,0,31,0,0,0,31,21,3,0,7,0,0,0.0,48.675
balance,200,greedy,42,42,42,6,0,6,0.7086,11,0,11,0,0,0,11,7,1,0,2,1,0,0.0,16.2
balance,200,greedy,42,42,42,7,1,6,0.5708,12,0,12,0,0,0,12,6,1,0,5,0,0,0.0,21.583
balance,200,greedy,42,42,42,8,0,5,0.808,2,0,2,0,0,0,2,1,0,0,1,0,0,0.0,2.467
balance,200,greedy,42,42,42,9,2,4,0.4875,52,0,52,0,0,0,52,31,10,0,11,0,0,0.0,74.108
balance,200,greedy,42,42,42,10,0,5,0.3053,60,0,60,0,0,0,60,41,8,0,10,1,0,0.0,97.817
balance,200,greedy,42,42,42,11,0,4,0.2502,313,52,261,0,0,2,261,154,50,24,31,2,0,0.0,260.908
balance,200,greedy,42,42,42,12,3,6,0.3167,7,0,7,0,0,0,7,5,1,0,1,0,0,0.0,9.942
balance,200,greedy,42,42,42,13,3,4,0.8089,63,0,63,0,0,1,63,39,13,1,9,1,0,0.0,84.117
balance,200,greedy,42,42,42,14,3,4,0.6168,70,0,70,0,0,0,70,40,11,0,19,0,0,0.0,106.125
balance,200,greedy,42,42,42,15,0,5,0.5092,74,0,74,0,0,0,74,47,10,1,15,1,0,0.0,109.967
balance,200,greedy,42,42,42,16,2,6,0.5233,5,0,5,0,0,0,5,2,0,0,3,0,0,0.0,8.0
balance,200,greedy,42,42,42,17,2,4,0.8252,3,0,3,0,0,0,3,1,2,0,0,0,0,0.0,2.083
balance,200,greedy,42,42,42,18,2,5,0.8535,67,0,67,0,0,0,67,30,15,0,21,1,0,0.0,90.633
balance,200,greedy,42,42,42,19,3,6,0.7576,4,0,4,0,0,0,4,2,1,0,1,0,0,0.0,4.242
balance,200,greedy,42,42,42,20,2,4,0.4983,5,0,5,0,0,0,5,2,1,0,2,0,0,0.0,8.292
balance,200,greedy,42,42,42,21,2,6,0.8027,10,0,10,0,0,0,10,7,3,0,0,0,0,0.0,11.167
balance,200,greedy,42,42,42,22,2,4,0.549,72,0,72,0,0,0,72,44,15,0,12,1,0,0.0,92.833
balance,200,greedy,42,42,42,23,0,4,0.1812,36,0,36,0,0,0,36,22,8,0,6,0,0,0.0,49.45
balance,200,greedy,42,42,42,24,1,4,0.899,5,0,5,0,0,0,5,2,0,0,3,0,0,0.0,8.292
balance,200,greedy,42,42,42,25,2,6,0.6409,72,0,72,0,0,0,72,47,16,0,8,1,0,0.0,94.258
balance,200,greedy,42,42,42,26,3,5,0.1612,272,8,264,0,0,1,264,161,54,17,30,2,0,0.0,296.367
balance,200,greedy,42,42,42,27,2,4,0.399,23,0,23,0,0,0,23,9,8,0,6,0,0,0.0,25.367
balance,200,greedy,42,42,42,28,3,4,0.8962,57,0,57,0,0,0,57,31,13,0,13,0,0,0.0,80.217
balance,200,greedy,42,42,42,29,3,5,0.2195,58,0,58,0,0,0,58,34,7,0,16,1,0,0.0,92.75
balance,200,greedy,42,42,42,30,1,6,0.1037,46,0,46,0,0,0,46,29,9,0,8,0,0,0.0,67.317
balance,200,greedy,42,42,42,31,2,5,0.4794,45,0,45,0,0,0,45,29,7,0,9,0,0,0.0,75.908
balance,200,greedy,42,42,42,32,0,5,0.2756,27,0,27,0,0,0,27,14,5,0,8,0,0,0.0,40.658
balance,200,greedy,42,42,42,33,1,4,0.6703,8,0,8,0,0,0,8,3,0,0,5,0,0,0.0,13.658
balance,200,greedy,42,42,42,34,0,5,0.3553,6,0,6,0,0,0,6,2,2,0,2,0,0,0.0,7.908
balance,200,greedy,42,42,42,35,0,6,0.6129,17,0,17,0,0,0,17,11,3,0,3,0,0,0.0,26.75
balance,200,greedy,42,42,42,36,3,6,0.4159,17,0,17,0,0,0,17,12,2,0,3,0,0,0.0,26.383
balance,200,greedy,42,42,42,37,0,4,0.6312,14,0,14,0,0,0,14,8,4,0,2,0,0,0.0,18.225
balance,200,greedy,42,42,42,38,3,6,0.7902,17,0,17,0,0,0,17,12,2,0,3,0,0,0.0,25.658
balance,200,greedy,42,42,42,39,1,6,0.6455,19,0,19,0,0,0,19,12,1,0,6,0,0,0.0,33.925
