kind,scenario,nb_cars,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
ladder,pessimistic,20,exact_satisfaction,Satisfaction exacte,up,%,1,Recherche multi-stations,greedy,multistation,0.9089,0.9089,0.0,0.0,False
ladder,pessimistic,20,needs_satisfaction,Besoins satisfaits,up,%,1,Recherche multi-stations,greedy,multistation,0.9089,0.9089,0.0,0.0,False
ladder,pessimistic,20,confirm_rate,Taux de confirmation,up,%,1,Recherche multi-stations,greedy,multistation,0.9254,0.9254,0.0,0.0,False
ladder,pessimistic,20,mean_waiting_time_min,Attente moyenne,down,min,1,Recherche multi-stations,greedy,multistation,0.0,0.0,0.0,,False
ladder,pessimistic,20,mean_travel_distance_km,Distance moyenne,down,km,1,Recherche multi-stations,greedy,multistation,0.3957,0.3957,0.0,0.0,False
ladder,pessimistic,20,rate_pres,Taux de présentation,up,%,1,Recherche multi-stations,greedy,multistation,0.371,0.371,0.0,0.0,False
ladder,pessimistic,20,rate_abs,Taux de no-show,down,%,1,Recherche multi-stations,greedy,multistation,0.1452,0.1452,0.0,0.0,False
ladder,pessimistic,20,nb_no_show,No-shows,down,,1,Recherche multi-stations,greedy,multistation,9.0,9.0,0.0,0.0,False
ladder,pessimistic,20,nb_reservations,Réservations confirmées,up,,1,Recherche multi-stations,greedy,multistation,62.0,62.0,0.0,0.0,False
ladder,pessimistic,20,mean_occupancy_rate,Taux d'occupation,up,%,1,Recherche multi-stations,greedy,multistation,0.1317,0.1317,0.0,0.0,False
ladder,pessimistic,20,mean_service_rate,Taux de service,up,%,1,Recherche multi-stations,greedy,multistation,0.0485,0.0485,0.0,0.0,False
ladder,pessimistic,20,slot_waste_rate,Slots réservés perdus,down,%,1,Recherche multi-stations,greedy,multistation,0.6236,0.6236,0.0,0.0,False
ladder,pessimistic,20,nb_rejected_request,Demandes rejetées,down,,1,Recherche multi-stations,greedy,multistation,18.0,114.0,96.0,533.3333,False
ladder,pessimistic,20,total_ms_mean,Latence bout-en-bout,down,ms,1,Recherche multi-stations,greedy,multistation,46.501,103.529,57.028,122.6382,False
ladder,pessimistic,20,wall_time_s,Temps de calcul,down,s,1,Recherche multi-stations,greedy,multistation,2.239,4.834,2.595,115.9,False
ladder,pessimistic,20,exact_satisfaction,Satisfaction exacte,up,%,2,Réputation,multistation,multistation_rep,0.9089,0.8164,-0.0925,-10.1771,False
ladder,pessimistic,20,needs_satisfaction,Besoins satisfaits,up,%,2,Réputation,multistation,multistation_rep,0.9089,0.8164,-0.0925,-10.1771,False
ladder,pessimistic,20,confirm_rate,Taux de confirmation,up,%,2,Réputation,multistation,multistation_rep,0.9254,0.2597,-0.6657,-71.9365,False
ladder,pessimistic,20,mean_waiting_time_min,Attente moyenne,down,min,2,Réputation,multistation,multistation_rep,0.0,0.0,0.0,,False
ladder,pessimistic,20,mean_travel_distance_km,Distance moyenne,down,km,2,Réputation,multistation,multistation_rep,0.3957,0.8465,0.4508,113.9247,False
ladder,pessimistic,20,rate_pres,Taux de présentation,up,%,2,Réputation,multistation,multistation_rep,0.371,0.4255,0.0545,14.69,True
ladder,pessimistic,20,rate_abs,Taux de no-show,down,%,2,Réputation,multistation,multistation_rep,0.1452,0.1064,-0.0388,-26.7218,True
ladder,pessimistic,20,nb_no_show,No-shows,down,,2,Réputation,multistation,multistation_rep,9.0,5.0,-4.0,-44.4444,True
