kind,metric,metric_label,goal,unit,step,component,from_method,to_method,nb_worlds,mean_value_from,mean_value_to,mean_delta,mean_delta_pct,nb_improved,share_improved
ladder,mean_waiting_time_min,Attente moyenne,down,min,2,Réputation,multistation,multistation_rep,2,0.252,0.192,-0.06,-23.8095,1,0.5
ladder,mean_travel_distance_km,Distance moyenne,down,km,2,Réputation,multistation,multistation_rep,2,0.4028,0.79895,0.39615,98.6189,0,0.0
ladder,rate_pres,Taux de présentation,up,%,2,Réputation,multistation,multistation_rep,2,0.3882,0.4338,0.0456,11.8714,2,1.0
ladder,rate_abs,Taux de no-show,down,%,2,Réputation,multistation,multistation_rep,2,0.1717,0.14265,-0.02905,-18.2297,2,1.0
ladder,nb_no_show,No-shows,down,,2,Réputation,multistation,multistation_rep,2,15.5,11.0,-4.5,-33.5859,2,1.0
ladder,nb_reservations,Réservations confirmées,up,,2,Réputation,multistation,multistation_rep,2,86.5,71.0,-15.5,-19.304,0,0.0
ladder,mean_occupancy_rate,Taux d'occupation,up,%,2,Réputation,multistation,multistation_rep,2,0.1823,0.145,-0.0373,-21.9707,0,0.0
ladder,mean_service_rate,Taux de service,up,%,2,Réputation,multistation,multistation_rep,2,0.0728,0.06475,-0.00805,-12.0056,0,0.0
ladder,slot_waste_rate,Slots réservés perdus,down,%,2,Réputation,multistation,multistation_rep,2,0.6004,0.54705,-0.05335,-8.811,2,1.0
ladder,nb_rejected_request,Demandes rejetées,down,,2,Réputation,multistation,multistation_rep,2,146.0,5182.0,5036.0,3496.7475,0,0.0
ladder,total_ms_mean,Latence bout-en-bout,down,ms,2,Réputation,multistation,multistation_rep,2,121.919,191.436,69.517,56.8,0,0.0
ladder,wall_time_s,Temps de calcul,down,s,2,Réputation,multistation,multistation_rep,2,7.112,23.222,16.11,241.4794,0,0.0
ladder,exact_satisfaction,Satisfaction exacte,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.80715,0.80715,0.0,0.0,0,0.0
ladder,needs_satisfaction,Besoins satisfaits,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.80805,0.80805,0.0,0.0,0,0.0
ladder,confirm_rate,Taux de confirmation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.3007,0.3007,0.0,0.0,0,0.0
ladder,mean_waiting_time_min,Attente moyenne,down,min,3,Adaptation entre stations,multistation_rep,bramev,2,0.192,0.192,0.0,0.0,0,0.0
ladder,mean_travel_distance_km,Distance moyenne,down,km,3,Adaptation entre stations,multistation_rep,bramev,2,0.79895,0.79895,0.0,0.0,0,0.0
ladder,rate_pres,Taux de présentation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.4338,0.4338,0.0,0.0,0,0.0
ladder,rate_abs,Taux de no-show,down,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.14265,0.14265,0.0,0.0,0,0.0
ladder,nb_no_show,No-shows,down,,3,Adaptation entre stations,multistation_rep,bramev,2,11.0,11.0,0.0,0.0,0,0.0
ladder,nb_reservations,Réservations confirmées,up,,3,Adaptation entre stations,multistation_rep,bramev,2,71.0,71.0,0.0,0.0,0,0.0
ladder,mean_occupancy_rate,Taux d'occupation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.145,0.145,0.0,0.0,0,0.0
ladder,mean_service_rate,Taux de service,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.06475,0.06475,0.0,0.0,0,0.0
ladder,slot_waste_rate,Slots réservés perdus,down,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.54705,0.54705,0.0,0.0,0,0.0
ladder,nb_rejected_request,Demandes rejetées,down,,3,Adaptation entre stations,multistation_rep,bramev,2,5182.0,5182.0,0.0,0.0,0,0.0
ladder,total_ms_mean,Latence bout-en-bout,down,ms,3,Adaptation entre stations,multistation_rep,bramev,2,191.436,194.473,3.037,1.4682,0,0.0
ladder,wall_time_s,Temps de calcul,down,s,3,Adaptation entre stations,multistation_rep,bramev,2,23.222,23.445,0.223,0.8563,0,0.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.80715,0.80765,0.0005,0.0621,2,1.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.80805,0.80825,0.0002,0.0245,1,0.5
variant,confirm_rate,Taux de confirmation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.3007,0.3007,0.0,0.0,0,0.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.192,0.159,-0.033,-17.1875,1,0.5
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.79895,0.92515,0.1262,15.5656,0,0.0
variant,rate_pres,Taux de présentation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.4338,0.4338,0.0,0.0,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.14265,0.14265,0.0,0.0,0,0.0
variant,nb_no_show,No-shows,down,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,11.0,11.0,0.0,0.0,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,71.0,71.0,0.0,0.0,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.145,0.14565,0.00065,0.5204,2,1.0
variant,mean_service_rate,Taux de service,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.06475,0.06565,0.0009,1.5998,2,1.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.54705,0.54645,-0.0006,-0.1097,2,1.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,5182.0,5232.5,50.5,1.0021,0,0.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,194.473,210.559,16.086,9.4882,0,0.0
variant,wall_time_s,Temps de calcul,down,s,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,23.445,23.7355,0.2905,1.5424,0,0.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.80715,0.53455,-0.2726,-33.7942,0,0.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.80805,0.5352,-0.27285,-33.7854,0,0.0
variant,confirm_rate,Taux de confirmation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.3007,0.0639,-0.2368,-78.3008,0,0.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Réputation par société,bramev,bramev_global_rep,2,0.192,0.105,-0.087,-45.3125,1,0.5
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Réputation par société,bramev,bramev_global_rep,2,0.79895,0.496,-0.30295,-37.7883,2,1.0
variant,rate_pres,Taux de présentation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.4338,0.36205,-0.07175,-16.5854,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Réputation par société,bramev,bramev_global_rep,2,0.14265,0.18105,0.0384,34.0335,0,0.0
variant,nb_no_show,No-shows,down,,0,Réputation par société,bramev,bramev_global_rep,2,11.0,8.0,-3.0,-17.6471,1,0.5
variant,nb_reservations,Réservations confirmées,up,,0,Réputation par société,bramev,bramev_global_rep,2,71.0,43.5,-27.5,-38.6227,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.145,0.08885,-0.05615,-38.5061,0,0.0
variant,mean_service_rate,Taux de service,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.06475,0.0342,-0.03055,-47.1261,0,0.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Réputation par société,bramev,bramev_global_rep,2,0.54705,0.60015,0.0531,9.7154,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Réputation par société,bramev,bramev_global_rep,2,5182.0,20975.0,15793.0,292.1974,0,0.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Réputation par société,bramev,bramev_global_rep,2,194.473,340.406,145.933,70.784,0,0.0
variant,wall_time_s,Temps de calcul,down,s,0,Réputation par société,bramev,bramev_global_rep,2,23.445,71.8095,48.3645,198.1488,0,0.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.80715,0.88265,0.0755,9.3318,2,1.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.80805,0.88385,0.0758,9.361,2,1.0
variant,confirm_rate,Taux de confirmation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.3007,0.93355,0.63285,215.9634,2,1.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.192,0.276,0.084,43.75,0,0.0
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.79895,0.4969,-0.30205,-37.5632,2,1.0
variant,rate_pres,Taux de présentation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.4338,0.39345,-0.04035,-9.3674,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.14265,0.16995,0.0273,22.6489,0,0.0
variant,nb_no_show,No-shows,down,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,11.0,15.5,4.5,54.7059,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,71.0,87.5,16.5,25.4311,2,1.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.145,0.18025,0.03525,27.2501,2,1.0
variant,mean_service_rate,Taux de service,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.06475,0.07205,0.0073,12.7186,2,1.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.54705,0.59925,0.0522,9.5,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,5182.0,173.0,-5009.0,-96.6556,2,1.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Score proportionnel à la durée,bramev,bramev_event_score,2,194.473,112.3275,-82.1455,-41.9383,2,1.0
variant,wall_time_s,Temps de calcul,down,s,0,Score proportionnel à la durée,bramev,bramev_event_score,2,23.445,6.5595,-16.8855,-72.6013,2,1.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.80715,0.80675,-0.0004,-0.0502,0,0.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.80805,0.8077,-0.00035,-0.0437,0,0.0
variant,confirm_rate,Taux de confirmation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.3007,0.3007,0.0,0.0,0,0.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.192,0.225,0.033,17.1875,0,0.0
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.79895,0.78795,-0.011,-1.464,1,0.5
variant,rate_pres,Taux de présentation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.4338,0.4338,0.0,0.0,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.14265,0.14265,0.0,0.0,0,0.0
variant,nb_no_show,No-shows,down,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,11.0,11.0,0.0,0.0,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,71.0,71.0,0.0,0.0,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.145,0.1447,-0.0003,-0.1543,0,0.0
variant,mean_service_rate,Taux de service,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.06475,0.0647,-5e-05,-0.0567,0,0.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.54705,0.5471,5e-05,0.0093,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,5182.0,5156.5,-25.5,-0.4238,1,0.5
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Utilité multicritère,bramev,bramev_nearest_offer,2,194.473,192.923,-1.55,-0.5467,1,0.5
variant,wall_time_s,Temps de calcul,down,s,0,Utilité multicritère,bramev,bramev_nearest_offer,2,23.445,23.3645,-0.0805,-0.1705,1,0.5
