scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,search_retries,nb_offers,confirmed,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,20,min_waiting,42,42,42,t00000-c00008,8,0,2,0,2,True,1,59.48187498142943,99.59279198665172,0.02012500772252679,0.02037500962615013,99.6332920040004
pessimistic,20,min_waiting,42,42,42,t00011-c00019,19,11,3,0,3,True,1,40.79220799030736,110.39470799732953,0.01795799471437931,0.013375014532357454,110.42604100657627
pessimistic,20,min_waiting,42,42,42,t00012-c00019,19,12,3,0,3,True,1,67.85462499829009,182.97395802801475,0.021666986867785454,0.017583020962774754,183.0132080358453
pessimistic,20,min_waiting,42,42,42,t00021-c00005,5,21,1,0,1,True,1,11.751707992516458,11.751707992516458,0.010500021744519472,0.011041993275284767,11.773250007536262
pessimistic,20,min_waiting,42,42,42,t00030-c00016,16,30,2,0,2,True,1,54.355125001166016,86.22837497387081,0.019458006136119366,0.017000013031065464,86.264832993038
pessimistic,20,min_waiting,42,42,42,t00031-c00016,16,31,2,0,2,True,1,54.63224998675287,89.02600000146776,0.01695798709988594,0.014499993994832039,89.05745798256248
pessimistic,20,min_waiting,42,42,42,t00038-c00010,10,38,3,0,3,True,1,35.15441599301994,112.62333299964666,0.016542035154998302,0.013707962352782488,112.65358299715444
pessimistic,20,min_waiting,42,42,42,t00039-c00005,5,39,1,0,1,True,1,412.0645420043729,412.0645420043729,0.010207993909716606,0.010124989785254002,412.0848749880679
pessimistic,20,min_waiting,42,42,42,t00039-c00010,10,39,3,0,3,True,1,134.00512497173622,400.61866596806794,11.52658398495987,0.006332993507385254,412.1515829465352
pessimistic,20,min_waiting,42,42,42,t00039-c00014,14,39,3,0,3,True,1,67.94179102871567,348.86887500761077,63.28391603892669,0.004208995960652828,412.1570000424981
pessimistic,20,min_waiting,42,42,42,t00041-c00005,5,41,1,0,1,True,1,13.662832963746041,13.662832963746041,0.007875030860304832,0.008500006515532732,13.679208001121879
pessimistic,20,min_waiting,42,42,42,t00045-c00002,2,45,3,0,3,True,1,27.178707998245955,107.60149999987334,0.012999982573091984,0.0112500274553895,107.62575000990182
pessimistic,20,min_waiting,42,42,42,t00050-c00007,7,50,1,0,1,True,1,39.68512499704957,39.68512499704957,0.008291972335428,0.008000002708286047,39.701416972093284
pessimistic,20,min_waiting,42,42,42,t00050-c00013,13,50,1,0,1,True,1,39.66141602722928,39.66141602722928,0.07395900320261717,0.004832982085645199,39.74020801251754
pessimistic,20,min_waiting,42,42,42,t00051-c00007,7,51,1,0,1,True,1,74.93083400186151,74.93083400186151,0.007916009053587914,0.0076669966802001,74.9464170075953
pessimistic,20,min_waiting,42,42,42,t00051-c00013,13,51,1,0,1,True,1,74.90454200888053,74.90454200888053,0.05116703687235713,0.004332978278398514,74.96004202403128
pessimistic,20,min_waiting,42,42,42,t00058-c00001,1,58,1,0,1,True,1,38.976166979409754,38.976166979409754,0.005750043783336878,0.006457965355366468,38.98837498854846
pessimistic,20,min_waiting,42,42,42,t00060-c00003,3,60,1,0,1,True,1,65.01887500053272,65.01887500053272,0.01308403443545103,0.012749980669468641,65.04470901563764
pessimistic,20,min_waiting,42,42,42,t00061-c00012,12,61,4,0,4,True,1,30.033125018235296,86.60304197110236,0.016542035154998302,0.01233298098668456,86.63191698724404
pessimistic,20,min_waiting,42,42,42,t00085-c00006,6,85,1,0,1,True,1,22.51749997958541,22.51749997958541,0.014917051885277033,0.018249964341521263,22.550666995812207
pessimistic,20,min_waiting,42,42,42,t00089-c00018,18,89,1,0,1,True,1,34.346000000368804,34.346000000368804,0.016874982975423336,0.015792029444128275,34.378667012788355
pessimistic,20,min_waiting,42,42,42,t00095-c00000,0,95,3,0,3,True,1,87.78404199983925,158.53858401533216,0.012582982890307903,0.01329201040789485,158.56445900863037
pessimistic,20,min_waiting,42,42,42,t00095-c00018,18,95,1,0,1,True,1,37.909458042122424,37.909458042122424,120.69962499663234,0.005749985575675964,158.61483302433044
pessimistic,20,min_waiting,42,42,42,t00101-c00014,14,101,2,0,2,True,1,46.361165994312614,78.39687500381842,0.0112500274553895,0.010540999937802553,78.41866603121161
