scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,40,random_feasible,42,42,42,0,0,5,0.291,0,duration,35,18,17,7,0,0,10,5,4,0,1,0,0,357,216,0.2479,0.15,13.025
pessimistic,40,random_feasible,42,42,42,1,1,5,0.2613,1,duration,47,18,29,16,0,0,13,7,0,1,5,0,0,536,294,0.3722,0.2042,24.025
pessimistic,40,random_feasible,42,42,42,2,1,5,0.7392,1,duration,27,19,8,5,0,0,3,1,1,0,1,0,0,97,39,0.0674,0.0271,1.675
pessimistic,40,random_feasible,42,42,42,3,1,5,0.8901,1,duration,46,21,25,2,0,0,23,12,4,3,4,0,0,735,390,0.5104,0.2708,31.008
pessimistic,40,random_feasible,42,42,42,4,2,5,0.1427,2,duration,43,15,28,18,0,0,10,3,4,0,3,0,0,318,118,0.2208,0.0819,9.225
pessimistic,40,random_feasible,42,42,42,5,0,4,0.2198,0,duration,38,25,13,5,0,0,8,2,2,2,2,0,0,259,48,0.2248,0.0417,7.808
pessimistic,40,random_feasible,42,42,42,6,0,6,0.7086,0,duration,31,18,13,7,0,0,6,2,2,1,1,0,0,207,98,0.1198,0.0567,7.467
pessimistic,40,random_feasible,42,42,42,7,0,6,0.5708,0,duration,24,18,6,5,0,0,1,1,0,0,0,0,0,38,38,0.022,0.022,1.9
pessimistic,40,random_feasible,42,42,42,8,0,5,0.808,0,duration,33,16,17,13,0,0,4,1,0,2,1,0,0,125,27,0.0868,0.0187,6.692
pessimistic,40,random_feasible,42,42,42,9,1,4,0.4875,1,duration,43,16,27,19,0,0,8,2,1,1,4,0,0,272,48,0.2361,0.0417,11.333
pessimistic,40,random_feasible,42,42,42,10,0,5,0.3053,0,duration,33,16,17,10,0,0,7,2,2,1,2,0,0,218,56,0.1514,0.0389,6.383
pessimistic,40,random_feasible,42,42,42,11,0,4,0.2502,0,duration,39,13,26,9,0,0,17,6,2,2,7,0,0,549,179,0.4766,0.1554,23.858
