kind,scenario,nb_cars,world_seed,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
baseline,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8381,0.8211,-0.017,-2.0284,False
baseline,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.9882,0.9838,-0.0044,-0.4453,False
baseline,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Minimum Waiting Time,min_waiting,bramev,8.916,13.434,4.518,50.6729,False
baseline,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Minimum Waiting Time,min_waiting,bramev,0.8925,0.8265,-0.066,-7.395,True
baseline,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.4177,0.4198,0.0021,0.5028,True
baseline,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.2005,0.2005,0.0,0.0,False
baseline,pessimistic,150,1,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,84.0,85.0,1.0,1.1905,False
baseline,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,419.0,424.0,5.0,1.1933,True
baseline,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8876,0.8691,-0.0185,-2.0843,False
baseline,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.3599,0.3601,0.0002,0.0556,True
baseline,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.5935,0.5906,-0.0029,-0.4886,True
baseline,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0118,0.0162,0.0044,37.2881,False
baseline,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0047,0.0093,0.0046,97.8723,False
baseline,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0118,0.0162,0.0044,37.2881,False
baseline,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,73.0,143.0,70.0,95.8904,False
baseline,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0596,0.1088,0.0492,82.5503,False
baseline,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,700.983,672.373,-28.61,-4.0814,True
baseline,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,57.241,56.948,-0.293,-0.5119,True
baseline,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Load-Aware,load_aware,bramev,0.8424,0.8107,-0.0317,-3.7631,False
baseline,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Load-Aware,load_aware,bramev,0.8502,0.8211,-0.0291,-3.4227,False
baseline,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Load-Aware,load_aware,bramev,0.9789,0.9838,0.0049,0.5006,True
baseline,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Load-Aware,load_aware,bramev,7.356,13.434,6.078,82.6264,False
baseline,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Load-Aware,load_aware,bramev,0.9557,0.8265,-0.1292,-13.5189,True
baseline,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Load-Aware,load_aware,bramev,0.4211,0.4198,-0.0013,-0.3087,False
baseline,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Load-Aware,load_aware,bramev,0.1962,0.2005,0.0043,2.1916,False
baseline,pessimistic,150,1,nb_no_show,No-shows,down,,0,Load-Aware,load_aware,bramev,82.0,85.0,3.0,3.6585,False
baseline,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Load-Aware,load_aware,bramev,418.0,424.0,6.0,1.4354,True
baseline,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Load-Aware,load_aware,bramev,0.8895,0.8691,-0.0204,-2.2934,False
baseline,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Load-Aware,load_aware,bramev,0.3611,0.3601,-0.001,-0.2769,False
baseline,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Load-Aware,load_aware,bramev,0.5947,0.5906,-0.0041,-0.6894,True
baseline,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Load-Aware,load_aware,bramev,0.0211,0.0162,-0.0049,-23.2227,True
baseline,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Load-Aware,load_aware,bramev,0.0094,0.0093,-0.0001,-1.0638,True
baseline,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Load-Aware,load_aware,bramev,0.0211,0.0162,-0.0049,-23.2227,True
baseline,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,162.0,143.0,-19.0,-11.7284,True
baseline,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Load-Aware,load_aware,bramev,0.1229,0.1088,-0.0141,-11.4727,True
baseline,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,741.872,672.373,-69.499,-9.3681,True
baseline,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,61.318,56.948,-4.37,-7.1268,True
baseline,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,0.7887,0.8107,0.022,2.7894,True
baseline,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,0.8001,0.8211,0.021,2.6247,True
baseline,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,0.9887,0.9838,-0.0049,-0.4956,False
baseline,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,21.186,13.434,-7.752,-36.5902,True
baseline,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,0.9458,0.8265,-0.1193,-12.6137,True
baseline,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,0.422,0.4198,-0.0022,-0.5213,False
baseline,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,0.1995,0.2005,0.001,0.5013,False
baseline,pessimistic,150,1,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,87.0,85.0,-2.0,-2.2989,True
baseline,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,436.0,424.0,-12.0,-2.7523,False
baseline,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,0.8493,0.8691,0.0198,2.3313,True
baseline,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,0.3466,0.3601,0.0135,3.895,True
baseline,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,0.5934,0.5906,-0.0028,-0.4719,True
baseline,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Random Feasible,random_feasible,bramev,0.0113,0.0162,0.0049,43.3628,False
baseline,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Random Feasible,random_feasible,bramev,0.0091,0.0093,0.0002,2.1978,False
baseline,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Random Feasible,random_feasible,bramev,0.0113,0.0162,0.0049,43.3628,False
baseline,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,181.0,143.0,-38.0,-20.9945,True
baseline,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Random Feasible,random_feasible,bramev,0.133,0.1088,-0.0242,-18.1955,True
baseline,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,679.115,672.373,-6.742,-0.9928,True
baseline,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,58.241,56.948,-1.293,-2.2201,True
baseline,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Nearest Available,nearest_available,bramev,0.6799,0.778,0.0981,14.4286,True
baseline,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Nearest Available,nearest_available,bramev,0.6982,0.7916,0.0934,13.3773,True
baseline,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Nearest Available,nearest_available,bramev,0.9804,0.9882,0.0078,0.7956,True
baseline,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Nearest Available,nearest_available,bramev,35.754,13.716,-22.038,-61.6379,True
baseline,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Nearest Available,nearest_available,bramev,0.6876,0.6972,0.0096,1.3962,False
baseline,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Nearest Available,nearest_available,bramev,0.3991,0.4019,0.0028,0.7016,True
baseline,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Nearest Available,nearest_available,bramev,0.2395,0.2464,0.0069,2.881,False
baseline,pessimistic,150,2,nb_no_show,No-shows,down,,0,Nearest Available,nearest_available,bramev,108.0,103.0,-5.0,-4.6296,True
baseline,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Nearest Available,nearest_available,bramev,451.0,418.0,-33.0,-7.3171,False
baseline,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Nearest Available,nearest_available,bramev,0.7578,0.8124,0.0546,7.2051,True
baseline,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Nearest Available,nearest_available,bramev,0.3054,0.3328,0.0274,8.9718,True
baseline,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Nearest Available,nearest_available,bramev,0.5952,0.5881,-0.0071,-1.1929,True
baseline,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Nearest Available,nearest_available,bramev,0.0196,0.0118,-0.0078,-39.7959,True
baseline,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Nearest Available,nearest_available,bramev,0.0109,0.0118,0.0009,8.2569,False
baseline,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Nearest Available,nearest_available,bramev,0.0196,0.0118,-0.0078,-39.7959,True
baseline,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Nearest Available,nearest_available,bramev,235.0,216.0,-19.0,-8.0851,True
baseline,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Nearest Available,nearest_available,bramev,0.1812,0.1793,-0.0019,-1.0486,True
baseline,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Nearest Available,nearest_available,bramev,621.155,627.763,6.608,1.0638,False
baseline,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Nearest Available,nearest_available,bramev,49.673,46.803,-2.87,-5.7778,True
baseline,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.7974,0.778,-0.0194,-2.4329,False
baseline,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8064,0.7916,-0.0148,-1.8353,False
baseline,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.9882,0.9882,0.0,0.0,False
baseline,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Minimum Waiting Time,min_waiting,bramev,10.212,13.716,3.504,34.3126,False
baseline,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Minimum Waiting Time,min_waiting,bramev,0.7307,0.6972,-0.0335,-4.5846,True
baseline,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.4053,0.4019,-0.0034,-0.8389,False
baseline,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.247,0.2464,-0.0006,-0.2429,True
baseline,pessimistic,150,2,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,103.0,103.0,0.0,0.0,False
baseline,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,417.0,418.0,1.0,0.2398,True
baseline,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8282,0.8124,-0.0158,-1.9078,False
baseline,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.3309,0.3328,0.0019,0.5742,True
baseline,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.5963,0.5881,-0.0082,-1.3751,True
baseline,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0118,0.0118,0.0,0.0,False
baseline,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0095,0.0118,0.0023,24.2105,False
baseline,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0118,0.0118,0.0,0.0,False
baseline,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,153.0,216.0,63.0,41.1765,False
baseline,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.135,0.1793,0.0443,32.8148,False
baseline,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,667.381,627.763,-39.618,-5.9363,True
baseline,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,50.003,46.803,-3.2,-6.3996,True
baseline,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Load-Aware,load_aware,bramev,0.8141,0.778,-0.0361,-4.4343,False
baseline,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Load-Aware,load_aware,bramev,0.8226,0.7916,-0.031,-3.7685,False
baseline,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Load-Aware,load_aware,bramev,0.9878,0.9882,0.0004,0.0405,True
baseline,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Load-Aware,load_aware,bramev,6.804,13.716,6.912,101.5873,False
baseline,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Load-Aware,load_aware,bramev,0.8003,0.6972,-0.1031,-12.8827,True
baseline,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Load-Aware,load_aware,bramev,0.401,0.4019,0.0009,0.2244,True
baseline,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Load-Aware,load_aware,bramev,0.25,0.2464,-0.0036,-1.44,True
baseline,pessimistic,150,2,nb_no_show,No-shows,down,,0,Load-Aware,load_aware,bramev,101.0,103.0,2.0,1.9802,False
baseline,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Load-Aware,load_aware,bramev,404.0,418.0,14.0,3.4653,True
baseline,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Load-Aware,load_aware,bramev,0.8179,0.8124,-0.0055,-0.6725,False
baseline,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Load-Aware,load_aware,bramev,0.3346,0.3328,-0.0018,-0.538,False
baseline,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Load-Aware,load_aware,bramev,0.5912,0.5881,-0.0031,-0.5244,True
baseline,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Load-Aware,load_aware,bramev,0.0122,0.0118,-0.0004,-3.2787,True
baseline,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Load-Aware,load_aware,bramev,0.0098,0.0118,0.002,20.4082,False
baseline,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Load-Aware,load_aware,bramev,0.0122,0.0118,-0.0004,-3.2787,True
baseline,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,151.0,216.0,65.0,43.0464,False
baseline,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Load-Aware,load_aware,bramev,0.1354,0.1793,0.0439,32.4225,False
baseline,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,696.896,627.763,-69.133,-9.9201,True
baseline,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,50.421,46.803,-3.618,-7.1756,True
baseline,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,0.7663,0.778,0.0117,1.5268,True
baseline,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,0.776,0.7916,0.0156,2.0103,True
baseline,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,0.9654,0.9882,0.0228,2.3617,True
baseline,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,17.274,13.716,-3.558,-20.5974,True
baseline,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,0.7994,0.6972,-0.1022,-12.7846,True
baseline,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,0.3971,0.4019,0.0048,1.2088,True
baseline,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,0.2416,0.2464,0.0048,1.9868,False
baseline,pessimistic,150,2,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,101.0,103.0,2.0,1.9802,False
baseline,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,418.0,418.0,0.0,0.0,False
baseline,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,0.7882,0.8124,0.0242,3.0703,True
baseline,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,0.3284,0.3328,0.0044,1.3398,True
baseline,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,0.5862,0.5881,0.0019,0.3241,False
baseline,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Random Feasible,random_feasible,bramev,0.0346,0.0118,-0.0228,-65.896,True
baseline,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Random Feasible,random_feasible,bramev,0.03,0.0118,-0.0182,-60.6667,True
baseline,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Random Feasible,random_feasible,bramev,0.0346,0.0118,-0.0228,-65.896,True
baseline,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,487.0,216.0,-271.0,-55.6468,True
baseline,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Random Feasible,random_feasible,bramev,0.3317,0.1793,-0.1524,-45.9451,True
baseline,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,608.257,627.763,19.506,3.2069,False
baseline,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,44.491,46.803,2.312,5.1966,False
baseline,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Nearest Available,nearest_available,bramev,0.5787,0.6657,0.087,15.0337,True
baseline,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Nearest Available,nearest_available,bramev,0.5951,0.6792,0.0841,14.1321,True
baseline,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Nearest Available,nearest_available,bramev,0.9725,0.97,-0.0025,-0.2571,False
baseline,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Nearest Available,nearest_available,bramev,52.866,35.928,-16.938,-32.0395,True
baseline,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Nearest Available,nearest_available,bramev,0.6808,0.6382,-0.0426,-6.2573,True
baseline,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Nearest Available,nearest_available,bramev,0.4153,0.415,-0.0003,-0.0722,False
baseline,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Nearest Available,nearest_available,bramev,0.2117,0.2119,0.0002,0.0945,False
baseline,pessimistic,150,3,nb_no_show,No-shows,down,,0,Nearest Available,nearest_available,bramev,105.0,96.0,-9.0,-8.5714,True
baseline,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Nearest Available,nearest_available,bramev,496.0,453.0,-43.0,-8.6694,False
baseline,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Nearest Available,nearest_available,bramev,0.7454,0.7966,0.0512,6.8688,True
baseline,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Nearest Available,nearest_available,bramev,0.3028,0.3294,0.0266,8.7847,True
baseline,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Nearest Available,nearest_available,bramev,0.5942,0.5892,-0.005,-0.8415,True
baseline,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Nearest Available,nearest_available,bramev,0.0275,0.03,0.0025,9.0909,False
baseline,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Nearest Available,nearest_available,bramev,0.0216,0.0236,0.002,9.2593,False
baseline,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Nearest Available,nearest_available,bramev,0.0275,0.03,0.0025,9.0909,False
baseline,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Nearest Available,nearest_available,bramev,647.0,500.0,-147.0,-22.7202,True
baseline,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Nearest Available,nearest_available,bramev,0.4087,0.3799,-0.0288,-7.0467,True
baseline,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Nearest Available,nearest_available,bramev,229.459,239.85,10.391,4.5285,False
baseline,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Nearest Available,nearest_available,bramev,27.688,28.115,0.427,1.5422,False
baseline,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.6594,0.6657,0.0063,0.9554,True
baseline,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.672,0.6792,0.0072,1.0714,True
baseline,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.9787,0.97,-0.0087,-0.8889,False
baseline,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Minimum Waiting Time,min_waiting,bramev,34.44,35.928,1.488,4.3206,False
baseline,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Minimum Waiting Time,min_waiting,bramev,0.662,0.6382,-0.0238,-3.5952,True
baseline,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.4217,0.415,-0.0067,-1.5888,False
baseline,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.2043,0.2119,0.0076,3.72,False
baseline,pessimistic,150,3,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,94.0,96.0,2.0,2.1277,False
baseline,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,460.0,453.0,-7.0,-1.5217,False
baseline,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.8014,0.7966,-0.0048,-0.599,False
baseline,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,0.3254,0.3294,0.004,1.2293,True
baseline,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.5939,0.5892,-0.0047,-0.7914,True
baseline,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0213,0.03,0.0087,40.8451,False
baseline,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.017,0.0236,0.0066,38.8235,False
baseline,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.0213,0.03,0.0087,40.8451,False
baseline,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,372.0,500.0,128.0,34.4086,False
baseline,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,0.3134,0.3799,0.0665,21.2189,False
baseline,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,218.634,239.85,21.216,9.7039,False
baseline,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,25.886,28.115,2.229,8.6108,False
baseline,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Load-Aware,load_aware,bramev,0.6801,0.6657,-0.0144,-2.1173,False
baseline,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Load-Aware,load_aware,bramev,0.6933,0.6792,-0.0141,-2.0338,False
baseline,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Load-Aware,load_aware,bramev,0.985,0.97,-0.015,-1.5228,False
baseline,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Load-Aware,load_aware,bramev,32.094,35.928,3.834,11.9462,False
baseline,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Load-Aware,load_aware,bramev,0.7018,0.6382,-0.0636,-9.0624,True
baseline,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Load-Aware,load_aware,bramev,0.413,0.415,0.002,0.4843,True
baseline,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Load-Aware,load_aware,bramev,0.2087,0.2119,0.0032,1.5333,False
baseline,pessimistic,150,3,nb_no_show,No-shows,down,,0,Load-Aware,load_aware,bramev,96.0,96.0,0.0,0.0,False
baseline,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Load-Aware,load_aware,bramev,460.0,453.0,-7.0,-1.5217,False
baseline,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Load-Aware,load_aware,bramev,0.8303,0.7966,-0.0337,-4.0588,False
baseline,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Load-Aware,load_aware,bramev,0.3294,0.3294,0.0,0.0,False
baseline,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Load-Aware,load_aware,bramev,0.6037,0.5892,-0.0145,-2.4019,True
baseline,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Load-Aware,load_aware,bramev,0.015,0.03,0.015,100.0,False
baseline,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Load-Aware,load_aware,bramev,0.0128,0.0236,0.0108,84.375,False
baseline,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Load-Aware,load_aware,bramev,0.015,0.03,0.015,100.0,False
