kind,scenario,nb_cars,world_seed,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
baseline,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,309.0,500.0,191.0,61.8123,False
baseline,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Load-Aware,load_aware,bramev,0.2722,0.3799,0.1077,39.5665,False
baseline,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,219.54,239.85,20.31,9.2512,False
baseline,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,26.808,28.115,1.307,4.8754,False
baseline,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,0.6334,0.6657,0.0323,5.0995,True
baseline,pessimistic,150,3,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,0.6478,0.6792,0.0314,4.8472,True
baseline,pessimistic,150,3,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,0.9753,0.97,-0.0053,-0.5434,False
baseline,pessimistic,150,3,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,42.33,35.928,-6.402,-15.124,True
baseline,pessimistic,150,3,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,0.7078,0.6382,-0.0696,-9.8333,True
baseline,pessimistic,150,3,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,0.4135,0.415,0.0015,0.3628,True
baseline,pessimistic,150,3,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,0.2089,0.2119,0.003,1.4361,False
baseline,pessimistic,150,3,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,99.0,96.0,-3.0,-3.0303,True
baseline,pessimistic,150,3,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,474.0,453.0,-21.0,-4.4304,False
baseline,pessimistic,150,3,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,0.7908,0.7966,0.0058,0.7334,True
baseline,pessimistic,150,3,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,0.3238,0.3294,0.0056,1.7295,True
baseline,pessimistic,150,3,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,0.594,0.5892,-0.0048,-0.8081,True
baseline,pessimistic,150,3,no_offer_rate,Demands with no offer,down,%,0,Random Feasible,random_feasible,bramev,0.0247,0.03,0.0053,21.4575,False
baseline,pessimistic,150,3,abandon_rate,Abandoned searches,down,%,0,Random Feasible,random_feasible,bramev,0.0082,0.0236,0.0154,187.8049,False
baseline,pessimistic,150,3,request_rejection_rate,Unserved demands,down,%,0,Random Feasible,random_feasible,bramev,0.0247,0.03,0.0053,21.4575,False
baseline,pessimistic,150,3,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,334.0,500.0,166.0,49.7006,False
baseline,pessimistic,150,3,station_rejection_rate,Station rejection rate,down,%,0,Random Feasible,random_feasible,bramev,0.2756,0.3799,0.1043,37.8447,False
baseline,pessimistic,150,3,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,222.135,239.85,17.715,7.9749,False
baseline,pessimistic,150,3,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,27.558,28.115,0.557,2.0212,False
variant,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.8107,0.6966,-0.1141,-14.0743,False
variant,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.8211,0.712,-0.1091,-13.2871,False
variant,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.9838,0.9831,-0.0007,-0.0712,False
variant,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Multi-criteria utility,bramev,bramev_nearest_offer,13.434,41.1,27.666,205.9402,False
variant,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.8265,0.8133,-0.0132,-1.5971,True
variant,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.4198,0.4224,0.0026,0.6193,True
variant,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.2005,0.2091,0.0086,4.2893,False
variant,pessimistic,150,1,nb_no_show,No-shows,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,85.0,97.0,12.0,14.1176,False
variant,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Multi-criteria utility,bramev,bramev_nearest_offer,424.0,464.0,40.0,9.434,True
variant,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.8691,0.7656,-0.1035,-11.9089,False
variant,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.3601,0.3177,-0.0424,-11.7745,False
variant,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.5906,0.5856,-0.005,-0.8466,True
variant,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0162,0.0169,0.0007,4.321,False
variant,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0093,0.0106,0.0013,13.9785,False
variant,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0162,0.0169,0.0007,4.321,False
variant,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,143.0,276.0,133.0,93.007,False
variant,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.1088,0.1781,0.0693,63.6949,False
variant,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Multi-criteria utility,bramev,bramev_nearest_offer,672.373,713.678,41.305,6.1432,False
variant,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Multi-criteria utility,bramev,bramev_nearest_offer,56.948,64.432,7.484,13.1418,False
variant,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.8107,0.8153,0.0046,0.5674,True
variant,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.8211,0.8253,0.0042,0.5115,True
variant,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.9838,0.9906,0.0068,0.6912,True
variant,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,13.434,12.282,-1.152,-8.5753,True
variant,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.8265,0.8449,0.0184,2.2263,False
variant,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.4198,0.4171,-0.0027,-0.6432,False
variant,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.2005,0.2014,0.0009,0.4489,False
variant,pessimistic,150,1,nb_no_show,No-shows,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,85.0,85.0,0.0,0.0,False
variant,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,424.0,422.0,-2.0,-0.4717,False
variant,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.8691,0.8733,0.0042,0.4833,True
variant,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.3601,0.358,-0.0021,-0.5832,False
variant,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.5906,0.5924,0.0018,0.3048,False
variant,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0162,0.0094,-0.0068,-41.9753,True
variant,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0093,0.0047,-0.0046,-49.4624,True
variant,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0162,0.0094,-0.0068,-41.9753,True
variant,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,143.0,101.0,-42.0,-29.3706,True
variant,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.1088,0.0803,-0.0285,-26.1949,True
variant,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,672.373,699.691,27.318,4.0629,False
variant,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,56.948,58.932,1.984,3.4839,False
variant,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.8107,0.8168,0.0061,0.7524,True
variant,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.8211,0.8271,0.006,0.7307,True
variant,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.9838,0.9906,0.0068,0.6912,True
variant,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Per-company reputation,bramev,bramev_global_rep,13.434,12.798,-0.636,-4.7343,True
variant,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Per-company reputation,bramev,bramev_global_rep,0.8265,0.853,0.0265,3.2063,False
variant,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.4198,0.4171,-0.0027,-0.6432,False
variant,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.2005,0.2014,0.0009,0.4489,False
variant,pessimistic,150,1,nb_no_show,No-shows,down,,0,Per-company reputation,bramev,bramev_global_rep,85.0,85.0,0.0,0.0,False
variant,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Per-company reputation,bramev,bramev_global_rep,424.0,422.0,-2.0,-0.4717,False
variant,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.8691,0.8745,0.0054,0.6213,True
variant,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.3601,0.3592,-0.0009,-0.2499,False
variant,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.5906,0.592,0.0014,0.237,False
variant,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0162,0.0094,-0.0068,-41.9753,True
variant,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0093,0.0047,-0.0046,-49.4624,True
variant,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0162,0.0094,-0.0068,-41.9753,True
variant,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Per-company reputation,bramev,bramev_global_rep,143.0,99.0,-44.0,-30.7692,True
variant,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.1088,0.0778,-0.031,-28.4926,True
variant,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Per-company reputation,bramev,bramev_global_rep,672.373,751.301,78.928,11.7387,False
variant,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Per-company reputation,bramev,bramev_global_rep,56.948,62.947,5.999,10.5342,False
variant,pessimistic,150,1,exact_satisfaction,Exact satisfaction,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.8107,0.8147,0.004,0.4934,True
variant,pessimistic,150,1,needs_satisfaction,Needs satisfied,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.8211,0.8228,0.0017,0.207,True
variant,pessimistic,150,1,confirm_rate,Confirmation rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.9838,0.9907,0.0069,0.7014,True
variant,pessimistic,150,1,mean_waiting_time_min,Mean waiting time,down,min,0,Duration-weighted score,bramev,bramev_event_score,13.434,13.848,0.414,3.0817,False
variant,pessimistic,150,1,mean_travel_distance_km,Mean distance,down,km,0,Duration-weighted score,bramev,bramev_event_score,0.8265,0.8382,0.0117,1.4156,False
variant,pessimistic,150,1,rate_pres,Show-up rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.4198,0.4175,-0.0023,-0.5479,False
variant,pessimistic,150,1,rate_abs,No-show rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.2005,0.2028,0.0023,1.1471,False
variant,pessimistic,150,1,nb_no_show,No-shows,down,,0,Duration-weighted score,bramev,bramev_event_score,85.0,86.0,1.0,1.1765,False
variant,pessimistic,150,1,nb_reservations,Confirmed reservations,up,,0,Duration-weighted score,bramev,bramev_event_score,424.0,424.0,0.0,0.0,False
variant,pessimistic,150,1,mean_occupancy_rate,Occupancy rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.8691,0.8727,0.0036,0.4142,True
variant,pessimistic,150,1,mean_service_rate,Service rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.3601,0.3588,-0.0013,-0.361,False
variant,pessimistic,150,1,slot_waste_rate,Wasted reserved slots,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.5906,0.5921,0.0015,0.254,False
variant,pessimistic,150,1,no_offer_rate,Demands with no offer,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0162,0.0093,-0.0069,-42.5926,True
variant,pessimistic,150,1,abandon_rate,Abandoned searches,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0093,0.0047,-0.0046,-49.4624,True
variant,pessimistic,150,1,request_rejection_rate,Unserved demands,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0162,0.0093,-0.0069,-42.5926,True
variant,pessimistic,150,1,nb_station_level_rejections,Rejected demands,down,,0,Duration-weighted score,bramev,bramev_event_score,143.0,100.0,-43.0,-30.0699,True
variant,pessimistic,150,1,station_rejection_rate,Station rejection rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.1088,0.0784,-0.0304,-27.9412,True
variant,pessimistic,150,1,total_ms_mean,End-to-end latency,down,ms,0,Duration-weighted score,bramev,bramev_event_score,672.373,676.068,3.695,0.5495,False
variant,pessimistic,150,1,wall_time_s,Wall time,down,s,0,Duration-weighted score,bramev,bramev_event_score,56.948,57.372,0.424,0.7445,False
variant,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.778,0.6946,-0.0834,-10.7198,False
variant,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.7916,0.7134,-0.0782,-9.8787,False
variant,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.9882,0.9807,-0.0075,-0.759,False
variant,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Multi-criteria utility,bramev,bramev_nearest_offer,13.716,32.634,18.918,137.9265,False
variant,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.6972,0.6783,-0.0189,-2.7108,True
variant,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.4019,0.3939,-0.008,-1.9905,False
variant,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.2464,0.2473,0.0009,0.3653,False
variant,pessimistic,150,2,nb_no_show,No-shows,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,103.0,113.0,10.0,9.7087,False
variant,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Multi-criteria utility,bramev,bramev_nearest_offer,418.0,457.0,39.0,9.3301,True
variant,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.8124,0.7704,-0.042,-5.1699,False
variant,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.3328,0.3077,-0.0251,-7.5421,False
variant,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.5881,0.5979,0.0098,1.6664,False
variant,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0118,0.0193,0.0075,63.5593,False
variant,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0118,0.0107,-0.0011,-9.322,True
variant,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.0118,0.0193,0.0075,63.5593,False
variant,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,216.0,241.0,25.0,11.5741,False
variant,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.1793,0.1827,0.0034,1.8963,False
variant,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Multi-criteria utility,bramev,bramev_nearest_offer,627.763,672.342,44.579,7.1012,False
variant,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Multi-criteria utility,bramev,bramev_nearest_offer,46.803,56.602,9.799,20.9367,False
variant,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.778,0.772,-0.006,-0.7712,False
variant,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.7916,0.7864,-0.0052,-0.6569,False
variant,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.9882,0.9786,-0.0096,-0.9715,False
variant,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,13.716,14.148,0.432,3.1496,False
variant,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.6972,0.7056,0.0084,1.2048,False
variant,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.4019,0.399,-0.0029,-0.7216,False
variant,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.2464,0.2506,0.0042,1.7045,False
variant,pessimistic,150,2,nb_no_show,No-shows,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,103.0,103.0,0.0,0.0,False
variant,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,418.0,411.0,-7.0,-1.6746,False
variant,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.8124,0.8015,-0.0109,-1.3417,False
variant,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.3328,0.329,-0.0038,-1.1418,False
variant,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.5881,0.5862,-0.0019,-0.3231,True
variant,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0118,0.0214,0.0096,81.3559,False
variant,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0118,0.0143,0.0025,21.1864,False
variant,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.0118,0.0214,0.0096,81.3559,False
variant,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,216.0,258.0,42.0,19.4444,False
variant,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,0.1793,0.2092,0.0299,16.676,False
variant,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,627.763,649.034,21.271,3.3884,False
variant,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Alpha heterogeneity,bramev,bramev_fixed_alpha,46.803,46.744,-0.059,-0.1261,True
variant,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.778,0.7859,0.0079,1.0154,True
variant,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.7916,0.7993,0.0077,0.9727,True
variant,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.9882,0.9928,0.0046,0.4655,True
variant,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Per-company reputation,bramev,bramev_global_rep,13.716,13.956,0.24,1.7498,False
variant,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Per-company reputation,bramev,bramev_global_rep,0.6972,0.706,0.0088,1.2622,False
variant,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.4019,0.4053,0.0034,0.846,True
variant,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.2464,0.2451,-0.0013,-0.5276,True
variant,pessimistic,150,2,nb_no_show,No-shows,down,,0,Per-company reputation,bramev,bramev_global_rep,103.0,101.0,-2.0,-1.9417,True
variant,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Per-company reputation,bramev,bramev_global_rep,418.0,412.0,-6.0,-1.4354,False
variant,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.8124,0.7986,-0.0138,-1.6987,False
variant,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,0.3328,0.3271,-0.0057,-1.7127,False
variant,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.5881,0.586,-0.0021,-0.3571,True
variant,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0118,0.0072,-0.0046,-38.9831,True
variant,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0118,0.0024,-0.0094,-79.661,True
variant,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.0118,0.0072,-0.0046,-38.9831,True
variant,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Per-company reputation,bramev,bramev_global_rep,216.0,110.0,-106.0,-49.0741,True
variant,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,0.1793,0.1019,-0.0774,-43.1679,True
variant,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Per-company reputation,bramev,bramev_global_rep,627.763,672.79,45.027,7.1726,False
variant,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Per-company reputation,bramev,bramev_global_rep,46.803,47.796,0.993,2.1217,False
variant,pessimistic,150,2,exact_satisfaction,Exact satisfaction,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.778,0.778,0.0,0.0,False
variant,pessimistic,150,2,needs_satisfaction,Needs satisfied,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.7916,0.7915,-0.0001,-0.0126,False
variant,pessimistic,150,2,confirm_rate,Confirmation rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.9882,0.9835,-0.0047,-0.4756,False
variant,pessimistic,150,2,mean_waiting_time_min,Mean waiting time,down,min,0,Duration-weighted score,bramev,bramev_event_score,13.716,14.304,0.588,4.287,False
variant,pessimistic,150,2,mean_travel_distance_km,Mean distance,down,km,0,Duration-weighted score,bramev,bramev_event_score,0.6972,0.6971,-0.0001,-0.0143,True
variant,pessimistic,150,2,rate_pres,Show-up rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.4019,0.4014,-0.0005,-0.1244,False
variant,pessimistic,150,2,rate_abs,No-show rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.2464,0.2476,0.0012,0.487,False
variant,pessimistic,150,2,nb_no_show,No-shows,down,,0,Duration-weighted score,bramev,bramev_event_score,103.0,103.0,0.0,0.0,False
variant,pessimistic,150,2,nb_reservations,Confirmed reservations,up,,0,Duration-weighted score,bramev,bramev_event_score,418.0,416.0,-2.0,-0.4785,False
variant,pessimistic,150,2,mean_occupancy_rate,Occupancy rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.8124,0.8105,-0.0019,-0.2339,False
variant,pessimistic,150,2,mean_service_rate,Service rate,up,%,0,Duration-weighted score,bramev,bramev_event_score,0.3328,0.3316,-0.0012,-0.3606,False
variant,pessimistic,150,2,slot_waste_rate,Wasted reserved slots,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.5881,0.5896,0.0015,0.2551,False
variant,pessimistic,150,2,no_offer_rate,Demands with no offer,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0118,0.0165,0.0047,39.8305,False
variant,pessimistic,150,2,abandon_rate,Abandoned searches,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0118,0.0118,0.0,0.0,False
variant,pessimistic,150,2,request_rejection_rate,Unserved demands,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.0118,0.0165,0.0047,39.8305,False
variant,pessimistic,150,2,nb_station_level_rejections,Rejected demands,down,,0,Duration-weighted score,bramev,bramev_event_score,216.0,233.0,17.0,7.8704,False
variant,pessimistic,150,2,station_rejection_rate,Station rejection rate,down,%,0,Duration-weighted score,bramev,bramev_event_score,0.1793,0.1913,0.012,6.6927,False
variant,pessimistic,150,2,total_ms_mean,End-to-end latency,down,ms,0,Duration-weighted score,bramev,bramev_event_score,627.763,628.47,0.707,0.1126,False
variant,pessimistic,150,2,wall_time_s,Wall time,down,s,0,Duration-weighted score,bramev,bramev_event_score,46.803,46.511,-0.292,-0.6239,True
variant,pessimistic,150,3,exact_satisfaction,Exact satisfaction,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,0.6657,0.5794,-0.0863,-12.9638,False
