scenario,nb_cars,method,method_label,method_family,metric,metric_label,goal,unit,nb_seeds,seeds,mean,sd,sem,ci95_low,ci95_high,ci95_halfwidth,min,max
pessimistic,150,bramev,BRAM-EV Full,ablation,exact_satisfaction,Exact satisfaction,up,%,3,1|2|3,0.751467,0.076054,0.04391,0.562537,0.940396,0.188929,0.6657,0.8107
pessimistic,150,bramev,BRAM-EV Full,ablation,needs_satisfaction,Needs satisfied,up,%,3,1|2|3,0.763967,0.074877,0.04323,0.577961,0.949972,0.186005,0.6792,0.8211
pessimistic,150,bramev,BRAM-EV Full,ablation,confirm_rate,Confirmation rate,up,%,3,1|2|3,0.980667,0.009496,0.005482,0.957077,1.004256,0.023589,0.97,0.9882
pessimistic,150,bramev,BRAM-EV Full,ablation,mean_waiting_time_min,Mean waiting time,down,min,3,1|2|3,21.026,12.906281,7.451445,-11.034979,53.086979,32.060979,13.434,35.928
pessimistic,150,bramev,BRAM-EV Full,ablation,mean_travel_distance_km,Mean distance,down,km,3,1|2|3,0.720633,0.096312,0.055606,0.48138,0.959886,0.239253,0.6382,0.8265
pessimistic,150,bramev,BRAM-EV Full,ablation,rate_pres,Show-up rate,up,%,3,1|2|3,0.412233,0.009265,0.005349,0.389217,0.435249,0.023016,0.4019,0.4198
pessimistic,150,bramev,BRAM-EV Full,ablation,rate_abs,No-show rate,down,%,3,1|2|3,0.2196,0.023899,0.013798,0.160231,0.278969,0.059369,0.2005,0.2464
pessimistic,150,bramev,BRAM-EV Full,ablation,nb_no_show,No-shows,down,,3,1|2|3,94.666667,9.073772,5.238745,72.126168,117.207165,22.540499,85.0,103.0
pessimistic,150,bramev,BRAM-EV Full,ablation,nb_reservations,Confirmed reservations,up,,3,1|2|3,431.666667,18.717194,10.806377,385.17058,478.162753,46.496086,418.0,453.0
pessimistic,150,bramev,BRAM-EV Full,ablation,mean_occupancy_rate,Occupancy rate,up,%,3,1|2|3,0.826033,0.038124,0.022011,0.731327,0.920739,0.094706,0.7966,0.8691
pessimistic,150,bramev,BRAM-EV Full,ablation,mean_service_rate,Service rate,up,%,3,1|2|3,0.340767,0.016829,0.009716,0.298961,0.382573,0.041806,0.3294,0.3601
pessimistic,150,bramev,BRAM-EV Full,ablation,slot_waste_rate,Wasted reserved slots,down,%,3,1|2|3,0.5893,0.001253,0.000723,0.586187,0.592413,0.003113,0.5881,0.5906
pessimistic,150,bramev,BRAM-EV Full,ablation,no_offer_rate,Demands with no offer,down,%,3,1|2|3,0.019333,0.009496,0.005482,-0.004256,0.042923,0.023589,0.0118,0.03
pessimistic,150,bramev,BRAM-EV Full,ablation,abandon_rate,Abandoned searches,down,%,3,1|2|3,0.0149,0.007637,0.004409,-0.004072,0.033872,0.018972,0.0093,0.0236
pessimistic,150,bramev,BRAM-EV Full,ablation,request_rejection_rate,Unserved demands,down,%,3,1|2|3,0.019333,0.009496,0.005482,-0.004256,0.042923,0.023589,0.0118,0.03
pessimistic,150,bramev,BRAM-EV Full,ablation,nb_station_level_rejections,Rejected demands,down,,3,1|2|3,286.333333,188.606292,108.891893,-182.190669,754.857336,468.524002,143.0,500.0
pessimistic,150,bramev,BRAM-EV Full,ablation,station_rejection_rate,Station rejection rate,down,%,3,1|2|3,0.222667,0.140657,0.081208,-0.126744,0.572077,0.349411,0.1088,0.3799
pessimistic,150,bramev,BRAM-EV Full,ablation,total_ms_mean,End-to-end latency,down,ms,3,1|2|3,513.328667,237.887471,137.344395,-77.616571,1104.273905,590.945238,239.85,672.373
pessimistic,150,bramev,BRAM-EV Full,ablation,wall_time_s,Wall time,down,s,3,1|2|3,43.955333,14.625915,8.444276,7.622547,80.288119,36.332786,28.115,56.948
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,exact_satisfaction,Exact satisfaction,up,%,3,1|2|3,0.754533,0.074717,0.043138,0.568926,0.940141,0.185607,0.6709,0.8147
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,needs_satisfaction,Needs satisfied,up,%,3,1|2|3,0.766433,0.072239,0.041707,0.586982,0.945885,0.179451,0.685,0.8228
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,confirm_rate,Confirmation rate,up,%,3,1|2|3,0.983533,0.00715,0.004128,0.965772,1.001295,0.017762,0.9764,0.9907
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,mean_waiting_time_min,Mean waiting time,down,min,3,1|2|3,22.18,14.038391,8.105069,-12.693297,57.053297,34.873297,13.848,38.388
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,mean_travel_distance_km,Mean distance,down,km,3,1|2|3,0.727767,0.098739,0.057007,0.482486,0.973047,0.245281,0.648,0.8382
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,rate_pres,Show-up rate,up,%,3,1|2|3,0.4104,0.008216,0.004744,0.389989,0.430811,0.020411,0.4014,0.4175
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,rate_abs,No-show rate,down,%,3,1|2|3,0.221767,0.023176,0.013381,0.164194,0.279339,0.057572,0.2028,0.2476
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,nb_no_show,No-shows,down,,3,1|2|3,95.666667,8.736895,5.044249,73.963016,117.370317,21.70365,86.0,103.0
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,nb_reservations,Confirmed reservations,up,,3,1|2|3,432.0,21.16601,12.220202,379.420715,484.579285,52.579285,416.0,456.0
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,mean_occupancy_rate,Occupancy rate,up,%,3,1|2|3,0.828333,0.038668,0.022325,0.732276,0.92439,0.096057,0.8018,0.8727
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,mean_service_rate,Service rate,up,%,3,1|2|3,0.339667,0.016638,0.009606,0.298336,0.380997,0.04133,0.3286,0.3588
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,slot_waste_rate,Wasted reserved slots,down,%,3,1|2|3,0.591567,0.001762,0.001017,0.587191,0.595943,0.004376,0.5896,0.593
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,no_offer_rate,Demands with no offer,down,%,3,1|2|3,0.016467,0.00715,0.004128,-0.001295,0.034228,0.017762,0.0093,0.0236
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,abandon_rate,Abandoned searches,down,%,3,1|2|3,0.009767,0.004416,0.00255,-0.001204,0.020737,0.010971,0.0047,0.0128
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,request_rejection_rate,Unserved demands,down,%,3,1|2|3,0.016467,0.00715,0.004128,-0.001295,0.034228,0.017762,0.0093,0.0236
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,nb_station_level_rejections,Rejected demands,down,,3,1|2|3,236.333333,138.03019,79.691767,-106.552667,579.219334,342.886,100.0,376.0
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,station_rejection_rate,Station rejection rate,down,%,3,1|2|3,0.194867,0.11829,0.068295,-0.098983,0.488716,0.293849,0.0784,0.3149
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,total_ms_mean,End-to-end latency,down,ms,3,1|2|3,507.712,251.508591,145.208552,-117.069975,1132.493975,624.781975,218.598,676.068
pessimistic,150,bramev_event_score,BRAM-EV / event score,variant,wall_time_s,Wall time,down,s,3,1|2|3,43.435333,15.702068,9.065593,4.429234,82.441433,39.0061,26.423,57.372
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,exact_satisfaction,Exact satisfaction,up,%,3,1|2|3,0.7477,0.08248,0.04762,0.542809,0.952591,0.204891,0.6558,0.8153
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,needs_satisfaction,Needs satisfied,up,%,3,1|2|3,0.760967,0.080136,0.046267,0.561897,0.960037,0.19907,0.6712,0.8253
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,confirm_rate,Confirmation rate,up,%,3,1|2|3,0.9832,0.006471,0.003736,0.967124,0.999276,0.016076,0.9786,0.9906
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,mean_waiting_time_min,Mean waiting time,down,min,3,1|2|3,21.086,13.66486,7.889411,-12.859395,55.031395,33.945395,12.282,36.828
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,mean_travel_distance_km,Mean distance,down,km,3,1|2|3,0.7404,0.092167,0.053212,0.511445,0.969355,0.228955,0.6707,0.8449
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,rate_pres,Show-up rate,up,%,3,1|2|3,0.412033,0.01138,0.00657,0.383764,0.440303,0.028269,0.399,0.42
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,rate_abs,No-show rate,down,%,3,1|2|3,0.222533,0.025322,0.01462,0.15963,0.285437,0.062904,0.2014,0.2506
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,nb_no_show,No-shows,down,,3,1|2|3,95.0,9.165151,5.291503,72.232502,117.767498,22.767498,85.0,103.0
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,nb_reservations,Confirmed reservations,up,,3,1|2|3,427.666667,20.108042,11.609383,377.715522,477.617811,49.951144,411.0,450.0
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,mean_occupancy_rate,Occupancy rate,up,%,3,1|2|3,0.822567,0.044146,0.025488,0.712901,0.932232,0.109665,0.7929,0.8733
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,mean_service_rate,Service rate,up,%,3,1|2|3,0.3396,0.015996,0.009235,0.299863,0.379337,0.039737,0.329,0.358
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,slot_waste_rate,Wasted reserved slots,down,%,3,1|2|3,0.587433,0.004479,0.002586,0.576306,0.59856,0.011127,0.5837,0.5924
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,no_offer_rate,Demands with no offer,down,%,3,1|2|3,0.0168,0.006471,0.003736,0.000724,0.032876,0.016076,0.0094,0.0214
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,abandon_rate,Abandoned searches,down,%,3,1|2|3,0.012133,0.006621,0.003823,-0.004315,0.028582,0.016449,0.0047,0.0174
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,request_rejection_rate,Unserved demands,down,%,3,1|2|3,0.0168,0.006471,0.003736,0.000724,0.032876,0.016076,0.0094,0.0214
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,nb_station_level_rejections,Rejected demands,down,,3,1|2|3,250.0,145.165423,83.811296,-110.610901,610.610901,360.610901,101.0,391.0
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,station_rejection_rate,Station rejection rate,down,%,3,1|2|3,0.201533,0.117588,0.067889,-0.09057,0.493637,0.292104,0.0803,0.3151
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,total_ms_mean,End-to-end latency,down,ms,3,1|2|3,529.894333,251.504844,145.206389,-94.878334,1154.667,624.772667,240.958,699.691
pessimistic,150,bramev_fixed_alpha,BRAM-EV / fixed alpha,variant,wall_time_s,Wall time,down,s,3,1|2|3,44.773,15.240391,8.799044,6.913771,82.632229,37.859229,28.643,58.932
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,exact_satisfaction,Exact satisfaction,up,%,3,1|2|3,0.754967,0.08181,0.047233,0.551738,0.958195,0.203228,0.6622,0.8168
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,needs_satisfaction,Needs satisfied,up,%,3,1|2|3,0.767933,0.079627,0.045973,0.570129,0.965737,0.197804,0.6774,0.8271
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,confirm_rate,Confirmation rate,up,%,3,1|2|3,0.987367,0.007586,0.00438,0.968523,1.006211,0.018844,0.9787,0.9928
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,mean_waiting_time_min,Mean waiting time,down,min,3,1|2|3,20.772,12.821596,7.402552,-11.078609,52.622609,31.850609,12.798,35.562
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,mean_travel_distance_km,Mean distance,down,km,3,1|2|3,0.742267,0.097781,0.056454,0.499364,0.985169,0.242903,0.6678,0.853
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,rate_pres,Show-up rate,up,%,3,1|2|3,0.413267,0.006901,0.003984,0.396124,0.43041,0.017143,0.4053,0.4174
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,rate_abs,No-show rate,down,%,3,1|2|3,0.219833,0.022637,0.01307,0.163599,0.276067,0.056234,0.2014,0.2451
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,nb_no_show,No-shows,down,,3,1|2|3,94.666667,8.504901,4.910307,73.539322,115.794011,21.127344,85.0,101.0
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,nb_reservations,Confirmed reservations,up,,3,1|2|3,431.333333,25.32456,14.621141,368.423639,494.243028,62.909694,412.0,460.0
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,mean_occupancy_rate,Occupancy rate,up,%,3,1|2|3,0.827233,0.041238,0.023809,0.724792,0.929675,0.102442,0.7986,0.8745
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,mean_service_rate,Service rate,up,%,3,1|2|3,0.339233,0.017425,0.01006,0.295948,0.382519,0.043286,0.3271,0.3592
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,slot_waste_rate,Wasted reserved slots,down,%,3,1|2|3,0.590067,0.003523,0.002034,0.581314,0.598819,0.008752,0.586,0.5922
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,no_offer_rate,Demands with no offer,down,%,3,1|2|3,0.012633,0.007586,0.00438,-0.006211,0.031477,0.018844,0.0072,0.0213
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,abandon_rate,Abandoned searches,down,%,3,1|2|3,0.006633,0.005463,0.003154,-0.006937,0.020204,0.013571,0.0024,0.0128
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,request_rejection_rate,Unserved demands,down,%,3,1|2|3,0.012633,0.007586,0.00438,-0.006211,0.031477,0.018844,0.0072,0.0213
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,nb_station_level_rejections,Rejected demands,down,,3,1|2|3,185.666667,140.692336,81.228758,-163.83247,535.165804,349.499137,99.0,348.0
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,station_rejection_rate,Station rejection rate,down,%,3,1|2|3,0.154733,0.113025,0.065255,-0.126037,0.435504,0.280771,0.0778,0.2845
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,total_ms_mean,End-to-end latency,down,ms,3,1|2|3,564.467667,258.609058,149.308009,-77.952847,1206.888181,642.420514,269.312,751.301
pessimistic,150,bramev_global_rep,BRAM-EV / global reputation,variant,wall_time_s,Wall time,down,s,3,1|2|3,47.257,15.966325,9.218162,7.59445,86.91955,39.66255,31.028,62.947
pessimistic,150,bramev_nearest_offer,BRAM-EV / nearest offer,variant,exact_satisfaction,Exact satisfaction,up,%,3,1|2|3,0.656867,0.067096,0.038738,0.490192,0.823541,0.166675,0.5794,0.6966
pessimistic,150,bramev_nearest_offer,BRAM-EV / nearest offer,variant,needs_satisfaction,Needs satisfied,up,%,3,1|2|3,0.674467,0.066226,0.038235,0.509953,0.838981,0.164514,0.598,0.7134
pessimistic,150,bramev_nearest_offer,BRAM-EV / nearest offer,variant,confirm_rate,Confirmation rate,up,%,3,1|2|3,0.9756,0.010978,0.006338,0.94833,1.00287,0.02727,0.963,0.9831
