kind,scenario,nb_cars,metric,metric_label,goal,unit,step,component,from_method,to_method,nb_pairs,seeds,mean_value_from,mean_value_to,mean_delta,sd_delta,sem_delta,ci95_low,ci95_high,mean_delta_pct,t_stat,p_value,significant_95,nb_improved,share_improved,verdict
baseline,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Load-Aware,load_aware,bramev,3,1|2|3,0.0161,0.019333,0.003233,0.010436,0.006025,-0.02269,0.029157,24.4995,0.5366,0.645217,False,2,0.6667,ns
baseline,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Load-Aware,load_aware,bramev,3,1|2|3,0.010667,0.0149,0.004233,0.005783,0.003339,-0.010132,0.018599,34.5731,1.2679,0.332457,False,1,0.3333,ns
baseline,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Load-Aware,load_aware,bramev,3,1|2|3,0.0161,0.019333,0.003233,0.010436,0.006025,-0.02269,0.029157,24.4995,0.5366,0.645217,False,2,0.6667,ns
baseline,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Load-Aware,load_aware,bramev,3,1|2|3,207.333333,286.333333,79.0,105.697682,61.024585,-183.567598,341.567598,31.0434,1.2946,0.324786,False,1,0.3333,ns
baseline,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Load-Aware,load_aware,bramev,3,1|2|3,0.176833,0.222667,0.045833,0.060923,0.035174,-0.105508,0.197174,20.1721,1.303,0.322388,False,1,0.3333,ns
baseline,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Load-Aware,load_aware,bramev,3,1|2|3,552.769333,513.328667,-39.440667,51.745919,29.87552,-167.984655,89.103322,-3.3457,-1.3202,0.317617,False,2,0.6667,ns
baseline,pessimistic,150,wall_time_s,Wall time,down,s,0,Load-Aware,load_aware,bramev,3,1|2|3,46.182333,43.955333,-2.227,3.083544,1.780285,-9.886948,5.432948,-3.1423,-1.2509,0.337459,False,2,0.6667,ns
baseline,pessimistic,150,exact_satisfaction,Exact satisfaction,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.7632,0.751467,-0.011733,0.015676,0.00905,-0.050674,0.027207,-1.3771,-1.2965,0.324248,False,1,0.3333,ns
baseline,pessimistic,150,needs_satisfaction,Needs satisfied,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.772167,0.763967,-0.0082,0.013382,0.007726,-0.041443,0.025043,-0.9308,-1.0613,0.399757,False,1,0.3333,ns
baseline,pessimistic,150,confirm_rate,Confirmation rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.985033,0.980667,-0.004367,0.00435,0.002512,-0.015173,0.00644,-0.4447,-1.7386,0.224227,False,0,0.0,ns
baseline,pessimistic,150,mean_waiting_time_min,Mean waiting time,down,min,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,17.856,21.026,3.17,1.542366,0.890485,-0.661449,7.001449,29.7687,3.5599,0.07065,False,0,0.0,ns
baseline,pessimistic,150,mean_travel_distance_km,Mean distance,down,km,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.761733,0.720633,-0.0411,0.022103,0.012761,-0.096006,0.013806,-5.1916,-3.2207,0.08438,False,3,1.0,ns
baseline,pessimistic,150,rate_pres,Show-up rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.4149,0.412233,-0.002667,0.004446,0.002567,-0.01371,0.008377,-0.6416,-1.039,0.407943,False,1,0.3333,ns
baseline,pessimistic,150,rate_abs,No-show rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.217267,0.2196,0.002333,0.004571,0.002639,-0.009021,0.013688,1.159,0.8842,0.469879,False,1,0.3333,ns
baseline,pessimistic,150,nb_no_show,No-shows,down,,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,93.666667,94.666667,1.0,1.0,0.57735,-1.484138,3.484138,1.1061,1.7321,0.225403,False,0,0.0,ns
baseline,pessimistic,150,nb_reservations,Confirmed reservations,up,,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,432.0,431.666667,-0.333333,6.110101,3.527668,-15.511665,14.844999,-0.0295,-0.0945,0.933333,False,2,0.6667,ns
baseline,pessimistic,150,mean_occupancy_rate,Occupancy rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.839067,0.826033,-0.013033,0.007257,0.00419,-0.031061,0.004994,-1.5304,-3.1107,0.089661,False,0,0.0,ns
baseline,pessimistic,150,mean_service_rate,Service rate,up,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.338733,0.340767,0.002033,0.001904,0.001099,-0.002695,0.006762,0.6197,1.8502,0.205511,False,3,1.0,ns
baseline,pessimistic,150,slot_waste_rate,Wasted reserved slots,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.594567,0.5893,-0.005267,0.002695,0.001556,-0.011962,0.001428,-0.885,-3.3848,0.0773,False,3,1.0,ns
baseline,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.014967,0.019333,0.004367,0.00435,0.002512,-0.00644,0.015173,26.0444,1.7386,0.224227,False,0,0.0,ns
baseline,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.0104,0.0149,0.0045,0.002152,0.001242,-0.000845,0.009845,53.6354,3.6223,0.068478,False,0,0.0,ns
baseline,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.014967,0.019333,0.004367,0.00435,0.002512,-0.00644,0.015173,26.0444,1.7386,0.224227,False,0,0.0,ns
baseline,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,199.333333,286.333333,87.0,35.679126,20.599353,-1.631861,175.631861,57.1585,4.2234,0.051749,False,0,0.0,ns
baseline,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,0.169333,0.222667,0.053333,0.011663,0.006734,0.024361,0.082306,45.528,7.9205,0.015569,True,0,0.0,worse
baseline,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,528.999333,513.328667,-15.670667,32.415485,18.715089,-96.195195,64.853861,-0.1046,-0.8373,0.490524,False,2,0.6667,ns
baseline,pessimistic,150,wall_time_s,Wall time,down,s,0,Minimum Waiting Time,min_waiting,bramev,3,1|2|3,44.376667,43.955333,-0.421333,2.716774,1.56853,-7.170175,6.327508,0.5664,-0.2686,0.813396,False,2,0.6667,ns
variant,pessimistic,150,exact_satisfaction,Exact satisfaction,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.751467,0.656867,-0.0946,0.01695,0.009786,-0.136705,-0.052495,-12.586,-9.667,0.010532,True,0,0.0,worse
variant,pessimistic,150,needs_satisfaction,Needs satisfied,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.763967,0.674467,-0.0895,0.01704,0.009838,-0.13183,-0.04717,-11.707,-9.0972,0.011869,True,0,0.0,worse
variant,pessimistic,150,confirm_rate,Confirmation rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.980667,0.9756,-0.005067,0.00379,0.002188,-0.014481,0.004348,-0.5173,-2.3156,0.146579,False,0,0.0,ns
variant,pessimistic,150,mean_waiting_time_min,Mean waiting time,down,min,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,21.026,43.312,22.286,4.708289,2.718332,10.589962,33.982038,133.4321,8.1984,0.014554,True,0,0.0,worse
variant,pessimistic,150,mean_travel_distance_km,Mean distance,down,km,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.720633,0.7156,-0.005033,0.019293,0.011139,-0.05296,0.042893,-0.5481,-0.4519,0.695638,False,2,0.6667,ns
variant,pessimistic,150,rate_pres,Show-up rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.412233,0.409067,-0.003167,0.005361,0.003095,-0.016485,0.010151,-0.7864,-1.023,0.413882,False,1,0.3333,ns
variant,pessimistic,150,rate_abs,No-show rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.2196,0.2223,0.0027,0.005237,0.003024,-0.01031,0.01571,1.3313,0.8929,0.466122,False,1,0.3333,ns
variant,pessimistic,150,nb_no_show,No-shows,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,94.666667,104.666667,10.0,2.0,1.154701,5.031725,14.968275,10.7199,8.6603,0.013072,True,0,0.0,worse
variant,pessimistic,150,nb_reservations,Confirmed reservations,up,,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,431.666667,471.666667,40.0,1.0,0.57735,37.515862,42.484138,9.2716,69.282,0.000208,True,3,1.0,better
variant,pessimistic,150,mean_occupancy_rate,Occupancy rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.826033,0.756833,-0.0692,0.031359,0.018105,-0.147099,0.008699,-8.2915,-3.8222,0.062139,False,0,0.0,ns
variant,pessimistic,150,mean_service_rate,Service rate,up,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.340767,0.307833,-0.032933,0.008765,0.00506,-0.054707,-0.01116,-9.6062,-6.508,0.022806,True,0,0.0,worse
variant,pessimistic,150,slot_waste_rate,Wasted reserved slots,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.5893,0.5931,0.0038,0.007787,0.004496,-0.015544,0.023144,0.6467,0.8452,0.486986,False,1,0.3333,ns
variant,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.019333,0.0244,0.005067,0.00379,0.002188,-0.004348,0.014481,30.4045,2.3156,0.146579,False,0,0.0,ns
variant,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.0149,0.014233,-0.000667,0.00179,0.001033,-0.005113,0.003779,-1.5552,-0.6452,0.584951,False,2,0.6667,ns
variant,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.019333,0.0244,0.005067,0.00379,0.002188,-0.004348,0.014481,30.4045,2.3156,0.146579,False,0,0.0,ns
variant,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,286.333333,371.333333,85.0,54.990908,31.749016,-51.604989,221.604989,41.327,2.6772,0.115782,False,0,0.0,ns
variant,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,0.222667,0.254,0.031333,0.034076,0.019674,-0.053317,0.115984,23.7326,1.5926,0.252252,False,0,0.0,ns
variant,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,513.328667,540.888,27.559333,26.693802,15.411674,-38.751747,93.870414,3.9692,1.7882,0.215644,False,1,0.3333,ns
variant,pessimistic,150,wall_time_s,Wall time,down,s,0,Multi-criteria utility,bramev,bramev_nearest_offer,3,1|2|3,43.955333,50.622333,6.667,3.610506,2.084527,-2.301995,15.635995,14.582,3.1983,0.085419,False,0,0.0,ns
baseline,pessimistic,150,exact_satisfaction,Exact satisfaction,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.6547,0.751467,0.096767,0.009173,0.005296,0.07398,0.119554,14.7912,18.2716,0.002982,True,3,1.0,better
baseline,pessimistic,150,needs_satisfaction,Needs satisfied,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.6712,0.763967,0.092767,0.008368,0.004831,0.071979,0.113554,13.8345,19.2013,0.002701,True,3,1.0,better
baseline,pessimistic,150,confirm_rate,Confirmation rate,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.976,0.980667,0.004667,0.006223,0.003593,-0.010792,0.020125,0.4769,1.2989,0.323553,False,2,0.6667,ns
baseline,pessimistic,150,mean_waiting_time_min,Mean waiting time,down,min,0,Nearest Available,nearest_available,bramev,3,1|2|3,42.3,21.026,-21.274,4.008976,2.314583,-31.232848,-11.315152,-52.8611,-9.1913,0.011631,True,3,1.0,better
baseline,pessimistic,150,mean_travel_distance_km,Mean distance,down,km,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.725533,0.720633,-0.0049,0.032938,0.019017,-0.086722,0.076922,-0.8656,-0.2577,0.820751,False,1,0.3333,ns
baseline,pessimistic,150,rate_pres,Show-up rate,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.4122,0.412233,3.3e-05,0.002616,0.00151,-0.006465,0.006532,0.0203,0.0221,0.984396,False,1,0.3333,ns
baseline,pessimistic,150,rate_abs,No-show rate,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.2165,0.2196,0.0031,0.003439,0.001986,-0.005444,0.011644,1.3616,1.5611,0.258888,False,0,0.0,ns
baseline,pessimistic,150,nb_no_show,No-shows,down,,0,Nearest Available,nearest_available,bramev,3,1|2|3,102.0,94.666667,-7.333333,2.081666,1.20185,-12.504478,-2.162188,-7.2677,-6.1017,0.025824,True,3,1.0,better
baseline,pessimistic,150,nb_reservations,Confirmed reservations,up,,0,Nearest Available,nearest_available,bramev,3,1|2|3,472.0,431.666667,-40.333333,6.429101,3.711843,-56.304104,-24.362562,-8.5271,-10.8661,0.008363,True,0,0.0,worse
baseline,pessimistic,150,mean_occupancy_rate,Occupancy rate,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.752633,0.826033,0.0734,0.035548,0.020523,-0.014905,0.161705,9.7441,3.5764,0.070065,False,3,1.0,ns
baseline,pessimistic,150,mean_service_rate,Service rate,up,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.306267,0.340767,0.0345,0.012997,0.007504,0.002215,0.066785,11.2311,4.5978,0.044192,True,3,1.0,better
baseline,pessimistic,150,slot_waste_rate,Wasted reserved slots,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.5925,0.5893,-0.0032,0.005047,0.002914,-0.015737,0.009337,-0.5364,-1.0982,0.386653,False,2,0.6667,ns
baseline,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.024,0.019333,-0.004667,0.006223,0.003593,-0.020125,0.010792,-21.8816,-1.2989,0.323553,False,2,0.6667,ns
baseline,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.0143,0.0149,0.0006,0.001572,0.000907,-0.003304,0.004504,2.3131,0.6612,0.576441,False,1,0.3333,ns
baseline,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.024,0.019333,-0.004667,0.006223,0.003593,-0.020125,0.010792,-21.8816,-1.2989,0.323553,False,2,0.6667,ns
baseline,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Nearest Available,nearest_available,bramev,3,1|2|3,377.333333,286.333333,-91.0,65.482822,37.806525,-253.668348,71.668348,-24.5351,-2.407,0.137805,False,3,1.0,ns
baseline,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Nearest Available,nearest_available,bramev,3,1|2|3,0.2508,0.222667,-0.028133,0.025906,0.014957,-0.092488,0.036222,-13.7138,-1.8809,0.200717,False,3,1.0,ns
baseline,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Nearest Available,nearest_available,bramev,3,1|2|3,501.823,513.328667,11.505667,5.539755,3.198379,-2.255848,25.267181,2.7558,3.5973,0.069334,False,0,0.0,ns
baseline,pessimistic,150,wall_time_s,Wall time,down,s,0,Nearest Available,nearest_available,bramev,3,1|2|3,46.674333,43.955333,-2.719,3.073283,1.774361,-10.353459,4.915459,-4.4515,-1.5324,0.265126,False,2,0.6667,ns
variant,pessimistic,150,exact_satisfaction,Exact satisfaction,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.751467,0.754967,0.0035,0.006129,0.003538,-0.011724,0.018724,0.414,0.9892,0.426845,False,2,0.6667,ns
variant,pessimistic,150,needs_satisfaction,Needs satisfied,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.763967,0.767933,0.003967,0.005066,0.002925,-0.008618,0.016551,0.4795,1.3562,0.307847,False,2,0.6667,ns
variant,pessimistic,150,confirm_rate,Confirmation rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.980667,0.987367,0.0067,0.002052,0.001185,0.001603,0.011797,0.6845,5.6558,0.029868,True,3,1.0,better
variant,pessimistic,150,mean_waiting_time_min,Mean waiting time,down,min,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,21.026,20.772,-0.254,0.448611,0.259006,-1.368412,0.860412,-1.3344,-0.9807,0.430161,False,2,0.6667,ns
variant,pessimistic,150,mean_travel_distance_km,Mean distance,down,km,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.720633,0.742267,0.021633,0.011222,0.006479,-0.006243,0.049509,3.0355,3.3391,0.079182,False,0,0.0,ns
variant,pessimistic,150,rate_pres,Show-up rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.412233,0.413267,0.001033,0.003272,0.001889,-0.007094,0.00916,0.2604,0.5471,0.639218,False,2,0.6667,ns
variant,pessimistic,150,rate_abs,No-show rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.2196,0.219833,0.000233,0.001332,0.000769,-0.003075,0.003541,0.1468,0.3035,0.790178,False,1,0.3333,ns
variant,pessimistic,150,nb_no_show,No-shows,down,,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,94.666667,94.666667,0.0,2.0,1.154701,-4.968275,4.968275,0.0472,0.0,1.0,False,1,0.3333,ns
variant,pessimistic,150,nb_reservations,Confirmed reservations,up,,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,431.666667,431.333333,-0.333333,6.658328,3.844188,-16.873537,16.206871,-0.1206,-0.0867,0.938801,False,1,0.3333,ns
variant,pessimistic,150,mean_occupancy_rate,Occupancy rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.826033,0.827233,0.0012,0.013403,0.007738,-0.032095,0.034495,0.143,0.1551,0.890999,False,2,0.6667,ns
variant,pessimistic,150,mean_service_rate,Service rate,up,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.340767,0.339233,-0.001533,0.003889,0.002245,-0.011194,0.008127,-0.4518,-0.6829,0.565147,False,1,0.3333,ns
variant,pessimistic,150,slot_waste_rate,Wasted reserved slots,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.5893,0.590067,0.000767,0.002608,0.001506,-0.005713,0.007246,0.1297,0.5091,0.661288,False,1,0.3333,ns
variant,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.019333,0.012633,-0.0067,0.002052,0.001185,-0.011797,-0.001603,-36.6528,-5.6558,0.029868,True,3,1.0,better
variant,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.0149,0.006633,-0.008267,0.003252,0.001877,-0.016344,-0.000189,-58.2954,-4.4034,0.047899,True,3,1.0,better
variant,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.019333,0.012633,-0.0067,0.002052,0.001185,-0.011797,-0.001603,-36.6528,-5.6558,0.029868,True,3,1.0,better
variant,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,286.333333,185.666667,-100.666667,54.197171,31.290751,-235.299903,33.966569,-36.7478,-3.2171,0.084546,False,3,1.0,ns
variant,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,0.222667,0.154733,-0.067933,0.033227,0.019184,-0.150475,0.014608,-32.2575,-3.5412,0.071319,False,3,1.0,ns
variant,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,513.328667,564.467667,51.139,25.293056,14.602953,-11.692435,113.970435,10.3983,3.502,0.072754,False,0,0.0,ns
variant,pessimistic,150,wall_time_s,Wall time,down,s,0,Per-company reputation,bramev,bramev_global_rep,3,1|2|3,43.955333,47.257,3.301667,2.525531,1.458116,-2.972099,9.575433,7.6723,2.2643,0.151834,False,0,0.0,ns
baseline,pessimistic,150,exact_satisfaction,Exact satisfaction,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.729467,0.751467,0.022,0.0103,0.005947,-0.003587,0.047587,3.1386,3.6995,0.065922,False,3,1.0,ns
baseline,pessimistic,150,needs_satisfaction,Needs satisfied,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.7413,0.763967,0.022667,0.008031,0.004637,0.002717,0.042616,3.1607,4.8887,0.039387,True,3,1.0,better
baseline,pessimistic,150,confirm_rate,Confirmation rate,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.976467,0.980667,0.0042,0.016109,0.009301,-0.035818,0.044218,0.4409,0.4516,0.695817,False,1,0.3333,ns
baseline,pessimistic,150,mean_waiting_time_min,Mean waiting time,down,min,0,Random Feasible,random_feasible,bramev,3,1|2|3,26.93,21.026,-5.904,2.14089,1.236044,-11.222267,-0.585733,-24.1039,-4.7765,0.041144,True,3,1.0,better
baseline,pessimistic,150,mean_travel_distance_km,Mean distance,down,km,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.817667,0.720633,-0.097033,0.02525,0.014578,-0.159757,-0.03431,-11.7439,-6.6562,0.021834,True,3,1.0,better
baseline,pessimistic,150,rate_pres,Show-up rate,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.410867,0.412233,0.001367,0.003502,0.002022,-0.007333,0.010066,0.3501,0.676,0.568755,False,2,0.6667,ns
baseline,pessimistic,150,rate_abs,No-show rate,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.216667,0.2196,0.002933,0.001901,0.001097,-0.001789,0.007655,1.3081,2.6728,0.116102,False,0,0.0,ns
baseline,pessimistic,150,nb_no_show,No-shows,down,,0,Random Feasible,random_feasible,bramev,3,1|2|3,95.666667,94.666667,-1.0,2.645751,1.527525,-7.572411,5.572411,-1.1163,-0.6547,0.579916,False,2,0.6667,ns
baseline,pessimistic,150,nb_reservations,Confirmed reservations,up,,0,Random Feasible,random_feasible,bramev,3,1|2|3,442.666667,431.666667,-11.0,10.535654,6.082763,-37.172015,15.172015,-2.3942,-1.8084,0.212274,False,0,0.0,ns
baseline,pessimistic,150,mean_occupancy_rate,Occupancy rate,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.809433,0.826033,0.0166,0.009608,0.005547,-0.007268,0.040468,2.045,2.9924,0.095883,False,3,1.0,ns
baseline,pessimistic,150,mean_service_rate,Service rate,up,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.332933,0.340767,0.007833,0.004944,0.002854,-0.004448,0.020115,2.3214,2.7443,0.111091,False,3,1.0,ns
baseline,pessimistic,150,slot_waste_rate,Wasted reserved slots,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.5912,0.5893,-0.0019,0.003439,0.001986,-0.010444,0.006644,-0.3186,-0.9568,0.439639,False,2,0.6667,ns
baseline,pessimistic,150,no_offer_rate,Demands with no offer,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.023533,0.019333,-0.0042,0.016109,0.009301,-0.044218,0.035818,-0.3586,-0.4516,0.695817,False,1,0.3333,ns
baseline,pessimistic,150,abandon_rate,Abandoned searches,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.015767,0.0149,-0.000867,0.016825,0.009714,-0.042663,0.04093,43.112,-0.0892,0.937039,False,1,0.3333,ns
baseline,pessimistic,150,request_rejection_rate,Unserved demands,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.023533,0.019333,-0.0042,0.016109,0.009301,-0.044218,0.035818,-0.3586,-0.4516,0.695817,False,1,0.3333,ns
baseline,pessimistic,150,nb_station_level_rejections,Rejected demands,down,,0,Random Feasible,random_feasible,bramev,3,1|2|3,334.0,286.333333,-47.666667,218.660315,126.243592,-590.849001,495.515668,-8.9802,-0.3776,0.742048,False,2,0.6667,ns
baseline,pessimistic,150,station_rejection_rate,Station rejection rate,down,%,0,Random Feasible,random_feasible,bramev,3,1|2|3,0.246767,0.222667,-0.0241,0.12835,0.074103,-0.342939,0.294739,-8.7653,-0.3252,0.775882,False,2,0.6667,ns
baseline,pessimistic,150,total_ms_mean,End-to-end latency,down,ms,0,Random Feasible,random_feasible,bramev,3,1|2|3,503.169,513.328667,10.159667,14.66464,8.466634,-26.269319,46.588652,3.3963,1.2,0.353014,False,1,0.3333,ns
baseline,pessimistic,150,wall_time_s,Wall time,down,s,0,Random Feasible,random_feasible,bramev,3,1|2|3,43.43,43.955333,0.525333,1.802709,1.040794,-3.952843,5.00351,1.6659,0.5047,0.663861,False,1,0.3333,ns
