scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,250,multistation,42,42,42,observed,abs,701,0.2186
pessimistic,250,multistation,42,42,42,observed,breakdown,42,0.0131
pessimistic,250,multistation,42,42,42,observed,early,46,0.0143
pessimistic,250,multistation,42,42,42,observed,late,1074,0.3349
pessimistic,250,multistation,42,42,42,observed,pres,1341,0.4181
pessimistic,250,multistation,42,42,42,observed,unresolved,3,0.0009
pessimistic,250,multistation,42,42,42,intent,abs,743,0.2317
pessimistic,250,multistation,42,42,42,intent,early,474,0.1478
pessimistic,250,multistation,42,42,42,intent,late,646,0.2014
pessimistic,250,multistation,42,42,42,intent,pres,1344,0.4191
pessimistic,250,multistation,42,42,42,reclassified,early->late,428,
