scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,150,multistation_rep,42,42,42,observed,abs,118,0.0937
optimistic,150,multistation_rep,42,42,42,observed,early,2,0.0016
optimistic,150,multistation_rep,42,42,42,observed,late,188,0.1492
optimistic,150,multistation_rep,42,42,42,observed,pres,951,0.7548
optimistic,150,multistation_rep,42,42,42,observed,unresolved,1,0.0008
optimistic,150,multistation_rep,42,42,42,intent,abs,118,0.0937
optimistic,150,multistation_rep,42,42,42,intent,early,114,0.0905
optimistic,150,multistation_rep,42,42,42,intent,late,76,0.0603
optimistic,150,multistation_rep,42,42,42,intent,pres,952,0.7556
optimistic,150,multistation_rep,42,42,42,reclassified,early->late,112,
