scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,250,multistation_rep,42,42,42,observed,abs,471,0.1937
balance,250,multistation_rep,42,42,42,observed,breakdown,22,0.009
balance,250,multistation_rep,42,42,42,observed,early,23,0.0095
balance,250,multistation_rep,42,42,42,observed,late,457,0.1879
balance,250,multistation_rep,42,42,42,observed,pres,1458,0.5995
balance,250,multistation_rep,42,42,42,observed,unresolved,1,0.0004
balance,250,multistation_rep,42,42,42,intent,abs,493,0.2027
balance,250,multistation_rep,42,42,42,intent,early,288,0.1184
balance,250,multistation_rep,42,42,42,intent,late,192,0.0789
balance,250,multistation_rep,42,42,42,intent,pres,1459,0.5999
balance,250,multistation_rep,42,42,42,reclassified,early->late,265,
