scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,250,multistation,42,42,42,observed,abs,205,0.0967
optimistic,250,multistation,42,42,42,observed,breakdown,2,0.0009
optimistic,250,multistation,42,42,42,observed,early,8,0.0038
optimistic,250,multistation,42,42,42,observed,late,307,0.1449
optimistic,250,multistation,42,42,42,observed,pres,1595,0.7527
optimistic,250,multistation,42,42,42,observed,unresolved,2,0.0009
optimistic,250,multistation,42,42,42,intent,abs,207,0.0977
optimistic,250,multistation,42,42,42,intent,early,182,0.0859
optimistic,250,multistation,42,42,42,intent,late,133,0.0628
optimistic,250,multistation,42,42,42,intent,pres,1597,0.7537
optimistic,250,multistation,42,42,42,reclassified,early->late,174,
