scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,200,bramev,42,42,42,observed,abs,382,0.1948
balance,200,bramev,42,42,42,observed,breakdown,16,0.0082
balance,200,bramev,42,42,42,observed,early,6,0.0031
balance,200,bramev,42,42,42,observed,late,391,0.1994
balance,200,bramev,42,42,42,observed,pres,1164,0.5936
balance,200,bramev,42,42,42,observed,unresolved,2,0.001
balance,200,bramev,42,42,42,intent,abs,398,0.203
balance,200,bramev,42,42,42,intent,early,240,0.1224
balance,200,bramev,42,42,42,intent,late,158,0.0806
balance,200,bramev,42,42,42,intent,pres,1165,0.5941
balance,200,bramev,42,42,42,reclassified,early->late,234,
