scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,100,bramev,42,42,42,observed,abs,241,0.2177
pessimistic,100,bramev,42,42,42,observed,breakdown,12,0.0108
pessimistic,100,bramev,42,42,42,observed,early,1,0.0009
pessimistic,100,bramev,42,42,42,observed,late,384,0.3469
pessimistic,100,bramev,42,42,42,observed,pres,468,0.4228
pessimistic,100,bramev,42,42,42,observed,unresolved,1,0.0009
pessimistic,100,bramev,42,42,42,intent,abs,253,0.2285
pessimistic,100,bramev,42,42,42,intent,early,162,0.1463
pessimistic,100,bramev,42,42,42,intent,late,223,0.2014
pessimistic,100,bramev,42,42,42,intent,pres,469,0.4237
pessimistic,100,bramev,42,42,42,reclassified,early->late,161,
