scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,250,multistation,42,42,42,observed,abs,471,0.1921
balance,250,multistation,42,42,42,observed,breakdown,24,0.0098
balance,250,multistation,42,42,42,observed,early,24,0.0098
balance,250,multistation,42,42,42,observed,late,462,0.1884
balance,250,multistation,42,42,42,observed,pres,1469,0.5991
balance,250,multistation,42,42,42,observed,unresolved,2,0.0008
balance,250,multistation,42,42,42,intent,abs,495,0.2019
balance,250,multistation,42,42,42,intent,early,290,0.1183
balance,250,multistation,42,42,42,intent,late,196,0.0799
balance,250,multistation,42,42,42,intent,pres,1471,0.5999
balance,250,multistation,42,42,42,reclassified,early->late,266,
