kind,scenario,nb_cars,metric,metric_label,goal,unit,step,component,from_method,to_method,value_from,value_to,delta,delta_pct,improvement
ladder,pessimistic,20,exact_satisfaction,Satisfaction exacte,up,%,1,Recherche multi-stations,greedy,multistation,0.91,0.91,0.0,0.0,False
ladder,pessimistic,20,needs_satisfaction,Besoins satisfaits,up,%,1,Recherche multi-stations,greedy,multistation,0.91,0.91,0.0,0.0,False
ladder,pessimistic,20,confirm_rate,Taux de confirmation,up,%,1,Recherche multi-stations,greedy,multistation,1.0,1.0,0.0,0.0,False
ladder,pessimistic,20,mean_waiting_time_min,Attente moyenne,down,min,1,Recherche multi-stations,greedy,multistation,0.0,0.0,0.0,,False
ladder,pessimistic,20,mean_travel_distance_km,Distance moyenne,down,km,1,Recherche multi-stations,greedy,multistation,0.4047,0.4047,0.0,0.0,False
ladder,pessimistic,20,rate_pres,Taux de présentation,up,%,1,Recherche multi-stations,greedy,multistation,0.4474,0.4474,0.0,0.0,False
ladder,pessimistic,20,rate_abs,Taux de no-show,down,%,1,Recherche multi-stations,greedy,multistation,0.1053,0.1053,0.0,0.0,False
ladder,pessimistic,20,nb_no_show,No-shows,down,,1,Recherche multi-stations,greedy,multistation,4.0,4.0,0.0,0.0,False
ladder,pessimistic,20,nb_reservations,Réservations confirmées,up,,1,Recherche multi-stations,greedy,multistation,38.0,38.0,0.0,0.0,False
ladder,pessimistic,20,mean_occupancy_rate,Taux d'occupation,up,%,1,Recherche multi-stations,greedy,multistation,0.1505,0.1505,0.0,0.0,False
ladder,pessimistic,20,mean_service_rate,Taux de service,up,%,1,Recherche multi-stations,greedy,multistation,0.0692,0.0692,0.0,0.0,False
ladder,pessimistic,20,slot_waste_rate,Slots réservés perdus,down,%,1,Recherche multi-stations,greedy,multistation,0.5182,0.5182,0.0,0.0,False
ladder,pessimistic,20,nb_rejected_request,Demandes rejetées,down,,1,Recherche multi-stations,greedy,multistation,0.0,0.0,0.0,,False
ladder,pessimistic,20,total_ms_mean,Latence bout-en-bout,down,ms,1,Recherche multi-stations,greedy,multistation,43.92,86.705,42.785,97.4158,False
ladder,pessimistic,20,wall_time_s,Temps de calcul,down,s,1,Recherche multi-stations,greedy,multistation,1.115,2.097,0.982,88.0717,False
ladder,pessimistic,20,exact_satisfaction,Satisfaction exacte,up,%,2,Réputation,multistation,multistation_rep,0.91,0.8869,-0.0231,-2.5385,False
ladder,pessimistic,20,needs_satisfaction,Besoins satisfaits,up,%,2,Réputation,multistation,multistation_rep,0.91,0.8869,-0.0231,-2.5385,False
ladder,pessimistic,20,confirm_rate,Taux de confirmation,up,%,2,Réputation,multistation,multistation_rep,1.0,0.2388,-0.7612,-76.12,False
ladder,pessimistic,20,mean_waiting_time_min,Attente moyenne,down,min,2,Réputation,multistation,multistation_rep,0.0,0.0,0.0,,False
ladder,pessimistic,20,mean_travel_distance_km,Distance moyenne,down,km,2,Réputation,multistation,multistation_rep,0.4047,0.4259,0.0212,5.2384,False
ladder,pessimistic,20,rate_pres,Taux de présentation,up,%,2,Réputation,multistation,multistation_rep,0.4474,0.4688,0.0214,4.7832,True
ladder,pessimistic,20,rate_abs,Taux de no-show,down,%,2,Réputation,multistation,multistation_rep,0.1053,0.0938,-0.0115,-10.9212,True
ladder,pessimistic,20,nb_no_show,No-shows,down,,2,Réputation,multistation,multistation_rep,4.0,3.0,-1.0,-25.0,True
ladder,pessimistic,20,nb_reservations,Réservations confirmées,up,,2,Réputation,multistation,multistation_rep,38.0,32.0,-6.0,-15.7895,False
ladder,pessimistic,20,mean_occupancy_rate,Taux d'occupation,up,%,2,Réputation,multistation,multistation_rep,0.1505,0.125,-0.0255,-16.9435,False
ladder,pessimistic,20,mean_service_rate,Taux de service,up,%,2,Réputation,multistation,multistation_rep,0.0692,0.0618,-0.0074,-10.6936,False
ladder,pessimistic,20,slot_waste_rate,Slots réservés perdus,down,%,2,Réputation,multistation,multistation_rep,0.5182,0.4945,-0.0237,-4.5735,True
ladder,pessimistic,20,nb_rejected_request,Demandes rejetées,down,,2,Réputation,multistation,multistation_rep,0.0,212.0,212.0,,False
ladder,pessimistic,20,total_ms_mean,Latence bout-en-bout,down,ms,2,Réputation,multistation,multistation_rep,86.705,79.92,-6.785,-7.8254,True
ladder,pessimistic,20,wall_time_s,Temps de calcul,down,s,2,Réputation,multistation,multistation_rep,2.097,2.044,-0.053,-2.5274,True
ladder,pessimistic,20,exact_satisfaction,Satisfaction exacte,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.8869,0.8869,0.0,0.0,False
ladder,pessimistic,20,needs_satisfaction,Besoins satisfaits,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.8869,0.8869,0.0,0.0,False
ladder,pessimistic,20,confirm_rate,Taux de confirmation,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.2388,0.2388,0.0,0.0,False
ladder,pessimistic,20,mean_waiting_time_min,Attente moyenne,down,min,3,Adaptation entre stations,multistation_rep,bramev,0.0,0.0,0.0,,False
ladder,pessimistic,20,mean_travel_distance_km,Distance moyenne,down,km,3,Adaptation entre stations,multistation_rep,bramev,0.4259,0.4259,0.0,0.0,False
ladder,pessimistic,20,rate_pres,Taux de présentation,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.4688,0.4688,0.0,0.0,False
ladder,pessimistic,20,rate_abs,Taux de no-show,down,%,3,Adaptation entre stations,multistation_rep,bramev,0.0938,0.0938,0.0,0.0,False
ladder,pessimistic,20,nb_no_show,No-shows,down,,3,Adaptation entre stations,multistation_rep,bramev,3.0,3.0,0.0,0.0,False
ladder,pessimistic,20,nb_reservations,Réservations confirmées,up,,3,Adaptation entre stations,multistation_rep,bramev,32.0,32.0,0.0,0.0,False
ladder,pessimistic,20,mean_occupancy_rate,Taux d'occupation,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.125,0.125,0.0,0.0,False
ladder,pessimistic,20,mean_service_rate,Taux de service,up,%,3,Adaptation entre stations,multistation_rep,bramev,0.0618,0.0618,0.0,0.0,False
ladder,pessimistic,20,slot_waste_rate,Slots réservés perdus,down,%,3,Adaptation entre stations,multistation_rep,bramev,0.4945,0.4945,0.0,0.0,False
ladder,pessimistic,20,nb_rejected_request,Demandes rejetées,down,,3,Adaptation entre stations,multistation_rep,bramev,212.0,212.0,0.0,0.0,False
ladder,pessimistic,20,total_ms_mean,Latence bout-en-bout,down,ms,3,Adaptation entre stations,multistation_rep,bramev,79.92,80.308,0.388,0.4855,False
ladder,pessimistic,20,wall_time_s,Temps de calcul,down,s,3,Adaptation entre stations,multistation_rep,bramev,2.044,2.062,0.018,0.8806,False
ladder,pessimistic,40,exact_satisfaction,Satisfaction exacte,up,%,1,Recherche multi-stations,greedy,multistation,0.8524,0.874,0.0216,2.534,True
ladder,pessimistic,40,needs_satisfaction,Besoins satisfaits,up,%,1,Recherche multi-stations,greedy,multistation,0.8546,0.8762,0.0216,2.5275,True
ladder,pessimistic,40,confirm_rate,Taux de confirmation,up,%,1,Recherche multi-stations,greedy,multistation,1.0,1.0,0.0,0.0,False
ladder,pessimistic,40,mean_waiting_time_min,Attente moyenne,down,min,1,Recherche multi-stations,greedy,multistation,1.23,0.576,-0.654,-53.1707,True
ladder,pessimistic,40,mean_travel_distance_km,Distance moyenne,down,km,1,Recherche multi-stations,greedy,multistation,0.4094,0.3992,-0.0102,-2.4915,True
ladder,pessimistic,40,rate_pres,Taux de présentation,up,%,1,Recherche multi-stations,greedy,multistation,0.4789,0.4789,0.0,0.0,False
ladder,pessimistic,40,rate_abs,Taux de no-show,down,%,1,Recherche multi-stations,greedy,multistation,0.1408,0.1408,0.0,0.0,False
ladder,pessimistic,40,nb_no_show,No-shows,down,,1,Recherche multi-stations,greedy,multistation,10.0,10.0,0.0,0.0,False
ladder,pessimistic,40,nb_reservations,Réservations confirmées,up,,1,Recherche multi-stations,greedy,multistation,71.0,71.0,0.0,0.0,False
