kind,metric,metric_label,goal,unit,step,component,from_method,to_method,nb_worlds,mean_value_from,mean_value_to,mean_delta,mean_delta_pct,nb_improved,share_improved
ladder,exact_satisfaction,Satisfaction exacte,up,%,1,Recherche multi-stations,greedy,multistation,2,0.8812,0.892,0.0108,1.267,1,0.5
ladder,needs_satisfaction,Besoins satisfaits,up,%,1,Recherche multi-stations,greedy,multistation,2,0.8823,0.8931,0.0108,1.2637,1,0.5
ladder,confirm_rate,Taux de confirmation,up,%,1,Recherche multi-stations,greedy,multistation,2,1.0,1.0,0.0,0.0,0,0.0
ladder,mean_waiting_time_min,Attente moyenne,down,min,1,Recherche multi-stations,greedy,multistation,2,0.615,0.288,-0.327,-53.1707,1,0.5
ladder,mean_travel_distance_km,Distance moyenne,down,km,1,Recherche multi-stations,greedy,multistation,2,0.40705,0.40195,-0.0051,-1.2457,1,0.5
ladder,rate_pres,Taux de présentation,up,%,1,Recherche multi-stations,greedy,multistation,2,0.46315,0.46315,0.0,0.0,0,0.0
ladder,rate_abs,Taux de no-show,down,%,1,Recherche multi-stations,greedy,multistation,2,0.12305,0.12305,0.0,0.0,0,0.0
ladder,nb_no_show,No-shows,down,,1,Recherche multi-stations,greedy,multistation,2,7.0,7.0,0.0,0.0,0,0.0
ladder,nb_reservations,Réservations confirmées,up,,1,Recherche multi-stations,greedy,multistation,2,54.5,54.5,0.0,0.0,0,0.0
ladder,mean_occupancy_rate,Taux d'occupation,up,%,1,Recherche multi-stations,greedy,multistation,2,0.21615,0.21665,0.0005,0.1774,1,0.5
ladder,mean_service_rate,Taux de service,up,%,1,Recherche multi-stations,greedy,multistation,2,0.10155,0.10225,0.0007,0.5228,1,0.5
ladder,slot_waste_rate,Slots réservés perdus,down,%,1,Recherche multi-stations,greedy,multistation,2,0.5123,0.51165,-0.00065,-0.1283,1,0.5
ladder,nb_rejected_request,Demandes rejetées,down,,1,Recherche multi-stations,greedy,multistation,2,0.0,0.0,0.0,,0,0.0
ladder,total_ms_mean,Latence bout-en-bout,down,ms,1,Recherche multi-stations,greedy,multistation,2,52.1755,107.188,55.0125,104.3416,0,0.0
ladder,wall_time_s,Temps de calcul,down,s,1,Recherche multi-stations,greedy,multistation,2,1.592,3.279,1.687,101.8416,0,0.0
ladder,exact_satisfaction,Satisfaction exacte,up,%,2,Réputation,multistation,multistation_rep,2,0.892,0.87015,-0.02185,-2.4478,0,0.0
ladder,needs_satisfaction,Besoins satisfaits,up,%,2,Réputation,multistation,multistation_rep,2,0.8931,0.8708,-0.0223,-2.4962,0,0.0
ladder,confirm_rate,Taux de confirmation,up,%,2,Réputation,multistation,multistation_rep,2,1.0,0.23915,-0.76085,-76.085,0,0.0
ladder,mean_waiting_time_min,Attente moyenne,down,min,2,Réputation,multistation,multistation_rep,2,0.288,0.183,-0.105,-36.4583,1,0.5
ladder,mean_travel_distance_km,Distance moyenne,down,km,2,Réputation,multistation,multistation_rep,2,0.40195,0.4326,0.03065,7.6418,0,0.0
ladder,rate_pres,Taux de présentation,up,%,2,Réputation,multistation,multistation_rep,2,0.46315,0.48045,0.0173,3.7698,2,1.0
ladder,rate_abs,Taux de no-show,down,%,2,Réputation,multistation,multistation_rep,2,0.12305,0.1104,-0.01265,-10.3612,2,1.0
ladder,nb_no_show,No-shows,down,,2,Réputation,multistation,multistation_rep,2,7.0,5.5,-1.5,-22.5,2,1.0
ladder,nb_reservations,Réservations confirmées,up,,2,Réputation,multistation,multistation_rep,2,54.5,47.5,-7.0,-13.5285,0,0.0
ladder,mean_occupancy_rate,Taux d'occupation,up,%,2,Réputation,multistation,multistation_rep,2,0.21665,0.18835,-0.0283,-13.9703,0,0.0
ladder,mean_service_rate,Taux de service,up,%,2,Réputation,multistation,multistation_rep,2,0.10225,0.09415,-0.0081,-8.5989,0,0.0
ladder,slot_waste_rate,Slots réservés perdus,down,%,2,Réputation,multistation,multistation_rep,2,0.51165,0.48955,-0.0221,-4.3161,2,1.0
ladder,nb_rejected_request,Demandes rejetées,down,,2,Réputation,multistation,multistation_rep,2,0.0,309.0,309.0,,0,0.0
ladder,total_ms_mean,Latence bout-en-bout,down,ms,2,Réputation,multistation,multistation_rep,2,107.188,100.7625,-6.4255,-6.2883,2,1.0
ladder,wall_time_s,Temps de calcul,down,s,2,Réputation,multistation,multistation_rep,2,3.279,3.239,-0.04,-1.5663,2,1.0
ladder,exact_satisfaction,Satisfaction exacte,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.87015,0.87015,0.0,0.0,0,0.0
ladder,needs_satisfaction,Besoins satisfaits,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.8708,0.8708,0.0,0.0,0,0.0
ladder,confirm_rate,Taux de confirmation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.23915,0.23915,0.0,0.0,0,0.0
ladder,mean_waiting_time_min,Attente moyenne,down,min,3,Adaptation entre stations,multistation_rep,bramev,2,0.183,0.183,0.0,0.0,0,0.0
ladder,mean_travel_distance_km,Distance moyenne,down,km,3,Adaptation entre stations,multistation_rep,bramev,2,0.4326,0.4326,0.0,0.0,0,0.0
ladder,rate_pres,Taux de présentation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.48045,0.48045,0.0,0.0,0,0.0
ladder,rate_abs,Taux de no-show,down,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.1104,0.1104,0.0,0.0,0,0.0
ladder,nb_no_show,No-shows,down,,3,Adaptation entre stations,multistation_rep,bramev,2,5.5,5.5,0.0,0.0,0,0.0
ladder,nb_reservations,Réservations confirmées,up,,3,Adaptation entre stations,multistation_rep,bramev,2,47.5,47.5,0.0,0.0,0,0.0
ladder,mean_occupancy_rate,Taux d'occupation,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.18835,0.18835,0.0,0.0,0,0.0
ladder,mean_service_rate,Taux de service,up,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.09415,0.09415,0.0,0.0,0,0.0
ladder,slot_waste_rate,Slots réservés perdus,down,%,3,Adaptation entre stations,multistation_rep,bramev,2,0.48955,0.48955,0.0,0.0,0,0.0
ladder,nb_rejected_request,Demandes rejetées,down,,3,Adaptation entre stations,multistation_rep,bramev,2,309.0,309.0,0.0,0.0,0,0.0
ladder,total_ms_mean,Latence bout-en-bout,down,ms,3,Adaptation entre stations,multistation_rep,bramev,2,100.7625,101.3855,0.623,0.5956,0,0.0
ladder,wall_time_s,Temps de calcul,down,s,3,Adaptation entre stations,multistation_rep,bramev,2,3.239,3.2405,0.0015,0.2712,1,0.5
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.87015,0.84675,-0.0234,-2.673,0,0.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.8708,0.8474,-0.0234,-2.6715,0,0.0
variant,confirm_rate,Taux de confirmation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.23915,0.2326,-0.00655,-2.739,0,0.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.183,0.228,0.045,24.5902,0,0.0
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.4326,0.4186,-0.014,-3.2474,2,1.0
variant,rate_pres,Taux de présentation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.48045,0.48045,0.0,0.0,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.1104,0.1104,0.0,0.0,0,0.0
variant,nb_no_show,No-shows,down,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,5.5,5.5,0.0,0.0,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,47.5,47.5,0.0,0.0,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.18835,0.1865,-0.00185,-1.0773,0,0.0
variant,mean_service_rate,Taux de service,up,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.09415,0.0932,-0.00095,-1.082,0,0.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,0.48955,0.4913,0.00175,0.3572,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,309.0,330.5,21.5,7.2114,0,0.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,101.3855,100.9785,-0.407,-0.4292,2,1.0
variant,wall_time_s,Temps de calcul,down,s,0,Hétérogénéité des alpha,bramev,bramev_fixed_alpha,2,3.2405,3.329,0.0885,3.3607,0,0.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.87015,0.6952,-0.17495,-20.0998,0,0.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.8708,0.6952,-0.1756,-20.1608,0,0.0
variant,confirm_rate,Taux de confirmation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.23915,0.03205,-0.2071,-86.5973,0,0.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Réputation par société,bramev,bramev_global_rep,2,0.183,0.075,-0.108,-59.0164,1,0.5
