kind,metric,metric_label,goal,unit,step,component,from_method,to_method,nb_worlds,mean_value_from,mean_value_to,mean_delta,mean_delta_pct,nb_improved,share_improved
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Réputation par société,bramev,bramev_global_rep,2,0.4326,0.40815,-0.02445,-5.701,2,1.0
variant,rate_pres,Taux de présentation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.48045,0.46885,-0.0116,-2.3199,1,0.5
variant,rate_abs,Taux de no-show,down,%,0,Réputation par société,bramev,bramev_global_rep,2,0.1104,0.14835,0.03795,36.7239,0,0.0
variant,nb_no_show,No-shows,down,,0,Réputation par société,bramev,bramev_global_rep,2,5.5,4.5,-1.0,-12.5,1,0.5
variant,nb_reservations,Réservations confirmées,up,,0,Réputation par société,bramev,bramev_global_rep,2,47.5,30.0,-17.5,-36.2351,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.18835,0.12145,-0.0669,-34.6937,0,0.0
variant,mean_service_rate,Taux de service,up,%,0,Réputation par société,bramev,bramev_global_rep,2,0.09415,0.0565,-0.03765,-38.6183,0,0.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Réputation par société,bramev,bramev_global_rep,2,0.48955,0.51385,0.0243,4.9985,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Réputation par société,bramev,bramev_global_rep,2,309.0,1823.5,1514.5,484.0354,0,0.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Réputation par société,bramev,bramev_global_rep,2,101.3855,127.4225,26.037,24.4622,0,0.0
variant,wall_time_s,Temps de calcul,down,s,0,Réputation par société,bramev,bramev_global_rep,2,3.2405,6.787,3.5465,114.3614,0,0.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.87015,0.883,0.01285,1.4546,2,1.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.8708,0.88355,0.01275,1.4427,2,1.0
variant,confirm_rate,Taux de confirmation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.23915,0.8741,0.63495,265.4742,2,1.0
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.183,1.23,1.047,572.1311,0,0.0
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.4326,0.4278,-0.0048,-1.0805,1,0.5
variant,rate_pres,Taux de présentation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.48045,0.46315,-0.0173,-3.6236,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.1104,0.12305,0.01265,11.5631,0,0.0
variant,nb_no_show,No-shows,down,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,5.5,7.0,1.5,29.1667,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,47.5,54.5,7.0,15.7242,2,1.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.18835,0.21065,0.0223,13.3096,2,1.0
variant,mean_service_rate,Taux de service,up,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.09415,0.10045,0.0063,8.0838,2,1.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Score proportionnel à la durée,bramev,bramev_event_score,2,0.48955,0.51175,0.0222,4.538,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Score proportionnel à la durée,bramev,bramev_event_score,2,309.0,21.0,-288.0,-92.4609,2,1.0
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Score proportionnel à la durée,bramev,bramev_event_score,2,101.3855,91.457,-9.9285,-8.1103,2,1.0
variant,wall_time_s,Temps de calcul,down,s,0,Score proportionnel à la durée,bramev,bramev_event_score,2,3.2405,2.8235,-0.417,-10.4324,2,1.0
variant,exact_satisfaction,Satisfaction exacte,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.87015,0.8701,-5e-05,-0.0059,0,0.0
variant,needs_satisfaction,Besoins satisfaits,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.8708,0.87035,-0.00045,-0.0527,0,0.0
variant,confirm_rate,Taux de confirmation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.23915,0.24055,0.0014,0.5846,1,0.5
variant,mean_waiting_time_min,Attente moyenne,down,min,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.183,0.183,0.0,0.0,0,0.0
variant,mean_travel_distance_km,Distance moyenne,down,km,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.4326,0.43415,0.00155,0.3528,0,0.0
variant,rate_pres,Taux de présentation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.48045,0.48045,0.0,0.0,0,0.0
variant,rate_abs,Taux de no-show,down,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.1104,0.1104,0.0,0.0,0,0.0
variant,nb_no_show,No-shows,down,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,5.5,5.5,0.0,0.0,0,0.0
variant,nb_reservations,Réservations confirmées,up,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,47.5,47.5,0.0,0.0,0,0.0
variant,mean_occupancy_rate,Taux d'occupation,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.18835,0.1875,-0.00085,-0.3377,0,0.0
variant,mean_service_rate,Taux de service,up,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.09415,0.0938,-0.00035,-0.2767,0,0.0
variant,slot_waste_rate,Slots réservés perdus,down,%,0,Utilité multicritère,bramev,bramev_nearest_offer,2,0.48955,0.4903,0.00075,0.1547,0,0.0
variant,nb_rejected_request,Demandes rejetées,down,,0,Utilité multicritère,bramev,bramev_nearest_offer,2,309.0,305.5,-3.5,-0.862,1,0.5
variant,total_ms_mean,Latence bout-en-bout,down,ms,0,Utilité multicritère,bramev,bramev_nearest_offer,2,101.3855,99.8125,-1.573,-1.3498,2,1.0
variant,wall_time_s,Temps de calcul,down,s,0,Utilité multicritère,bramev,bramev_nearest_offer,2,3.2405,3.2215,-0.019,-0.6627,2,1.0
