scenario,nb_cars,method,seed,world_seed,grid_seed,nb_stations,nb_societies,total_time,wall_time_s,method_label,method_family,broadcast,reputation,adaptation,offer_choice,alpha_mode,reputation_scope,score_weighting,exact_satisfaction,needs_satisfaction,nb_cars_evaluated,mean_travel_distance_km,mean_waiting_time_min,nb_demands,nb_demands_answered,nb_demands_confirmed,answer_rate,confirm_rate,mean_offers_per_demand,first_offer_ms_mean,last_offer_ms_mean,last_offer_ms_p95,selection_ms_mean,confirmation_ms_mean,total_ms_mean,total_ms_p95,mean_confirm_attempts,mean_processing_ms,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,rate_pres,rate_abs,rate_early,rate_late,intent_pres,intent_abs,intent_early,intent_late,early_intent_realized_late,mean_lead_slots,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_rejected_request,nb_station_requests,mean_occupancy_rate,mean_service_rate,nb_slots_reserved,nb_slots_served,slot_waste_rate,total_station_demand_kwh,nb_breakdowns,nb_diagnostics,invariant_ok
balance,250,bramev_nearest_offer,42,42,42,40,4,1440,4869.179,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.7234,0.7629,250,0.3762,15.858,3078,2468,2468,0.8018,0.8018,3.452,10394.566,49345.255,2086.873,5393.365,0.01,54738.63,2273.108,1.0,305.087,2468,1471,482,68,423,21,3,0.596,0.1953,0.0276,0.1714,0.5968,0.2038,0.1187,0.0806,224,3.576,10626,8158,0,2,7833,18459,0.3118,0.178,85794,48840,0.4307,3334.883,29,0,True
balance,250,bramev_fixed_alpha,42,42,42,40,4,1440,4877.621,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.7773,0.796,250,0.3956,1.746,2821,2419,2419,0.8575,0.8575,3.762,10584.808,50358.351,2203.184,5503.484,0.011,55861.845,2523.858,1.0,326.119,2419,1446,473,19,459,20,2,0.5978,0.1955,0.0079,0.1897,0.5986,0.2038,0.1178,0.0798,266,0.597,10614,8195,0,1,6518,17132,0.3192,0.1805,88199,49873,0.4345,3430.164,26,1,True
balance,250,bramev_global_rep,42,42,42,40,4,1440,5253.169,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.5132,0.5258,250,0.3023,0.96,13212,1414,1414,0.107,0.107,0.648,17980.698,86003.912,3214.5,9299.861,0.015,95303.789,3420.68,1.0,203.364,1414,848,287,4,270,3,2,0.5997,0.203,0.0028,0.1909,0.6011,0.2051,0.1139,0.0799,157,0.464,8565,7151,0,1,67154,75719,0.182,0.1034,49864,28403,0.4304,1996.831,123,1,True
balance,250,bramev_event_score,42,42,42,40,4,1440,4905.681,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7823,0.8009,250,0.3596,1.614,2478,2442,2442,0.9855,0.9855,5.131,10470.154,49938.063,2725.923,5421.194,0.01,55359.267,2881.464,1.0,359.933,2442,1460,474,14,469,22,3,0.5979,0.1941,0.0057,0.1921,0.5991,0.2031,0.1188,0.079,276,0.57,12714,10272,0,1,2472,15186,0.3206,0.1822,88984,50379,0.4338,3459.607,23,1,True
pessimistic,50,bramev,42,42,42,40,4,1440,199.423,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.7012,0.7142,50,0.4349,0.066,1430,565,565,0.3951,0.3951,1.431,127.244,396.476,1119.711,48.693,0.014,445.183,1226.842,1.0,27.868,565,249,117,0,196,3,0,0.4407,0.2071,,0.3469,0.4407,0.2124,0.1416,0.2053,80,0.076,2046,1481,0,0,6059,8105,0.0775,0.0321,21179,8793,0.5848,794.35,16,2,True
pessimistic,50,bramev_nearest_offer,42,42,42,40,4,1440,199.152,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.7012,0.7142,50,0.4349,0.066,1430,565,565,0.3951,0.3951,1.431,126.511,395.473,1045.899,48.574,0.014,444.061,1144.741,1.0,27.836,565,249,117,0,196,3,0,0.4407,0.2071,,0.3469,0.4407,0.2124,0.1416,0.2053,80,0.076,2046,1481,0,0,6059,8105,0.0775,0.0321,21179,8793,0.5848,794.35,16,2,True
pessimistic,50,bramev_fixed_alpha,42,42,42,40,4,1440,197.535,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.7021,0.715,50,0.4299,0.0,1401,565,565,0.4033,0.4033,1.446,125.012,388.897,1043.934,45.931,0.015,434.843,1152.425,1.0,28.284,565,249,117,0,196,3,0,0.4407,0.2071,,0.3469,0.4407,0.2124,0.1416,0.2053,80,0.042,2026,1461,0,0,5934,7960,0.0771,0.032,21170,8803,0.5842,794.719,16,2,True
pessimistic,50,bramev_global_rep,42,42,42,40,4,1440,314.185,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.3792,0.3881,50,0.2873,0.0,4191,236,236,0.0563,0.0563,0.343,124.097,818.148,2491.813,56.456,0.018,874.623,2664.465,1.0,27.144,236,107,47,0,81,1,0,0.4534,0.1992,,0.3432,0.4534,0.2034,0.1441,0.1992,34,0.03,1436,1200,0,0,22532,23968,0.0317,0.0139,8597,3761,0.5625,328.101,35,2,True
pessimistic,50,bramev_event_score,42,42,42,40,4,1440,180.766,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7925,0.8077,50,0.3529,0.27,696,683,683,0.9813,0.9813,4.671,90.204,408.031,1086.692,31.635,0.013,439.678,1136.371,1.0,45.78,683,298,139,2,240,4,0,0.4363,0.2035,0.0029,0.3514,0.4363,0.2094,0.1449,0.2094,97,0.126,3251,2568,0,0,853,4104,0.0935,0.0387,25448,10611,0.583,966.176,4,1,True
pessimistic,100,bramev,42,42,42,40,4,1440,404.308,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6967,0.7088,100,0.4371,0.132,2530,1107,1107,0.4375,0.4375,1.509,158.035,738.742,1170.1,229.933,0.015,968.69,1331.192,1.0,32.936,1107,468,241,1,384,12,1,0.4228,0.2177,0.0009,0.3469,0.4237,0.2285,0.1463,0.2014,161,0.136,3818,2711,0,0,10425,14243,0.1538,0.0615,41978,16839,0.5989,1551.381,34,1,True
pessimistic,100,bramev_nearest_offer,42,42,42,40,4,1440,399.569,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.6918,0.7046,100,0.4315,0.582,2447,1091,1091,0.4459,0.4459,1.562,155.054,741.67,1192.114,228.447,0.015,970.132,1367.872,1.0,33.902,1091,462,239,3,374,12,1,0.4235,0.2191,0.0027,0.3428,0.4244,0.2301,0.1457,0.1998,156,0.229,3823,2732,0,0,9895,13718,0.1508,0.0605,41119,16517,0.5983,1519.191,34,1,True
pessimistic,100,bramev_fixed_alpha,42,42,42,40,4,1440,413.78,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.693,0.7052,100,0.4279,0.246,2613,1087,1087,0.416,0.416,1.464,166.412,762.077,1233.189,227.843,0.015,989.935,1343.136,1.0,32.759,1087,460,235,1,378,12,1,0.4232,0.2162,0.0009,0.3477,0.4241,0.2272,0.1463,0.2024,158,0.158,3825,2738,0,0,11050,14875,0.1522,0.061,41589,16698,0.5985,1538.402,34,1,True
pessimistic,100,bramev_global_rep,42,42,42,40,4,1440,591.732,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.3709,0.3789,100,0.3003,0.03,8039,466,466,0.058,0.058,0.35,159.857,1609.963,2599.038,416.026,0.019,2026.007,2724.704,1.0,36.118,466,200,97,0,164,5,0,0.4292,0.2082,,0.3519,0.4292,0.2189,0.1567,0.1953,73,0.077,2813,2347,0,0,43218,46031,0.0633,0.0264,17192,7147,0.5843,655.691,73,2,True
pessimistic,100,bramev_event_score,42,42,42,40,4,1440,396.391,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7614,0.7754,100,0.3787,0.696,1337,1296,1296,0.9693,0.9693,4.485,120.091,756.089,1476.353,179.731,0.012,935.832,1649.961,1.0,52.943,1296,542,277,5,456,16,0,0.4182,0.2137,0.0039,0.3519,0.4182,0.2261,0.1458,0.2099,184,0.25,5997,4701,0,0,1810,7807,0.1781,0.0709,48786,19481,0.6007,1818.252,17,1,True
pessimistic,150,bramev,42,42,42,40,4,1440,736.25,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6718,0.6837,150,0.4331,0.516,3943,1635,1635,0.4147,0.4147,1.429,434.308,2467.014,1382.23,566.825,0.012,3033.852,1605.076,1.0,40.48,1635,679,369,3,560,21,3,0.4153,0.2257,0.0018,0.3425,0.4171,0.2385,0.145,0.1994,234,0.256,5634,3999,0,0,16711,22345,0.2192,0.0864,59967,23460,0.6088,2241.16,59,1,True
pessimistic,150,bramev_nearest_offer,42,42,42,40,4,1440,735.486,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.6708,0.6834,150,0.4342,1.848,3796,1636,1636,0.431,0.431,1.465,425.176,2459.32,1396.233,564.889,0.013,3024.222,1551.758,1.0,40.747,1636,682,366,6,557,22,3,0.4169,0.2237,0.0037,0.3405,0.4187,0.2372,0.1455,0.1987,232,0.531,5563,3927,0,0,16093,21656,0.2204,0.0874,60026,23772,0.604,2245.449,55,1,True
pessimistic,150,bramev_fixed_alpha,42,42,42,40,4,1440,750.616,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.6662,0.6779,150,0.4343,0.54,4178,1614,1614,0.3863,0.3863,1.337,443.779,2533.252,1499.416,580.161,0.013,3113.426,1726.578,1.0,39.508,1614,671,364,2,553,22,2,0.4157,0.2255,0.0012,0.3426,0.417,0.2392,0.1456,0.1983,233,0.24,5585,3971,0,0,18175,23760,0.2176,0.0851,59400,23165,0.61,2218.574,60,1,True
pessimistic,150,bramev_global_rep,42,42,42,40,4,1440,976.108,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.354,0.3613,150,0.3053,0.24,12270,661,661,0.0539,0.0539,0.315,786.264,5897.818,2999.026,1213.486,0.018,7111.322,3083.251,1.0,47.55,661,286,143,1,227,3,1,0.4327,0.2163,0.0015,0.3434,0.4342,0.2209,0.1619,0.1831,106,0.163,3867,3206,0,0,66709,70576,0.088,0.0372,23723,10000,0.5785,926.943,110,1,True
pessimistic,150,bramev_event_score,42,42,42,40,4,1440,757.803,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7483,0.7634,150,0.3888,1.074,1957,1934,1934,0.9882,0.9882,4.6,377.093,2320.044,2037.371,464.912,0.011,2784.967,2284.114,1.0,68.468,1934,803,416,9,676,30,0,0.4152,0.2151,0.0047,0.3495,0.4152,0.2306,0.1484,0.2058,278,0.381,9003,7069,0,0,2502,11505,0.2603,0.1014,71489,27989,0.6085,2702.418,31,1,True
pessimistic,200,bramev,42,42,42,40,4,1440,2141.176,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6712,0.684,200,0.441,0.984,5746,2184,2184,0.3801,0.3801,1.337,3853.959,13886.259,1792.787,2497.588,0.012,16383.859,1981.143,1.0,100.051,2184,897,495,7,762,22,1,0.4107,0.2266,0.0032,0.3489,0.4107,0.2367,0.147,0.2056,314,0.362,7684,5500,0,0,25419,33103,0.2919,0.1128,79946,30870,0.6139,3050.008,73,1,True
pessimistic,200,bramev_nearest_offer,42,42,42,40,4,1440,2120.987,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.6648,0.6799,200,0.4323,4.242,5352,2232,2232,0.417,0.417,1.463,3768.771,13505.639,1941.733,2435.791,0.012,15941.442,2233.074,1.0,100.329,2232,908,507,25,764,24,4,0.4068,0.2272,0.0112,0.3423,0.4086,0.2379,0.147,0.2065,303,1.052,7832,5600,0,2,23031,30863,0.2963,0.1149,80666,31350,0.6114,3080.334,69,0,True
pessimistic,200,bramev_fixed_alpha,42,42,42,40,4,1440,2142.107,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.6669,0.6798,200,0.4461,1.368,5734,2166,2166,0.3777,0.3777,1.333,3887.962,13926.543,1799.881,2518.836,0.013,16445.392,2019.787,1.0,101.061,2166,888,493,7,756,21,1,0.41,0.2276,0.0032,0.349,0.4104,0.2373,0.1468,0.2054,311,0.427,7642,5476,0,0,25552,33194,0.2884,0.1104,79265,30533,0.6148,3019.975,73,1,True
pessimistic,200,bramev_global_rep,42,42,42,40,4,1440,2375.672,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.3487,0.3556,200,0.3088,0.156,16434,893,893,0.0543,0.0543,0.314,9059.715,33353.866,3829.069,5851.592,0.017,39205.475,3980.089,1.0,108.461,893,376,196,1,314,5,1,0.4211,0.2195,0.0011,0.3516,0.4222,0.2251,0.1624,0.1904,144,0.174,5167,4274,0,0,89271,94438,0.1142,0.0468,31115,12655,0.5933,1239.899,150,1,True
pessimistic,200,bramev_event_score,42,42,42,40,4,1440,2131.153,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7484,0.7628,200,0.3875,1.848,2603,2565,2565,0.9854,0.9854,4.682,3246.862,11979.323,2186.975,2101.209,0.01,14080.542,2403.581,1.0,173.982,2565,1059,559,20,889,36,2,0.4129,0.2179,0.0078,0.3466,0.4136,0.232,0.1474,0.207,358,0.609,12188,9623,0,0,3244,15432,0.3421,0.1341,94269,36998,0.6075,3603.667,36,1,True
pessimistic,250,bramev,42,42,42,40,4,1440,5022.279,BRAM-EV Full,ablation,True,True,True,utility,sampled,society,duration,0.6712,0.686,250,0.4434,2.76,6826,2681,2681,0.3928,0.3928,1.393,9637.556,45426.662,2320.05,5027.425,0.011,50454.098,2611.764,1.0,188.399,2681,1116,606,26,900,32,1,0.4163,0.226,0.0097,0.3357,0.4166,0.238,0.1466,0.1988,367,0.757,9511,6830,0,2,29172,38683,0.358,0.141,98334,38806,0.6054,3719.866,92,1,True
pessimistic,250,bramev_nearest_offer,42,42,42,40,4,1440,5055.566,BRAM-EV / offre la plus proche,variant,True,True,True,nearest,sampled,society,duration,0.6475,0.665,250,0.4212,7.854,6983,2681,2681,0.3839,0.3839,1.414,9638.372,45442.642,2164.975,5023.588,0.011,50466.241,2253.287,1.0,186.945,2681,1104,614,49,884,27,3,0.4118,0.229,0.0183,0.3297,0.4129,0.2391,0.1485,0.1996,349,1.782,9876,7195,0,5,30370,40246,0.3544,0.1391,96003,37481,0.6096,3639.392,97,0,True
pessimistic,250,bramev_fixed_alpha,42,42,42,40,4,1440,5045.377,BRAM-EV / alpha fixe,variant,True,True,True,utility,fixed,society,duration,0.6736,0.687,250,0.4322,1.806,6794,2664,2664,0.3921,0.3921,1.441,9694.545,45750.344,2211.238,5049.425,0.011,50799.78,2390.98,1.0,189.702,2664,1114,600,18,902,30,0,0.4182,0.2252,0.0068,0.3386,0.4182,0.2365,0.146,0.1993,371,0.568,9792,7128,0,1,29350,39142,0.357,0.1412,97869,38760,0.604,3718.072,91,1,True
pessimistic,250,bramev_global_rep,42,42,42,40,4,1440,5370.274,BRAM-EV / réputation globale,variant,True,True,True,utility,sampled,global,duration,0.3608,0.3686,250,0.307,0.354,19971,1149,1149,0.0575,0.0575,0.344,22099.556,105730.286,4289.946,11461.731,0.016,117192.033,4540.052,1.0,196.053,1149,483,258,2,398,8,0,0.4204,0.2245,0.0017,0.3464,0.4204,0.2315,0.161,0.1871,183,0.232,6878,5729,0,1,108127,115005,0.149,0.0612,40725,16717,0.5895,1594.242,186,1,True
pessimistic,250,bramev_event_score,42,42,42,40,4,1440,5072.27,BRAM-EV / score par événement,variant,True,True,True,utility,sampled,society,event,0.7535,0.7714,250,0.4005,3.204,3280,3197,3197,0.9747,0.9747,4.602,8072.813,38368.153,2712.144,4192.129,0.01,42560.291,3015.767,1.0,308.145,3197,1334,697,42,1081,42,1,0.4173,0.218,0.0131,0.3381,0.4176,0.2312,0.1492,0.2021,435,0.928,15093,11896,0,2,4513,19606,0.426,0.1695,117536,46645,0.6031,4490.765,45,1,True
