scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,150,bramev_event_score,42,42,42,observed,abs,120,0.0944
optimistic,150,bramev_event_score,42,42,42,observed,early,1,0.0008
optimistic,150,bramev_event_score,42,42,42,observed,late,192,0.1511
optimistic,150,bramev_event_score,42,42,42,observed,pres,957,0.753
optimistic,150,bramev_event_score,42,42,42,observed,unresolved,1,0.0008
optimistic,150,bramev_event_score,42,42,42,intent,abs,120,0.0944
optimistic,150,bramev_event_score,42,42,42,intent,early,117,0.0921
optimistic,150,bramev_event_score,42,42,42,intent,late,76,0.0598
optimistic,150,bramev_event_score,42,42,42,intent,pres,958,0.7537
optimistic,150,bramev_event_score,42,42,42,reclassified,early->late,116,
