scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,200,bramev_event_score,42,42,42,observed,abs,559,0.2179
pessimistic,200,bramev_event_score,42,42,42,observed,breakdown,36,0.014
pessimistic,200,bramev_event_score,42,42,42,observed,early,20,0.0078
pessimistic,200,bramev_event_score,42,42,42,observed,late,889,0.3466
pessimistic,200,bramev_event_score,42,42,42,observed,pres,1059,0.4129
pessimistic,200,bramev_event_score,42,42,42,observed,unresolved,2,0.0008
pessimistic,200,bramev_event_score,42,42,42,intent,abs,595,0.232
pessimistic,200,bramev_event_score,42,42,42,intent,early,378,0.1474
pessimistic,200,bramev_event_score,42,42,42,intent,late,531,0.207
pessimistic,200,bramev_event_score,42,42,42,intent,pres,1061,0.4136
pessimistic,200,bramev_event_score,42,42,42,reclassified,early->late,358,
