scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,100,bramev_nearest_offer,42,42,42,observed,abs,181,0.1858
balance,100,bramev_nearest_offer,42,42,42,observed,breakdown,6,0.0062
balance,100,bramev_nearest_offer,42,42,42,observed,early,3,0.0031
balance,100,bramev_nearest_offer,42,42,42,observed,late,193,0.1982
balance,100,bramev_nearest_offer,42,42,42,observed,pres,590,0.6057
balance,100,bramev_nearest_offer,42,42,42,observed,unresolved,1,0.001
balance,100,bramev_nearest_offer,42,42,42,intent,abs,187,0.192
balance,100,bramev_nearest_offer,42,42,42,intent,early,119,0.1222
balance,100,bramev_nearest_offer,42,42,42,intent,late,77,0.0791
balance,100,bramev_nearest_offer,42,42,42,intent,pres,591,0.6068
balance,100,bramev_nearest_offer,42,42,42,reclassified,early->late,116,
