scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
balance,200,bramev_fixed_alpha,42,42,42,0,1,5,0.5,1,duration,510,252,258,96,0,0,162,88,29,2,42,1,0,6039,3248,0.8387,0.4511,238.392
balance,200,bramev_fixed_alpha,42,42,42,1,2,5,0.5,2,duration,505,183,322,300,0,0,22,12,6,0,4,0,0,788,388,0.1094,0.0539,24.917
balance,200,bramev_fixed_alpha,42,42,42,2,1,5,0.5,1,duration,256,127,129,118,0,0,11,6,2,0,2,0,1,301,166,0.0418,0.0231,12.642
balance,200,bramev_fixed_alpha,42,42,42,3,1,5,0.5,1,duration,576,281,295,202,0,0,93,62,11,0,19,1,0,3302,2061,0.4586,0.2863,137.675
balance,200,bramev_fixed_alpha,42,42,42,4,3,5,0.5,3,duration,427,170,257,145,0,0,112,77,20,0,14,1,0,4244,2765,0.5894,0.384,171.867
balance,200,bramev_fixed_alpha,42,42,42,5,1,4,0.5,1,duration,269,116,153,117,0,0,36,17,9,0,10,0,0,1455,651,0.2526,0.113,50.708
balance,200,bramev_fixed_alpha,42,42,42,6,0,6,0.5,0,duration,183,53,130,126,0,0,4,2,1,0,1,0,0,127,64,0.0147,0.0074,4.683
balance,200,bramev_fixed_alpha,42,42,42,7,1,6,0.5,1,duration,260,131,129,115,0,0,14,9,1,0,4,0,0,484,321,0.056,0.0372,24.4
balance,200,bramev_fixed_alpha,42,42,42,8,0,5,0.5,0,duration,238,68,170,154,0,0,16,9,3,0,4,0,0,623,356,0.0865,0.0494,24.675
balance,200,bramev_fixed_alpha,42,42,42,9,2,4,0.5,2,duration,441,147,294,238,0,0,56,35,9,0,12,0,0,1904,962,0.3306,0.167,82.533
balance,200,bramev_fixed_alpha,42,42,42,10,0,5,0.5,0,duration,265,80,185,123,0,0,62,42,8,0,11,1,0,2275,1561,0.316,0.2168,97.725
balance,200,bramev_fixed_alpha,42,42,42,11,0,4,0.5,0,duration,482,166,316,171,0,0,145,81,34,2,27,1,0,5260,2740,0.9132,0.4757,192.683
balance,200,bramev_fixed_alpha,42,42,42,12,3,6,0.5,3,duration,602,280,322,286,0,0,36,21,7,0,8,0,0,1350,725,0.1562,0.0839,50.742
balance,200,bramev_fixed_alpha,42,42,42,13,3,4,0.5,3,duration,237,88,149,116,0,0,33,18,9,0,6,0,0,1154,586,0.2003,0.1017,43.133
balance,200,bramev_fixed_alpha,42,42,42,14,3,4,0.5,3,duration,481,209,272,213,0,0,59,38,9,0,12,0,0,1888,1107,0.3278,0.1922,78.892
balance,200,bramev_fixed_alpha,42,42,42,15,0,5,0.5,0,duration,212,68,144,87,0,0,57,38,6,0,11,2,0,2192,1323,0.3044,0.1837,88.817
balance,200,bramev_fixed_alpha,42,42,42,16,2,6,0.5,2,duration,209,79,130,123,0,0,7,4,1,0,2,0,0,258,147,0.0299,0.017,11.475
balance,200,bramev_fixed_alpha,42,42,42,17,2,4,0.5,2,duration,298,106,192,176,0,0,16,8,4,0,4,0,0,568,306,0.0986,0.0531,20.825
balance,200,bramev_fixed_alpha,42,42,42,18,2,5,0.5,2,duration,353,129,224,151,0,0,73,45,12,0,16,0,0,2684,1567,0.3728,0.2176,105.167
balance,200,bramev_fixed_alpha,42,42,42,19,3,6,0.5,3,duration,217,88,129,117,0,0,12,7,3,0,2,0,0,399,237,0.0462,0.0274,15.583
balance,200,bramev_fixed_alpha,42,42,42,20,2,4,0.5,2,duration,343,118,225,217,0,0,8,2,3,0,3,0,0,296,61,0.0514,0.0106,7.583
balance,200,bramev_fixed_alpha,42,42,42,21,2,6,0.5,2,duration,132,39,93,85,0,0,8,5,1,0,2,0,0,325,163,0.0376,0.0189,13.008
balance,200,bramev_fixed_alpha,42,42,42,22,2,4,0.5,2,duration,425,150,275,186,0,0,89,51,25,1,10,1,1,3290,1904,0.5712,0.3306,111.483
balance,200,bramev_fixed_alpha,42,42,42,23,0,4,0.5,0,duration,245,80,165,119,0,0,46,25,11,0,8,2,0,1770,894,0.3073,0.1552,59.358
balance,200,bramev_fixed_alpha,42,42,42,24,1,4,0.5,1,duration,516,207,309,294,0,0,15,11,2,0,2,0,0,506,345,0.0878,0.0599,20.125
balance,200,bramev_fixed_alpha,42,42,42,25,2,6,0.5,2,duration,507,214,293,204,0,0,89,50,22,0,16,1,0,3107,1690,0.3596,0.1956,113.892
balance,200,bramev_fixed_alpha,42,42,42,26,3,5,0.5,3,duration,534,257,277,123,0,0,154,96,27,2,28,1,0,5319,3206,0.7388,0.4453,217.083
balance,200,bramev_fixed_alpha,42,42,42,27,2,4,0.5,2,duration,264,105,159,143,0,0,16,6,6,0,4,0,0,569,246,0.0988,0.0427,16.508
balance,200,bramev_fixed_alpha,42,42,42,28,3,4,0.5,3,duration,419,183,236,205,0,0,31,22,3,0,6,0,0,1212,738,0.2104,0.1281,51.308
balance,200,bramev_fixed_alpha,42,42,42,29,3,5,0.5,3,duration,499,232,267,160,0,0,107,52,26,0,29,0,0,3714,1664,0.5158,0.2311,135.117
balance,200,bramev_fixed_alpha,42,42,42,30,1,6,0.5,1,duration,485,207,278,167,0,0,111,57,28,0,24,2,0,4219,1902,0.4883,0.2201,146.667
balance,200,bramev_fixed_alpha,42,42,42,31,2,5,0.5,2,duration,287,111,176,134,0,0,42,28,5,0,9,0,0,1556,918,0.2161,0.1275,67.058
balance,200,bramev_fixed_alpha,42,42,42,32,0,5,0.5,0,duration,114,38,76,57,0,0,19,13,1,0,5,0,0,647,438,0.0899,0.0608,32.583
balance,200,bramev_fixed_alpha,42,42,42,33,1,4,0.5,1,duration,109,41,68,54,0,0,14,11,2,0,1,0,0,497,384,0.0863,0.0667,22.717
balance,200,bramev_fixed_alpha,42,42,42,34,0,5,0.5,0,duration,100,31,69,67,0,0,2,1,1,0,0,0,0,68,42,0.0094,0.0058,1.833
balance,200,bramev_fixed_alpha,42,42,42,35,0,6,0.5,0,duration,263,72,191,127,0,0,64,40,12,0,11,1,0,2321,1347,0.2686,0.1559,96.325
balance,200,bramev_fixed_alpha,42,42,42,36,3,6,0.5,3,duration,270,111,159,136,0,0,23,17,4,0,1,1,0,868,578,0.1005,0.0669,35.092
balance,200,bramev_fixed_alpha,42,42,42,37,0,4,0.5,0,duration,489,150,339,292,0,0,47,27,9,0,10,0,1,1702,981,0.2955,0.1703,70.225
balance,200,bramev_fixed_alpha,42,42,42,38,3,6,0.5,3,duration,642,293,349,321,0,0,28,15,6,0,7,0,0,1116,600,0.1292,0.0694,42.208
balance,200,bramev_fixed_alpha,42,42,42,39,1,6,0.5,1,duration,242,89,153,121,0,0,32,20,7,0,5,0,0,1182,661,0.1368,0.0765,45.425
