scenario,nb_cars,method,seed,world_seed,grid_seed,car_id,station_id,distance_km,waiting_time_min
balance,50,bramev_global_rep,42,42,42,8,25,0.2336,0.0
balance,50,bramev_global_rep,42,42,42,20,22,0.3372,0.0
balance,50,bramev_global_rep,42,42,42,24,33,0.1597,0.0
balance,50,bramev_global_rep,42,42,42,25,13,0.3778,0.0
balance,50,bramev_global_rep,42,42,42,33,0,0.2085,0.0
balance,50,bramev_global_rep,42,42,42,34,18,0.447,0.0
balance,50,bramev_global_rep,42,42,42,48,31,0.313,0.0
balance,50,bramev_global_rep,42,42,42,47,7,0.1641,0.0
balance,50,bramev_global_rep,42,42,42,19,20,0.0616,0.0
balance,50,bramev_global_rep,42,42,42,31,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,49,5,0.1984,0.0
balance,50,bramev_global_rep,42,42,42,40,5,0.1921,0.0
balance,50,bramev_global_rep,42,42,42,10,9,0.1986,0.0
balance,50,bramev_global_rep,42,42,42,14,27,0.4265,0.0
balance,50,bramev_global_rep,42,42,42,27,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,2,36,0.2487,0.0
balance,50,bramev_global_rep,42,42,42,7,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,7,3,0.4483,0.0
balance,50,bramev_global_rep,42,42,42,38,11,0.4663,0.0
balance,50,bramev_global_rep,42,42,42,43,18,0.3689,0.0
balance,50,bramev_global_rep,42,42,42,46,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,23,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,1,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,3,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,12,14,0.2193,0.0
balance,50,bramev_global_rep,42,42,42,36,9,0.2378,0.0
balance,50,bramev_global_rep,42,42,42,39,30,0.3493,0.0
balance,50,bramev_global_rep,42,42,42,6,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,18,3,0.0643,0.0
balance,50,bramev_global_rep,42,42,42,32,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,0,32,0.1985,0.0
balance,50,bramev_global_rep,42,42,42,30,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,28,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,22,11,0.4904,0.0
balance,50,bramev_global_rep,42,42,42,9,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,44,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,11,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,21,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,45,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,26,10,0.1727,0.0
balance,50,bramev_global_rep,42,42,42,48,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,48,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,46,10,0.4294,0.0
balance,50,bramev_global_rep,42,42,42,29,3,0.2135,0.0
balance,50,bramev_global_rep,42,42,42,41,18,0.4136,0.0
balance,50,bramev_global_rep,42,42,42,33,32,0.3687,0.0
balance,50,bramev_global_rep,42,42,42,12,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,12,31,0.3373,0.0
balance,50,bramev_global_rep,42,42,42,12,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,20,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,35,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,49,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,24,39,0.2642,0.0
balance,50,bramev_global_rep,42,42,42,24,22,0.2651,0.0
balance,50,bramev_global_rep,42,42,42,7,18,0.4548,0.0
balance,50,bramev_global_rep,42,42,42,8,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,27,28,0.2777,0.0
balance,50,bramev_global_rep,42,42,42,6,30,0.3812,0.0
balance,50,bramev_global_rep,42,42,42,27,29,0.1478,0.0
balance,50,bramev_global_rep,42,42,42,36,9,0.1463,0.0
balance,50,bramev_global_rep,42,42,42,6,30,0.3812,0.0
balance,50,bramev_global_rep,42,42,42,2,4,0.2889,0.0
balance,50,bramev_global_rep,42,42,42,0,9,0.106,0.0
balance,50,bramev_global_rep,42,42,42,1,4,0.2032,0.0
balance,50,bramev_global_rep,42,42,42,48,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,21,14,0.279,0.0
balance,50,bramev_global_rep,42,42,42,3,16,0.1328,0.0
balance,50,bramev_global_rep,42,42,42,1,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,1,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,30,25,0.3366,0.0
balance,50,bramev_global_rep,42,42,42,45,22,0.2076,0.0
balance,50,bramev_global_rep,42,42,42,30,0,0.3324,0.0
balance,50,bramev_global_rep,42,42,42,30,26,0.1418,0.0
balance,50,bramev_global_rep,42,42,42,26,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,33,25,0.2186,0.0
balance,50,bramev_global_rep,42,42,42,35,4,0.1757,0.0
balance,50,bramev_global_rep,42,42,42,11,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,3,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,12,23,0.0152,0.0
balance,50,bramev_global_rep,42,42,42,49,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,7,12,0.2639,0.0
balance,50,bramev_global_rep,42,42,42,9,26,0.259,0.0
balance,50,bramev_global_rep,42,42,42,24,30,0.3825,0.0
balance,50,bramev_global_rep,42,42,42,28,36,0.3223,0.0
balance,50,bramev_global_rep,42,42,42,29,35,0.263,0.0
balance,50,bramev_global_rep,42,42,42,0,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,20,10,0.2231,0.0
balance,50,bramev_global_rep,42,42,42,6,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,6,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,36,15,0.2717,0.0
balance,50,bramev_global_rep,42,42,42,48,14,0.1763,0.0
balance,50,bramev_global_rep,42,42,42,27,14,0.1836,0.0
balance,50,bramev_global_rep,42,42,42,45,13,0.1267,0.0
balance,50,bramev_global_rep,42,42,42,2,0,0.3104,0.0
balance,50,bramev_global_rep,42,42,42,33,2,0.5787,0.0
balance,50,bramev_global_rep,42,42,42,30,11,0.4541,0.0
balance,50,bramev_global_rep,42,42,42,30,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,7,0,0.3262,0.0
balance,50,bramev_global_rep,42,42,42,26,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,3,7,0.1731,0.0
balance,50,bramev_global_rep,42,42,42,0,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,12,11,0.4922,0.0
balance,50,bramev_global_rep,42,42,42,49,25,0.3574,0.0
balance,50,bramev_global_rep,42,42,42,9,18,0.3042,0.0
balance,50,bramev_global_rep,42,42,42,9,8,0.3657,0.0
balance,50,bramev_global_rep,42,42,42,9,3,0.1723,0.0
balance,50,bramev_global_rep,42,42,42,9,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,35,26,0.1459,0.0
balance,50,bramev_global_rep,42,42,42,21,35,0.259,0.0
balance,50,bramev_global_rep,42,42,42,33,9,0.1682,0.0
balance,50,bramev_global_rep,42,42,42,6,22,0.2339,0.0
balance,50,bramev_global_rep,42,42,42,29,0,0.2937,0.0
balance,50,bramev_global_rep,42,42,42,36,20,0.2681,0.0
balance,50,bramev_global_rep,42,42,42,28,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,20,18,0.3687,0.0
balance,50,bramev_global_rep,42,42,42,48,34,0.1635,0.0
balance,50,bramev_global_rep,42,42,42,7,29,0.2886,0.0
balance,50,bramev_global_rep,42,42,42,7,29,0.1811,0.0
balance,50,bramev_global_rep,42,42,42,2,5,0.2947,0.0
balance,50,bramev_global_rep,42,42,42,49,0,0.1473,0.0
balance,50,bramev_global_rep,42,42,42,49,0,0.3823,0.0
balance,50,bramev_global_rep,42,42,42,11,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,26,22,0.2537,0.0
balance,50,bramev_global_rep,42,42,42,0,11,0.4132,0.0
balance,50,bramev_global_rep,42,42,42,45,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,12,14,0.2503,0.0
balance,50,bramev_global_rep,42,42,42,27,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,30,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,33,19,0.3836,0.0
balance,50,bramev_global_rep,42,42,42,3,29,0.1302,0.0
balance,50,bramev_global_rep,42,42,42,35,15,0.2958,0.0
balance,50,bramev_global_rep,42,42,42,35,9,0.1298,0.0
balance,50,bramev_global_rep,42,42,42,35,9,0.1298,0.0
balance,50,bramev_global_rep,42,42,42,9,11,0.2935,0.0
balance,50,bramev_global_rep,42,42,42,20,15,0.4294,0.0
balance,50,bramev_global_rep,42,42,42,20,34,0.2005,0.0
balance,50,bramev_global_rep,42,42,42,36,0,0.1636,0.0
balance,50,bramev_global_rep,42,42,42,49,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,0,5,0.2335,0.0
balance,50,bramev_global_rep,42,42,42,45,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,29,0,0.1688,0.0
balance,50,bramev_global_rep,42,42,42,48,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,29,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,21,33,0.3071,0.0
balance,50,bramev_global_rep,42,42,42,2,19,0.2089,0.0
balance,50,bramev_global_rep,42,42,42,7,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,12,0,0.1692,0.0
balance,50,bramev_global_rep,42,42,42,33,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,33,11,0.4249,0.0
balance,50,bramev_global_rep,42,42,42,9,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,28,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,30,4,0.3017,0.0
balance,50,bramev_global_rep,42,42,42,26,0,0.2891,0.0
balance,50,bramev_global_rep,42,42,42,26,0,0.2891,0.0
balance,50,bramev_global_rep,42,42,42,26,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,26,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,3,11,0.5913,0.0
balance,50,bramev_global_rep,42,42,42,27,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,35,22,0.1531,0.0
balance,50,bramev_global_rep,42,42,42,11,26,0.2389,0.0
balance,50,bramev_global_rep,42,42,42,49,5,0.24,0.0
balance,50,bramev_global_rep,42,42,42,20,36,0.2508,0.0
balance,50,bramev_global_rep,42,42,42,0,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,33,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,45,19,0.5156,0.0
balance,50,bramev_global_rep,42,42,42,45,20,0.1072,0.0
balance,50,bramev_global_rep,42,42,42,48,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,12,10,0.2809,0.0
balance,50,bramev_global_rep,42,42,42,7,26,0.1996,0.0
balance,50,bramev_global_rep,42,42,42,2,18,0.425,0.0
balance,50,bramev_global_rep,42,42,42,29,0,0.3382,0.0
balance,50,bramev_global_rep,42,42,42,49,4,0.2957,0.0
balance,50,bramev_global_rep,42,42,42,30,9,0.116,0.0
balance,50,bramev_global_rep,42,42,42,36,11,0.592,0.0
balance,50,bramev_global_rep,42,42,42,21,32,0.2702,0.0
balance,50,bramev_global_rep,42,42,42,9,31,0.4991,0.0
balance,50,bramev_global_rep,42,42,42,26,22,0.2013,0.0
balance,50,bramev_global_rep,42,42,42,33,35,0.2257,0.0
