scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,250,bramev_fixed_alpha,42,42,42,observed,abs,600,0.2252
pessimistic,250,bramev_fixed_alpha,42,42,42,observed,breakdown,30,0.0113
pessimistic,250,bramev_fixed_alpha,42,42,42,observed,early,18,0.0068
pessimistic,250,bramev_fixed_alpha,42,42,42,observed,late,902,0.3386
pessimistic,250,bramev_fixed_alpha,42,42,42,observed,pres,1114,0.4182
pessimistic,250,bramev_fixed_alpha,42,42,42,intent,abs,630,0.2365
pessimistic,250,bramev_fixed_alpha,42,42,42,intent,early,389,0.146
pessimistic,250,bramev_fixed_alpha,42,42,42,intent,late,531,0.1993
pessimistic,250,bramev_fixed_alpha,42,42,42,intent,pres,1114,0.4182
pessimistic,250,bramev_fixed_alpha,42,42,42,reclassified,early->late,371,
