scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,250,bramev_fixed_alpha,42,42,42,observed,abs,202,0.0966
optimistic,250,bramev_fixed_alpha,42,42,42,observed,breakdown,2,0.001
optimistic,250,bramev_fixed_alpha,42,42,42,observed,early,8,0.0038
optimistic,250,bramev_fixed_alpha,42,42,42,observed,late,301,0.1439
optimistic,250,bramev_fixed_alpha,42,42,42,observed,pres,1576,0.7533
optimistic,250,bramev_fixed_alpha,42,42,42,observed,unresolved,3,0.0014
optimistic,250,bramev_fixed_alpha,42,42,42,intent,abs,204,0.0975
optimistic,250,bramev_fixed_alpha,42,42,42,intent,early,179,0.0856
optimistic,250,bramev_fixed_alpha,42,42,42,intent,late,130,0.0621
optimistic,250,bramev_fixed_alpha,42,42,42,intent,pres,1579,0.7548
optimistic,250,bramev_fixed_alpha,42,42,42,reclassified,early->late,171,
