scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,250,bramev_global_rep,42,42,42,observed,abs,155,0.0959
optimistic,250,bramev_global_rep,42,42,42,observed,breakdown,1,0.0006
optimistic,250,bramev_global_rep,42,42,42,observed,early,4,0.0025
optimistic,250,bramev_global_rep,42,42,42,observed,late,244,0.1509
optimistic,250,bramev_global_rep,42,42,42,observed,pres,1212,0.7495
optimistic,250,bramev_global_rep,42,42,42,observed,unresolved,1,0.0006
optimistic,250,bramev_global_rep,42,42,42,intent,abs,156,0.0965
optimistic,250,bramev_global_rep,42,42,42,intent,early,144,0.0891
optimistic,250,bramev_global_rep,42,42,42,intent,late,104,0.0643
optimistic,250,bramev_global_rep,42,42,42,intent,pres,1213,0.7502
optimistic,250,bramev_global_rep,42,42,42,reclassified,early->late,140,
