scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,250,bramev_global_rep,42,42,42,observed,abs,258,0.2245
pessimistic,250,bramev_global_rep,42,42,42,observed,breakdown,8,0.007
pessimistic,250,bramev_global_rep,42,42,42,observed,early,2,0.0017
pessimistic,250,bramev_global_rep,42,42,42,observed,late,398,0.3464
pessimistic,250,bramev_global_rep,42,42,42,observed,pres,483,0.4204
pessimistic,250,bramev_global_rep,42,42,42,intent,abs,266,0.2315
pessimistic,250,bramev_global_rep,42,42,42,intent,early,185,0.161
pessimistic,250,bramev_global_rep,42,42,42,intent,late,215,0.1871
pessimistic,250,bramev_global_rep,42,42,42,intent,pres,483,0.4204
pessimistic,250,bramev_global_rep,42,42,42,reclassified,early->late,183,
