scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,250,bramev_nearest_offer,42,42,42,observed,abs,482,0.1953
balance,250,bramev_nearest_offer,42,42,42,observed,breakdown,21,0.0085
balance,250,bramev_nearest_offer,42,42,42,observed,early,68,0.0276
balance,250,bramev_nearest_offer,42,42,42,observed,late,423,0.1714
balance,250,bramev_nearest_offer,42,42,42,observed,pres,1471,0.596
balance,250,bramev_nearest_offer,42,42,42,observed,unresolved,3,0.0012
balance,250,bramev_nearest_offer,42,42,42,intent,abs,503,0.2038
balance,250,bramev_nearest_offer,42,42,42,intent,early,293,0.1187
balance,250,bramev_nearest_offer,42,42,42,intent,late,199,0.0806
balance,250,bramev_nearest_offer,42,42,42,intent,pres,1473,0.5968
balance,250,bramev_nearest_offer,42,42,42,reclassified,early->late,224,
