scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
optimistic,200,bramev_event_score,42,42,42,observed,abs,162,0.0948
optimistic,200,bramev_event_score,42,42,42,observed,breakdown,1,0.0006
optimistic,200,bramev_event_score,42,42,42,observed,early,4,0.0023
optimistic,200,bramev_event_score,42,42,42,observed,late,262,0.1534
optimistic,200,bramev_event_score,42,42,42,observed,pres,1279,0.7488
optimistic,200,bramev_event_score,42,42,42,intent,abs,163,0.0954
optimistic,200,bramev_event_score,42,42,42,intent,early,155,0.0907
optimistic,200,bramev_event_score,42,42,42,intent,late,111,0.065
optimistic,200,bramev_event_score,42,42,42,intent,pres,1279,0.7488
optimistic,200,bramev_event_score,42,42,42,reclassified,early->late,151,
