scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,250,bramev_event_score,42,42,42,observed,abs,697,0.218
pessimistic,250,bramev_event_score,42,42,42,observed,breakdown,42,0.0131
pessimistic,250,bramev_event_score,42,42,42,observed,early,42,0.0131
pessimistic,250,bramev_event_score,42,42,42,observed,late,1081,0.3381
pessimistic,250,bramev_event_score,42,42,42,observed,pres,1334,0.4173
pessimistic,250,bramev_event_score,42,42,42,observed,unresolved,1,0.0003
pessimistic,250,bramev_event_score,42,42,42,intent,abs,739,0.2312
pessimistic,250,bramev_event_score,42,42,42,intent,early,477,0.1492
pessimistic,250,bramev_event_score,42,42,42,intent,late,646,0.2021
pessimistic,250,bramev_event_score,42,42,42,intent,pres,1335,0.4176
pessimistic,250,bramev_event_score,42,42,42,reclassified,early->late,435,
