scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
balance,200,bramev_global_rep,42,42,42,0,1,5,0.3937,0,duration,2313,2084,229,94,0,0,135,81,23,1,30,0,0,4795,2841,0.666,0.3946,197.708
balance,200,bramev_global_rep,42,42,42,1,2,5,0.4598,0,duration,2464,2221,243,238,0,0,5,2,2,0,1,0,0,244,97,0.0339,0.0135,5.492
balance,200,bramev_global_rep,42,42,42,2,1,5,0.5674,0,duration,1159,1036,123,114,0,0,9,5,1,0,2,0,1,271,141,0.0376,0.0196,12.142
balance,200,bramev_global_rep,42,42,42,3,1,5,0.6259,0,duration,2316,2052,264,213,0,0,51,32,11,0,8,0,0,2007,1055,0.2787,0.1465,71.8
balance,200,bramev_global_rep,42,42,42,4,3,5,0.1604,0,duration,2239,2022,217,126,0,0,91,53,22,0,16,0,0,3160,1825,0.4389,0.2535,124.125
balance,200,bramev_global_rep,42,42,42,5,1,4,0.3662,0,duration,1128,994,134,117,0,0,17,9,4,0,4,0,0,607,320,0.1054,0.0556,24.092
balance,200,bramev_global_rep,42,42,42,6,0,6,0.4289,0,duration,894,792,102,97,0,0,5,4,0,0,1,0,0,167,120,0.0193,0.0139,9.233
balance,200,bramev_global_rep,42,42,42,7,1,6,0.5021,0,duration,1161,1036,125,119,0,0,6,4,0,0,2,0,0,240,166,0.0278,0.0192,12.358
balance,200,bramev_global_rep,42,42,42,8,0,5,0.4674,0,duration,1076,962,114,113,0,0,1,0,0,0,1,0,0,36,0,0.005,0.0,1.8
balance,200,bramev_global_rep,42,42,42,9,2,4,0.5475,0,duration,2263,2034,229,198,0,0,31,16,6,0,9,0,0,1204,528,0.209,0.0917,47.892
balance,200,bramev_global_rep,42,42,42,10,0,5,0.2726,0,duration,1126,996,130,104,0,0,26,16,4,0,6,0,0,806,504,0.1119,0.07,39.075
balance,200,bramev_global_rep,42,42,42,11,0,4,0.2513,0,duration,2364,2125,239,112,0,0,127,77,28,1,21,0,0,4469,2504,0.7759,0.4347,173.975
balance,200,bramev_global_rep,42,42,42,12,3,6,0.2278,0,duration,2409,2141,268,262,0,0,6,3,2,0,1,0,0,169,73,0.0196,0.0084,6.9
balance,200,bramev_global_rep,42,42,42,13,3,4,0.4185,0,duration,1018,894,124,99,0,0,25,16,6,0,3,0,0,911,551,0.1582,0.0957,34.75
balance,200,bramev_global_rep,42,42,42,14,3,4,0.344,0,duration,2218,1992,226,197,0,0,29,21,4,0,4,0,0,947,635,0.1644,0.1102,40.692
balance,200,bramev_global_rep,42,42,42,15,0,5,0.3517,0,duration,1057,943,114,79,0,0,35,24,5,0,6,0,0,1171,712,0.1626,0.0989,52.033
balance,200,bramev_global_rep,42,42,42,16,2,6,0.5613,0,duration,890,786,104,104,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
balance,200,bramev_global_rep,42,42,42,17,2,4,0.6783,0,duration,1368,1217,151,148,0,0,3,2,1,0,0,0,0,111,71,0.0193,0.0123,3.325
balance,200,bramev_global_rep,42,42,42,18,2,5,0.6893,0,duration,1387,1228,159,120,0,0,39,23,10,0,6,0,0,1308,688,0.1817,0.0956,49.642
balance,200,bramev_global_rep,42,42,42,19,3,6,0.3986,0,duration,985,879,106,99,0,0,7,3,3,0,1,0,0,202,92,0.0234,0.0106,5.967
balance,200,bramev_global_rep,42,42,42,20,2,4,0.5516,0,duration,1471,1293,178,176,0,0,2,0,1,0,1,0,0,71,0,0.0123,0.0,1.458
balance,200,bramev_global_rep,42,42,42,21,2,6,0.6696,0,duration,609,532,77,73,0,0,4,3,1,0,0,0,0,97,52,0.0112,0.006,3.5
balance,200,bramev_global_rep,42,42,42,22,2,4,0.5713,0,duration,2217,2003,214,169,0,0,45,30,7,0,8,0,0,1514,981,0.2628,0.1703,65.45
balance,200,bramev_global_rep,42,42,42,23,0,4,0.2246,0,duration,1110,996,114,100,0,0,14,7,4,0,3,0,0,440,200,0.0764,0.0347,15.742
balance,200,bramev_global_rep,42,42,42,24,1,4,0.6293,0,duration,2507,2250,257,250,0,0,7,5,0,0,2,0,0,197,117,0.0342,0.0203,11.8
balance,200,bramev_global_rep,42,42,42,25,2,6,0.6069,0,duration,2267,2042,225,186,0,0,39,20,11,0,7,1,0,1499,684,0.1735,0.0792,46.967
balance,200,bramev_global_rep,42,42,42,26,3,5,0.1675,0,duration,2178,1939,239,95,0,0,144,82,32,0,30,0,0,4745,2565,0.659,0.3563,186.0
balance,200,bramev_global_rep,42,42,42,27,2,4,0.5132,0,duration,1152,1023,129,114,0,0,15,7,4,0,4,0,0,519,240,0.0901,0.0417,19.467
balance,200,bramev_global_rep,42,42,42,28,3,4,0.4523,0,duration,2181,1986,195,169,0,0,26,16,3,0,7,0,0,922,520,0.1601,0.0903,40.633
balance,200,bramev_global_rep,42,42,42,29,3,5,0.1901,0,duration,2351,2134,217,182,0,0,35,18,8,0,9,0,0,1287,655,0.1787,0.091,50.117
balance,200,bramev_global_rep,42,42,42,30,1,6,0.3212,0,duration,2355,2110,245,199,0,0,46,25,9,0,12,0,0,1726,827,0.1998,0.0957,66.658
balance,200,bramev_global_rep,42,42,42,31,2,5,0.5443,0,duration,1111,976,135,113,0,0,22,16,0,0,6,0,0,811,600,0.1126,0.0833,40.367
balance,200,bramev_global_rep,42,42,42,32,0,5,0.2611,0,duration,508,445,63,49,0,0,14,9,2,0,2,1,0,512,336,0.0711,0.0467,18.275
balance,200,bramev_global_rep,42,42,42,33,1,4,0.5407,0,duration,505,446,59,51,0,0,8,5,0,0,3,0,0,335,212,0.0582,0.0368,16.275
balance,200,bramev_global_rep,42,42,42,34,0,5,0.292,0,duration,481,424,57,54,0,0,3,2,1,0,0,0,0,110,83,0.0153,0.0115,4.35
balance,200,bramev_global_rep,42,42,42,35,0,6,0.3918,0,duration,1137,1005,132,117,0,0,15,12,1,0,2,0,0,496,348,0.0574,0.0403,24.975
balance,200,bramev_global_rep,42,42,42,36,3,6,0.2662,0,duration,1159,1042,117,107,0,0,10,7,3,0,0,0,0,388,232,0.0449,0.0269,12.7
balance,200,bramev_global_rep,42,42,42,37,0,4,0.3989,0,duration,2449,2189,260,254,0,0,6,2,2,0,2,0,0,233,70,0.0405,0.0122,7.15
balance,200,bramev_global_rep,42,42,42,38,3,6,0.4112,0,duration,2560,2265,295,285,0,0,10,5,4,0,1,0,0,414,211,0.0479,0.0244,11.775
balance,200,bramev_global_rep,42,42,42,39,1,6,0.5311,0,duration,1076,952,124,109,0,0,15,9,5,0,1,0,0,557,351,0.0645,0.0406,20.292
