scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,50,bramev_event_score,42,42,42,observed,abs,139,0.2035
pessimistic,50,bramev_event_score,42,42,42,observed,breakdown,4,0.0059
pessimistic,50,bramev_event_score,42,42,42,observed,early,2,0.0029
pessimistic,50,bramev_event_score,42,42,42,observed,late,240,0.3514
pessimistic,50,bramev_event_score,42,42,42,observed,pres,298,0.4363
pessimistic,50,bramev_event_score,42,42,42,intent,abs,143,0.2094
pessimistic,50,bramev_event_score,42,42,42,intent,early,99,0.1449
pessimistic,50,bramev_event_score,42,42,42,intent,late,143,0.2094
pessimistic,50,bramev_event_score,42,42,42,intent,pres,298,0.4363
pessimistic,50,bramev_event_score,42,42,42,reclassified,early->late,97,
