scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,abs,235,0.2162
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,breakdown,12,0.011
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,early,1,0.0009
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,late,378,0.3477
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,pres,460,0.4232
pessimistic,100,bramev_fixed_alpha,42,42,42,observed,unresolved,1,0.0009
pessimistic,100,bramev_fixed_alpha,42,42,42,intent,abs,247,0.2272
pessimistic,100,bramev_fixed_alpha,42,42,42,intent,early,159,0.1463
pessimistic,100,bramev_fixed_alpha,42,42,42,intent,late,220,0.2024
pessimistic,100,bramev_fixed_alpha,42,42,42,intent,pres,461,0.4241
pessimistic,100,bramev_fixed_alpha,42,42,42,reclassified,early->late,158,
