scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,bramev_nearest_offer,42,42,42,observed,abs,366,0.2237
pessimistic,150,bramev_nearest_offer,42,42,42,observed,breakdown,22,0.0134
pessimistic,150,bramev_nearest_offer,42,42,42,observed,early,6,0.0037
pessimistic,150,bramev_nearest_offer,42,42,42,observed,late,557,0.3405
pessimistic,150,bramev_nearest_offer,42,42,42,observed,pres,682,0.4169
pessimistic,150,bramev_nearest_offer,42,42,42,observed,unresolved,3,0.0018
pessimistic,150,bramev_nearest_offer,42,42,42,intent,abs,388,0.2372
pessimistic,150,bramev_nearest_offer,42,42,42,intent,early,238,0.1455
pessimistic,150,bramev_nearest_offer,42,42,42,intent,late,325,0.1987
pessimistic,150,bramev_nearest_offer,42,42,42,intent,pres,685,0.4187
pessimistic,150,bramev_nearest_offer,42,42,42,reclassified,early->late,232,
