scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,250,bramev_fixed_alpha,42,42,42,observed,abs,473,0.1955
balance,250,bramev_fixed_alpha,42,42,42,observed,breakdown,20,0.0083
balance,250,bramev_fixed_alpha,42,42,42,observed,early,19,0.0079
balance,250,bramev_fixed_alpha,42,42,42,observed,late,459,0.1897
balance,250,bramev_fixed_alpha,42,42,42,observed,pres,1446,0.5978
balance,250,bramev_fixed_alpha,42,42,42,observed,unresolved,2,0.0008
balance,250,bramev_fixed_alpha,42,42,42,intent,abs,493,0.2038
balance,250,bramev_fixed_alpha,42,42,42,intent,early,285,0.1178
balance,250,bramev_fixed_alpha,42,42,42,intent,late,193,0.0798
balance,250,bramev_fixed_alpha,42,42,42,intent,pres,1448,0.5986
balance,250,bramev_fixed_alpha,42,42,42,reclassified,early->late,266,
