scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,bramev_event_score,42,42,42,observed,abs,416,0.2151
pessimistic,150,bramev_event_score,42,42,42,observed,breakdown,30,0.0155
pessimistic,150,bramev_event_score,42,42,42,observed,early,9,0.0047
pessimistic,150,bramev_event_score,42,42,42,observed,late,676,0.3495
pessimistic,150,bramev_event_score,42,42,42,observed,pres,803,0.4152
pessimistic,150,bramev_event_score,42,42,42,intent,abs,446,0.2306
pessimistic,150,bramev_event_score,42,42,42,intent,early,287,0.1484
pessimistic,150,bramev_event_score,42,42,42,intent,late,398,0.2058
pessimistic,150,bramev_event_score,42,42,42,intent,pres,803,0.4152
pessimistic,150,bramev_event_score,42,42,42,reclassified,early->late,278,
