scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,250,bramev_nearest_offer,42,42,42,observed,abs,614,0.229
pessimistic,250,bramev_nearest_offer,42,42,42,observed,breakdown,27,0.0101
pessimistic,250,bramev_nearest_offer,42,42,42,observed,early,49,0.0183
pessimistic,250,bramev_nearest_offer,42,42,42,observed,late,884,0.3297
pessimistic,250,bramev_nearest_offer,42,42,42,observed,pres,1104,0.4118
pessimistic,250,bramev_nearest_offer,42,42,42,observed,unresolved,3,0.0011
pessimistic,250,bramev_nearest_offer,42,42,42,intent,abs,641,0.2391
pessimistic,250,bramev_nearest_offer,42,42,42,intent,early,398,0.1485
pessimistic,250,bramev_nearest_offer,42,42,42,intent,late,535,0.1996
pessimistic,250,bramev_nearest_offer,42,42,42,intent,pres,1107,0.4129
pessimistic,250,bramev_nearest_offer,42,42,42,reclassified,early->late,349,
