scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,nb_offers,confirmed,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,50,bramev,42,42,42,t00000-c00008,8,0,6,6,True,1,117.68600001232699,2785.2576250152197,1032.8364160086494,0.018458988051861525,3818.112500011921
pessimistic,50,bramev,42,42,42,t00000-c00020,20,0,10,10,True,1,253.09799998649396,3566.3801670016255,251.77783297840506,0.00795899541117251,3818.1659589754418
pessimistic,50,bramev,42,42,42,t00000-c00024,24,0,12,12,True,1,253.06566699873656,3818.002957996214,0.16195900388993323,0.0070829992182552814,3818.171999999322
pessimistic,50,bramev,42,42,42,t00000-c00025,25,0,5,5,True,1,538.4459159977268,3817.9733750002924,0.18833301146514714,0.00462500611320138,3818.166333017871
pessimistic,50,bramev,42,42,42,t00000-c00033,33,0,5,5,True,1,117.5569579936564,2785.128582996549,1033.0448340100702,0.005040987161919475,3818.178457993781
pessimistic,50,bramev,42,42,42,t00000-c00034,34,0,6,6,True,1,333.64245801931247,3611.5247920097318,206.64570800727233,0.004832982085645199,3818.1753329990897
pessimistic,50,bramev,42,42,42,t00000-c00048,48,0,7,7,True,1,333.6165000218898,2785.076833999483,1033.0901250126772,0.004458008334040642,3818.171417020494
pessimistic,50,bramev,42,42,42,t00001-c00025,25,1,5,5,True,1,58.67445800686255,393.4090829861816,0.018667022231966257,0.02245799987576902,393.45020800828934
pessimistic,50,bramev,42,42,42,t00009-c00047,47,9,7,7,True,1,38.18254100042395,313.2436249870807,0.02125001628883183,0.016332982340827584,313.28120798571035
pessimistic,50,bramev,42,42,42,t00010-c00047,47,10,3,2,True,1,57.82250000629574,96.58675000537187,0.012457981938496232,0.01025001984089613,96.60945800715126
pessimistic,50,bramev,42,42,42,t00011-c00019,19,11,15,15,True,1,66.07754100696184,790.301000000909,0.022082997020334005,0.017332989955320954,790.3404159878846
pessimistic,50,bramev,42,42,42,t00011-c00047,47,11,3,1,True,1,538.1101249950007,538.1101249950007,252.2711670026183,0.0048330111894756556,790.3861250088084
pessimistic,50,bramev,42,42,42,t00012-c00019,19,12,11,6,True,1,96.40825001406483,487.6860000076704,0.015416997484862804,0.012957985745742917,487.714374990901
pessimistic,50,bramev,42,42,42,t00021-c00005,5,21,3,3,True,1,19.50712499092333,71.97708397870883,0.016958016203716397,0.01754198456183076,72.01158397947438
pessimistic,50,bramev,42,42,42,t00022-c00031,31,22,3,3,True,1,32.78412501094863,137.8101659938693,0.015666999388486147,0.012708012945950031,137.83854100620374
pessimistic,50,bramev,42,42,42,t00025-c00037,37,25,8,8,True,1,42.03137502190657,357.7732920239214,0.02070798655040562,0.016000005416572094,357.81000001588836
pessimistic,50,bramev,42,42,42,t00026-c00037,37,26,10,9,True,1,52.51174999284558,349.5399579987861,0.020875013433396816,0.016499980119988322,349.5773329923395
pessimistic,50,bramev,42,42,42,t00027-c00037,37,27,16,7,True,1,62.17545800609514,632.8647500195075,18.52454198524356,0.01720801810733974,651.4065000228584
pessimistic,50,bramev,42,42,42,t00027-c00049,49,27,5,5,True,1,87.12345801177435,537.1023750049062,114.32316599530168,0.005917012458667159,651.4314580126666
pessimistic,50,bramev,42,42,42,t00030-c00016,16,30,5,5,True,1,64.27179198362865,335.6201249989681,0.016708974726498127,0.015583005733788013,335.6524169794284
pessimistic,50,bramev,42,42,42,t00031-c00016,16,31,5,3,True,1,65.40166700142436,227.31820799526758,0.01487502595409751,0.014958990504965186,227.34804201172665
pessimistic,50,bramev,42,42,42,t00032-c00033,33,32,7,6,True,1,52.60691698640585,256.73216697759926,0.01691601937636733,0.013541983207687736,256.7626249801833
pessimistic,50,bramev,42,42,42,t00037-c00040,40,37,5,5,True,1,25.22383298492059,171.588957979111,0.014749995898455381,0.011459022061899304,171.61516699707136
pessimistic,50,bramev,42,42,42,t00038-c00005,5,38,3,3,True,1,23.60437499010004,484.75816697464325,190.91250002384186,0.029916991479694843,675.7005839899648
pessimistic,50,bramev,42,42,42,t00038-c00010,10,38,9,9,True,1,79.74595899577253,675.6138750060927,0.1387499796692282,0.00808399636298418,675.7607089821249
pessimistic,50,bramev,42,42,42,t00038-c00040,40,38,5,4,True,1,436.8066659953911,543.7978749978356,131.96033300482668,0.005208014044910669,675.7634160167072
pessimistic,50,bramev,42,42,42,t00039-c00005,5,39,7,6,True,1,245.57495798217133,970.762916986132,282.63316600350663,0.016250007320195436,1253.4123329969589
