scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,250,bramev_event_score,42,42,42,observed,abs,474,0.1941
balance,250,bramev_event_score,42,42,42,observed,breakdown,22,0.009
balance,250,bramev_event_score,42,42,42,observed,early,14,0.0057
balance,250,bramev_event_score,42,42,42,observed,late,469,0.1921
balance,250,bramev_event_score,42,42,42,observed,pres,1460,0.5979
balance,250,bramev_event_score,42,42,42,observed,unresolved,3,0.0012
balance,250,bramev_event_score,42,42,42,intent,abs,496,0.2031
balance,250,bramev_event_score,42,42,42,intent,early,290,0.1188
balance,250,bramev_event_score,42,42,42,intent,late,193,0.079
balance,250,bramev_event_score,42,42,42,intent,pres,1463,0.5991
balance,250,bramev_event_score,42,42,42,reclassified,early->late,276,
