scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
balance,200,bramev_fixed_alpha,42,42,42,observed,abs,385,0.1953
balance,200,bramev_fixed_alpha,42,42,42,observed,breakdown,16,0.0081
balance,200,bramev_fixed_alpha,42,42,42,observed,early,7,0.0036
balance,200,bramev_fixed_alpha,42,42,42,observed,late,392,0.1989
balance,200,bramev_fixed_alpha,42,42,42,observed,pres,1168,0.5926
balance,200,bramev_fixed_alpha,42,42,42,observed,unresolved,3,0.0015
balance,200,bramev_fixed_alpha,42,42,42,intent,abs,401,0.2035
balance,200,bramev_fixed_alpha,42,42,42,intent,early,240,0.1218
balance,200,bramev_fixed_alpha,42,42,42,intent,late,159,0.0807
balance,200,bramev_fixed_alpha,42,42,42,intent,pres,1171,0.5941
balance,200,bramev_fixed_alpha,42,42,42,reclassified,early->late,233,
