scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_rejected_request,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
balance,150,bramev_nearest_offer,42,42,42,0,1,5,0.3509,1,duration,345,134,211,64,0,0,147,86,24,5,29,3,0,5571,3055,0.7738,0.4243,213.108
balance,150,bramev_nearest_offer,42,42,42,1,2,5,0.548,2,duration,344,99,245,235,0,0,10,6,3,0,0,1,0,478,294,0.0664,0.0408,12.042
balance,150,bramev_nearest_offer,42,42,42,2,1,5,0.5245,1,duration,178,58,120,112,0,0,8,4,2,0,2,0,0,280,118,0.0389,0.0164,9.95
balance,150,bramev_nearest_offer,42,42,42,3,1,5,0.583,1,duration,355,126,229,162,0,0,67,45,9,0,13,0,0,2320,1556,0.3222,0.2161,102.133
balance,150,bramev_nearest_offer,42,42,42,4,3,5,0.1939,3,duration,298,115,183,106,0,0,77,49,15,0,13,0,0,2981,1772,0.414,0.2461,114.092
balance,150,bramev_nearest_offer,42,42,42,5,1,4,0.3233,1,duration,170,61,109,88,0,0,21,12,5,0,4,0,0,868,495,0.1507,0.0859,29.967
balance,150,bramev_nearest_offer,42,42,42,6,0,6,0.4914,0,duration,143,41,102,98,0,0,4,4,0,0,0,0,0,131,123,0.0152,0.0142,5.95
balance,150,bramev_nearest_offer,42,42,42,7,1,6,0.4593,1,duration,179,59,120,103,0,0,17,8,3,0,6,0,0,578,293,0.0669,0.0339,26.383
balance,150,bramev_nearest_offer,42,42,42,8,0,5,0.5299,0,duration,178,50,128,120,0,0,8,6,0,0,2,0,0,321,248,0.0446,0.0344,15.042
balance,150,bramev_nearest_offer,42,42,42,9,2,4,0.6356,2,duration,326,89,237,196,0,0,41,23,10,0,7,1,0,1523,684,0.2644,0.1187,53.867
balance,150,bramev_nearest_offer,42,42,42,10,0,5,0.3352,0,duration,187,51,136,86,0,0,50,30,7,1,10,2,0,1843,1010,0.256,0.1403,71.133
balance,150,bramev_nearest_offer,42,42,42,11,0,4,0.3138,0,duration,335,118,217,84,0,0,133,73,32,4,23,1,0,4802,2498,0.8337,0.4337,173.942
balance,150,bramev_nearest_offer,42,42,42,12,3,6,0.2613,3,duration,375,129,246,228,0,0,18,12,2,0,4,0,0,571,386,0.0661,0.0447,26.692
balance,150,bramev_nearest_offer,42,42,42,13,3,4,0.452,3,duration,163,50,113,76,0,0,37,21,7,0,9,0,0,1264,703,0.2194,0.122,51.867
balance,150,bramev_nearest_offer,42,42,42,14,3,4,0.3776,3,duration,334,118,216,164,0,0,52,31,5,0,16,0,0,1771,902,0.3075,0.1566,80.225
balance,150,bramev_nearest_offer,42,42,42,15,0,5,0.4142,0,duration,165,50,115,74,0,0,41,28,8,0,5,0,0,1591,1048,0.221,0.1456,60.925
balance,150,bramev_nearest_offer,42,42,42,16,2,6,0.6495,2,duration,134,48,86,83,0,0,3,2,1,0,0,0,0,80,32,0.0093,0.0037,2.2
balance,150,bramev_nearest_offer,42,42,42,17,2,4,0.7664,2,duration,214,48,166,147,0,0,19,10,5,0,3,1,0,795,400,0.138,0.0694,26.292
balance,150,bramev_nearest_offer,42,42,42,18,2,5,0.7774,2,duration,220,61,159,111,0,0,48,30,7,1,10,0,0,1778,1037,0.2469,0.144,71.917
balance,150,bramev_nearest_offer,42,42,42,19,3,6,0.4321,3,duration,142,43,99,91,0,0,8,5,3,0,0,0,0,257,162,0.0297,0.0187,8.408
balance,150,bramev_nearest_offer,42,42,42,20,2,4,0.6398,2,duration,251,70,181,179,0,0,2,0,1,0,1,0,0,71,0,0.0123,0.0,1.458
balance,150,bramev_nearest_offer,42,42,42,21,2,6,0.7577,2,duration,90,27,63,59,0,0,4,3,1,0,0,0,0,99,59,0.0115,0.0068,3.275
balance,150,bramev_nearest_offer,42,42,42,22,2,4,0.6594,2,duration,294,82,212,128,0,0,84,50,19,0,13,2,0,3003,1668,0.5214,0.2896,106.933
balance,150,bramev_nearest_offer,42,42,42,23,0,4,0.2871,0,duration,168,55,113,78,0,0,35,18,9,0,6,2,0,1285,571,0.2231,0.0991,43.242
balance,150,bramev_nearest_offer,42,42,42,24,1,4,0.5864,1,duration,353,99,254,242,0,0,12,7,2,0,3,0,0,425,249,0.0738,0.0432,20.025
