scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,40,bramev_global_rep,42,42,42,observed,abs,11,0.1897
pessimistic,40,bramev_global_rep,42,42,42,observed,early,7,0.1207
pessimistic,40,bramev_global_rep,42,42,42,observed,late,18,0.3103
pessimistic,40,bramev_global_rep,42,42,42,observed,pres,22,0.3793
pessimistic,40,bramev_global_rep,42,42,42,intent,abs,11,0.1897
pessimistic,40,bramev_global_rep,42,42,42,intent,early,10,0.1724
pessimistic,40,bramev_global_rep,42,42,42,intent,late,15,0.2586
pessimistic,40,bramev_global_rep,42,42,42,intent,pres,22,0.3793
pessimistic,40,bramev_global_rep,42,42,42,reclassified,early->late,3,
