scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,search_retries,nb_offers,confirmed,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,20,bramev_nearest_offer,42,42,42,t00000-c00008,8,0,2,0,2,True,1,58.91224998049438,98.27387501718476,0.01599994720891118,0.01487502595409751,98.30474999034777
pessimistic,20,bramev_nearest_offer,42,42,42,t00011-c00019,19,11,3,0,3,True,1,40.09424999821931,109.2132090125233,0.011832977179437876,0.012000033166259527,109.23704202286899
pessimistic,20,bramev_nearest_offer,42,42,42,t00012-c00019,19,12,3,0,1,True,1,75.55058301659301,75.55058301659301,6.2362090102396905,0.014165998436510563,81.80095802526921
pessimistic,20,bramev_nearest_offer,42,42,42,t00021-c00005,5,21,1,0,1,True,1,11.198499996680766,11.198499996680766,0.005334033630788326,0.007207971066236496,11.211042001377791
pessimistic,20,bramev_nearest_offer,42,42,42,t00030-c00016,16,30,2,0,2,True,1,55.403165984898806,87.5525830197148,0.01133297337219119,0.01025001984089613,87.57416601292789
pessimistic,20,bramev_nearest_offer,42,42,42,t00031-c00016,16,31,4,1,1,True,1,75.87920798687264,75.87920798687264,14.161417027935386,0.013415992725640535,90.05404100753367
pessimistic,20,bramev_nearest_offer,42,42,42,t00038-c00010,10,38,3,0,3,True,1,45.9407499874942,113.23887499747798,0.015124969650059938,0.013625016435980797,113.26762498356402
pessimistic,20,bramev_nearest_offer,42,42,42,t00039-c00005,5,39,9,3,4,True,1,353.6157500348054,406.3932920107618,10.22691698744893,0.029250048100948334,416.6494590463117
pessimistic,20,bramev_nearest_offer,42,42,42,t00039-c00010,10,39,3,0,1,True,1,228.19912497652695,228.19912497652695,66.52937497710809,0.01633400097489357,294.74483395460993
pessimistic,20,bramev_nearest_offer,42,42,42,t00039-c00014,14,39,3,0,3,True,1,86.302625015378,283.56224996969104,11.234792007599026,0.0070410314947366714,294.8040830087848
pessimistic,20,bramev_nearest_offer,42,42,42,t00044-c00005,5,44,2,0,1,True,1,12.961291999090463,12.961291999090463,5.772333010099828,0.008417002391070127,18.74204201158136
pessimistic,20,bramev_nearest_offer,42,42,42,t00045-c00002,2,45,3,0,3,True,1,35.392166988458484,112.26933298166841,0.01654197694733739,0.014625024050474167,112.30049998266622
pessimistic,20,bramev_nearest_offer,42,42,42,t00050-c00007,7,50,1,0,1,True,1,40.320249972864985,40.320249972864985,0.009208975825458765,0.01025001984089613,40.33970896853134
pessimistic,20,bramev_nearest_offer,42,42,42,t00050-c00013,13,50,1,0,1,True,1,40.29320797417313,40.29320797417313,0.08475000504404306,0.005500041879713535,40.383458021096885
pessimistic,20,bramev_nearest_offer,42,42,42,t00051-c00007,7,51,1,0,1,True,1,74.08358401153237,74.08358401153237,0.01691601937636733,0.012666976545006037,74.11316700745374
